NO.,?as,Interval,Vnit?ní teplota(°C),Vnit?ní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(hpa),Absolutní tlak vzduchu(hpa),Rychlost v?tru(m/s),Nárazy v?tru(m/s),Sm?r v?tru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),M?sí?ní úhrn srážek(mm),Celkový úhrn srážek(mm)
2190, 01.12.2020 0:06:24,14, 20.1,55, -3.3,99, 1023.9, 967.2, 0.0, 0.0, S, -3.4, -3.3, 0.00, 0.00, 2.40, 0.00, 4.50
2191, 01.12.2020 0:20:24,14, 20.1,55, -3.4,99, 1023.7, 967.0, 0.0, 0.0, S, -3.5, -3.4, 0.00, 0.00, 2.40, 0.00, 4.50
2192, 01.12.2020 0:34:24,14, 20.1,55, -3.5,99, 1023.7, 967.0, 0.0, 0.0, S, -3.6, -3.5, 0.00, 0.00, 2.40, 0.00, 4.50
2193, 01.12.2020 0:48:24,14, 20.1,55, -3.9,99, 1023.6, 966.9, 0.0, 0.0, S, -4.0, -3.9, 0.00, 0.00, 2.40, 0.00, 4.50
2194, 01.12.2020 1:02:24,14, 20.1,55, -4.2,99, 1023.6, 966.9, 0.0, 0.0, S, -4.3, -4.2, 0.00, 0.00, 2.40, 0.00, 4.50
2195, 01.12.2020 1:16:24,14, 20.1,54, -4.2,99, 1023.3, 966.6, 0.0, 0.0, S, -4.3, -4.2, 0.00, 0.00, 2.40, 0.00, 4.50
2196, 01.12.2020 1:30:24,14, 20.0,54, -4.3,99, 1023.1, 966.4, 0.0, 0.0, S, -4.4, -4.3, 0.00, 0.00, 2.40, 0.00, 4.50
2197, 01.12.2020 1:44:24,14, 20.0,54, -4.3,99, 1023.1, 966.4, 0.0, 0.0, S, -4.4, -4.3, 0.00, 0.00, 2.40, 0.00, 4.50
2198, 01.12.2020 1:58:24,14, 20.0,54, -4.2,99, 1023.1, 966.4, 0.0, 0.0, S, -4.3, -4.2, 0.00, 0.00, 2.40, 0.00, 4.50
2199, 01.12.2020 2:12:24,14, 20.0,54, -4.0,99, 1023.1, 966.4, 0.0, 0.0, S, -4.1, -4.0, 0.00, 0.00, 2.40, 0.00, 4.50
2200, 01.12.2020 2:26:24,14, 20.0,54, -4.4,99, 1023.0, 966.3, 0.0, 0.0, S, -4.5, -4.4, 0.00, 0.00, 2.40, 0.00, 4.50
2201, 01.12.2020 2:40:24,14, 19.9,53, -3.9,99, 1022.8, 966.1, 0.0, 0.0, NE, -4.0, -3.9, 0.00, 0.00, 2.40, 0.00, 4.50
2202, 01.12.2020 2:54:24,14, 19.9,53, -3.1,99, 1022.8, 966.1, 0.0, 0.0, NE, -3.2, -3.1, 0.00, 0.00, 2.40, 0.00, 4.50
2203, 01.12.2020 3:08:24,14, 19.9,53, -2.9,99, 1022.6, 965.9, 0.0, 0.0, E, -3.0, -2.9, 0.00, 0.00, 2.40, 0.00, 4.50
2204, 01.12.2020 3:22:24,14, 19.9,53, -2.7,99, 1022.4, 965.7, 0.0, 0.0, NE, -2.8, -2.7, 0.00, 0.00, 2.40, 0.00, 4.50
2205, 01.12.2020 3:36:24,14, 19.8,53, -2.6,99, 1022.3, 965.6, 0.0, 0.0, NE, -2.7, -2.6, 0.00, 0.00, 2.40, 0.00, 4.50
2206, 01.12.2020 3:50:24,14, 19.8,52, -2.7,98, 1022.3, 965.6, 0.0, 0.0, NE, -3.0, -2.7, 0.00, 0.00, 2.40, 0.00, 4.50
2207, 01.12.2020 4:04:24,14, 19.8,52, -2.5,97, 1022.2, 965.5, 0.0, 0.0, NE, -2.9, -2.5, 0.00, 0.00, 2.40, 0.00, 4.50
2208, 01.12.2020 4:18:24,14, 19.8,52, -2.5,96, 1022.1, 965.4, 1.7, 3.1, NE, -3.1, -2.5, 0.00, 0.00, 2.40, 0.00, 4.50
2209, 01.12.2020 4:32:24,14, 19.7,51, -2.3,95, 1022.2, 965.5, 0.0, 0.0, NE, -3.0, -2.3, 0.00, 0.00, 2.40, 0.00, 4.50
2210, 01.12.2020 4:46:24,14, 19.7,51, -2.3,94, 1022.0, 965.3, 0.0, 0.0, NE, -3.1, -2.3, 0.00, 0.00, 2.40, 0.00, 4.50
2211, 01.12.2020 5:00:24,14, 19.7,51, -2.5,94, 1022.0, 965.3, 0.0, 0.0, NE, -3.3, -2.5, 0.00, 0.00, 2.40, 0.00, 4.50
2212, 01.12.2020 5:14:24,14, 19.7,51, -2.7,94, 1021.8, 965.1, 0.0, 0.0, NE, -3.5, -2.7, 0.00, 0.00, 2.40, 0.00, 4.50
2213, 01.12.2020 5:28:24,14, 19.6,51, -2.7,94, 1021.6, 964.9, 0.0, 0.0, NE, -3.5, -2.7, 0.00, 0.00, 2.40, 0.00, 4.50
2214, 01.12.2020 5:42:24,14, 19.6,50, -2.6,93, 1021.6, 964.9, 0.0, 0.0, NE, -3.6, -2.6, 0.00, 0.00, 2.40, 0.00, 4.50
2215, 01.12.2020 5:56:24,14, 19.6,50, -2.6,92, 1021.5, 964.8, 0.0, 0.0, NE, -3.7, -2.6, 0.00, 0.00, 2.40, 0.00, 4.50
2216, 01.12.2020 6:10:24,14, 19.6,50, -2.6,91, 1021.4, 964.7, 1.0, 2.7, NE, -3.9, -2.6, 0.00, 0.00, 2.40, 0.00, 4.50
2217, 01.12.2020 6:24:24,14, 19.7,50, -2.5,90, 1021.2, 964.5, 0.7, 1.4, NE, -3.9, -2.5, 0.00, 0.00, 2.40, 0.00, 4.50
2218, 01.12.2020 6:38:24,14, 19.8,51, -2.5,89, 1021.4, 964.7, 1.7, 3.4, NE, -4.1, -2.5, 0.00, 0.00, 2.40, 0.00, 4.50
2219, 01.12.2020 6:52:24,14, 19.9,51, -2.6,89, 1021.3, 964.6, 0.0, 0.0, NE, -4.2, -2.6, 0.00, 0.00, 2.40, 0.00, 4.50
2220, 01.12.2020 7:06:24,14, 20.0,51, -2.6,89, 1021.2, 964.5, 0.7, 3.1, NE, -4.2, -2.6, 0.00, 0.00, 2.40, 0.00, 4.50
2221, 01.12.2020 7:20:24,14, 20.1,52, -2.8,89, 1021.2, 964.5, 0.0, 0.0, NE, -4.4, -2.8, 0.00, 0.00, 2.40, 0.00, 4.50
2222, 01.12.2020 7:34:24,14, 20.3,52, -2.8,89, 1021.2, 964.5, 0.0, 0.0, NE, -4.4, -2.8, 0.00, 0.00, 2.40, 0.00, 4.50
2223, 01.12.2020 7:48:24,14, 20.4,52, -2.7,88, 1021.2, 964.5, 0.3, 1.4, NE, -4.4, -2.7, 0.00, 0.00, 2.40, 0.00, 4.50
2224, 01.12.2020 8:02:24,14, 20.4,52, -2.5,88, 1021.2, 964.5, 0.0, 0.0, NE, -4.2, -2.5, 0.00, 0.00, 2.40, 0.00, 4.50
2225, 01.12.2020 8:16:24,14, 20.4,52, -2.5,87, 1021.1, 964.4, 0.3, 2.0, NE, -4.4, -2.5, 0.00, 0.00, 2.40, 0.00, 4.50
2226, 01.12.2020 8:30:24,14, 20.4,52, -2.2,87, 1021.2, 964.5, 0.0, 0.0, NE, -4.1, -2.2, 0.00, 0.00, 2.40, 0.00, 4.50
2227, 01.12.2020 8:44:24,14, 20.4,51, -1.9,86, 1021.2, 964.5, 0.0, 0.0, NE, -3.9, -1.9, 0.00, 0.00, 2.40, 0.00, 4.50
2228, 01.12.2020 8:58:24,14, 20.5,51, -1.5,85, 1021.2, 964.5, 0.0, 0.0, NE, -3.7, -1.5, 0.00, 0.00, 2.40, 0.00, 4.50
2229, 01.12.2020 9:12:24,14, 20.5,51, -1.0,84, 1021.1, 964.4, 0.7, 3.7, NE, -3.4, -1.0, 0.00, 0.00, 2.40, 0.00, 4.50
2230, 01.12.2020 9:26:24,14, 20.5,51, -0.6,84, 1021.2, 964.5, 0.0, 0.0, NE, -3.0, -0.6, 0.00, 0.00, 2.40, 0.00, 4.50
2231, 01.12.2020 9:40:24,14, 20.5,51, -0.3,83, 1021.2, 964.5, 0.0, 0.0, NE, -2.8, -0.3, 0.00, 0.00, 2.40, 0.00, 4.50
2232, 01.12.2020 9:54:24,14, 20.5,51, 0.0,82, 1021.2, 964.5, 0.0, 0.0, NE, -2.7, 0.0, 0.00, 0.00, 2.40, 0.00, 4.50
2233, 01.12.2020 10:08:24,14, 20.6,51, 0.2,80, 1021.2, 964.5, 1.0, 2.7, NE, -2.8, 0.2, 0.00, 0.00, 2.40, 0.00, 4.50
2234, 01.12.2020 10:22:24,14, 20.6,50, 0.5,79, 1021.2, 964.5, 0.0, 0.3, NE, -2.7, 0.5, 0.00, 0.00, 2.40, 0.00, 4.50
2235, 01.12.2020 10:36:24,14, 20.6,49, 0.7,78, 1021.3, 964.6, 0.0, 0.0, NE, -2.7, 0.7, 0.00, 0.00, 2.40, 0.00, 4.50
2236, 01.12.2020 10:50:24,14, 20.7,48, 1.0,76, 1021.2, 964.5, 0.0, 0.0, NE, -2.8, 1.0, 0.00, 0.00, 2.40, 0.00, 4.50
2237, 01.12.2020 11:04:24,14, 20.7,48, 1.3,75, 1021.1, 964.4, 0.0, 0.0, NE, -2.6, 1.3, 0.00, 0.00, 2.40, 0.00, 4.50
2238, 01.12.2020 11:18:24,14, 20.7,48, 1.4,74, 1021.1, 964.4, 0.0, 0.0, NE, -2.7, 1.4, 0.00, 0.00, 2.40, 0.00, 4.50
2239, 01.12.2020 11:32:24,14, 20.8,48, 1.7,73, 1020.8, 964.1, 0.0, 0.0, NE, -2.6, 1.7, 0.00, 0.00, 2.40, 0.00, 4.50
2240, 01.12.2020 11:46:24,14, 20.8,48, 2.0,71, 1020.7, 964.0, 1.4, 3.1, NE, -2.7, 2.0, 0.00, 0.00, 2.40, 0.00, 4.50
2241, 01.12.2020 12:00:24,14, 20.8,48, 2.0,69, 1020.6, 963.9, 1.7, 3.1, NE, -3.1, 2.0, 0.00, 0.00, 2.40, 0.00, 4.50
2242, 01.12.2020 12:14:24,14, 20.9,47, 2.1,68, 1020.6, 963.9, 1.4, 2.4, NE, -3.2, 2.1, 0.00, 0.00, 2.40, 0.00, 4.50
2243, 01.12.2020 12:28:24,14, 20.9,47, 2.2,67, 1020.7, 964.0, 1.7, 3.1, NE, -3.3, 2.2, 0.00, 0.00, 2.40, 0.00, 4.50
2244, 01.12.2020 12:42:24,14, 20.9,47, 2.2,67, 1020.7, 964.0, 1.7, 3.1, NE, -3.3, 2.2, 0.00, 0.00, 2.40, 0.00, 4.50
2245, 01.12.2020 12:56:24,14, 20.9,47, 2.3,66, 1020.6, 963.9, 1.7, 2.7, NE, -3.4, 2.3, 0.00, 0.00, 2.40, 0.00, 4.50
2246, 01.12.2020 13:10:24,14, 21.0,47, 2.3,65, 1020.6, 963.9, 0.7, 1.7, NE, -3.6, 2.3, 0.00, 0.00, 2.40, 0.00, 4.50
