NO.,?as,Interval,Vnit?ní teplota(°C),Vnit?ní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(hpa),Absolutní tlak vzduchu(hpa),Rychlost v?tru(m/s),Nárazy v?tru(m/s),Sm?r v?tru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),M?sí?ní úhrn srážek(mm),Celkový úhrn srážek(mm)
1, 01.01.2020 0:01:30,10, 19.9,49, -0.3,87, 1023.9, 977.1, 0.0, 0.0, NW, -2.2, -0.3, 0.00, 0.00, 0.60, 0.00, 56.10
2, 01.01.2020 0:11:30,10, 19.9,49, -0.2,88, 1023.8, 977.0, 0.0, 0.0, NW, -1.9, -0.2, 0.00, 0.00, 0.60, 0.00, 56.10
3, 01.01.2020 0:21:30,10, 19.9,49, -0.2,88, 1023.9, 977.1, 0.0, 0.3, NW, -1.9, -0.2, 0.00, 0.00, 0.60, 0.00, 56.10
4, 01.01.2020 0:31:30,10, 19.9,49, -0.2,88, 1023.9, 977.1, 0.0, 0.0, NW, -1.9, -0.2, 0.00, 0.00, 0.60, 0.00, 56.10
5, 01.01.2020 0:41:30,10, 19.9,49, -0.2,88, 1024.1, 977.3, 0.0, 0.0, NW, -1.9, -0.2, 0.00, 0.00, 0.60, 0.00, 56.10
6, 01.01.2020 0:51:30,10, 19.8,48, -0.2,88, 1023.9, 977.1, 0.0, 0.0, NW, -1.9, -0.2, 0.00, 0.00, 0.60, 0.00, 56.10
7, 01.01.2020 1:01:30,10, 19.8,48, -0.2,88, 1024.1, 977.3, 0.0, 0.0, NW, -1.9, -0.2, 0.00, 0.00, 0.60, 0.00, 56.10
8, 01.01.2020 1:11:30,10, 19.8,48, -0.2,88, 1024.2, 977.4, 0.0, 0.0, NW, -1.9, -0.2, 0.00, 0.00, 0.60, 0.00, 56.10
9, 01.01.2020 1:21:30,10, 19.8,48, -0.2,88, 1024.0, 977.2, 0.0, 0.0, NW, -1.9, -0.2, 0.00, 0.00, 0.60, 0.00, 56.10
10, 01.01.2020 1:31:30,10, 19.8,48, -0.2,89, 1024.2, 977.4, 0.0, 0.0, NW, -1.8, -0.2, 0.00, 0.00, 0.60, 0.00, 56.10
11, 01.01.2020 1:41:30,10, 19.8,48, -0.2,89, 1024.2, 977.4, 0.0, 0.0, NW, -1.8, -0.2, 0.00, 0.00, 0.60, 0.00, 56.10
12, 01.01.2020 1:51:30,10, 19.8,48, -0.2,89, 1024.2, 977.4, 0.0, 0.0, NW, -1.8, -0.2, 0.00, 0.00, 0.60, 0.00, 56.10
13, 01.01.2020 2:01:30,10, 19.8,48, -0.1,89, 1024.2, 977.4, 0.0, 0.0, NW, -1.7, -0.1, 0.00, 0.00, 0.60, 0.00, 56.10
14, 01.01.2020 2:11:30,10, 19.8,48, -0.1,89, 1024.3, 977.5, 0.0, 0.0, NW, -1.7, -0.1, 0.00, 0.00, 0.60, 0.00, 56.10
15, 01.01.2020 2:21:30,10, 19.8,47, 0.0,90, 1024.3, 977.5, 0.0, 0.0, NW, -1.4, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
16, 01.01.2020 2:31:30,10, 19.8,47, 0.0,89, 1024.2, 977.4, 0.0, 0.0, NW, -1.6, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
17, 01.01.2020 2:41:30,10, 19.7,47, 0.0,90, 1024.3, 977.5, 0.0, 0.0, NW, -1.4, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
18, 01.01.2020 2:51:30,10, 19.7,47, 0.0,90, 1024.3, 977.5, 0.0, 0.0, NW, -1.4, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
19, 01.01.2020 3:01:30,10, 19.7,47, 0.0,90, 1024.2, 977.4, 0.0, 0.0, NW, -1.4, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
20, 01.01.2020 3:11:30,10, 19.7,47, 0.1,90, 1024.1, 977.3, 0.0, 0.0, NW, -1.3, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
21, 01.01.2020 3:21:30,10, 19.7,47, 0.1,90, 1024.1, 977.3, 0.0, 0.0, NW, -1.3, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
22, 01.01.2020 3:31:30,10, 19.7,47, 0.1,90, 1024.1, 977.3, 0.0, 0.0, NW, -1.3, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
23, 01.01.2020 3:41:30,10, 19.7,47, 0.1,91, 1024.1, 977.3, 0.0, 0.0, NW, -1.2, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
24, 01.01.2020 3:51:30,10, 19.6,47, 0.1,91, 1024.1, 977.3, 0.0, 0.0, NW, -1.2, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
25, 01.01.2020 4:01:30,10, 19.6,46, 0.1,91, 1024.2, 977.4, 0.0, 0.0, NW, -1.2, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
26, 01.01.2020 4:11:30,10, 19.6,46, 0.1,91, 1024.0, 977.2, 0.0, 0.0, NW, -1.2, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
27, 01.01.2020 4:21:30,10, 19.6,46, 0.1,91, 1023.9, 977.1, 0.0, 0.0, NW, -1.2, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
28, 01.01.2020 4:31:30,10, 19.6,46, 0.0,91, 1024.1, 977.3, 0.0, 0.0, NW, -1.3, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
29, 01.01.2020 4:41:30,10, 19.6,46, 0.0,91, 1024.2, 977.4, 0.0, 0.0, NW, -1.3, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
30, 01.01.2020 4:51:30,10, 19.5,46, 0.0,92, 1024.3, 977.5, 0.0, 0.0, NW, -1.1, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
31, 01.01.2020 5:01:30,10, 19.5,46, 0.0,92, 1024.4, 977.6, 0.0, 0.0, NW, -1.1, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
32, 01.01.2020 5:11:30,10, 19.5,46, 0.1,92, 1024.3, 977.5, 0.0, 0.0, NW, -1.0, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
33, 01.01.2020 5:21:30,10, 19.5,46, 0.0,92, 1024.2, 977.4, 0.0, 0.0, NW, -1.1, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
34, 01.01.2020 5:31:30,10, 19.5,46, 0.0,92, 1024.3, 977.5, 0.0, 0.0, NW, -1.1, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
35, 01.01.2020 5:41:30,10, 19.5,46, 0.0,92, 1024.3, 977.5, 0.0, 0.0, NW, -1.1, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
36, 01.01.2020 5:51:30,10, 19.5,46, 0.0,92, 1024.4, 977.6, 0.0, 0.0, NW, -1.1, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
37, 01.01.2020 6:01:30,10, 19.5,46, 0.0,92, 1024.5, 977.7, 0.0, 0.0, NW, -1.1, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
38, 01.01.2020 6:11:30,10, 19.6,45, 0.0,93, 1024.4, 977.6, 0.0, 0.0, NW, -1.0, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
39, 01.01.2020 6:21:30,10, 19.6,45, 0.0,93, 1024.6, 977.8, 0.0, 0.0, NW, -1.0, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
40, 01.01.2020 6:31:30,10, 19.7,45, 0.0,93, 1024.5, 977.7, 0.0, 0.0, NW, -1.0, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
41, 01.01.2020 6:41:30,10, 19.8,45, 0.0,93, 1024.7, 977.9, 0.0, 0.0, NW, -1.0, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
42, 01.01.2020 6:51:30,10, 19.8,45, 0.0,93, 1024.7, 977.9, 0.0, 0.0, NW, -1.0, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
43, 01.01.2020 7:01:30,10, 19.9,46, 0.0,93, 1024.9, 978.1, 0.0, 0.0, NW, -1.0, 0.0, 0.00, 0.00, 0.60, 0.00, 56.10
44, 01.01.2020 7:11:30,10, 20.0,46, 0.1,93, 1025.0, 978.2, 0.0, 0.0, NW, -0.9, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
45, 01.01.2020 7:21:30,10, 20.1,46, 0.1,94, 1024.8, 978.0, 0.0, 0.0, NW, -0.8, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
46, 01.01.2020 7:31:30,10, 20.1,48, 0.1,94, 1024.9, 978.1, 0.0, 0.0, NW, -0.8, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
47, 01.01.2020 7:41:30,10, 20.1,48, 0.1,94, 1024.8, 978.0, 0.0, 0.0, NW, -0.8, 0.1, 0.00, 0.00, 0.60, 0.00, 56.10
