NO.,?as,Interval,Vnit?ní teplota(°C),Vnit?ní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(hpa),Absolutní tlak vzduchu(hpa),Rychlost v?tru(m/s),Nárazy v?tru(m/s),Sm?r v?tru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),M?sí?ní úhrn srážek(mm),Celkový úhrn srážek(mm)
942, 01.06.2020 0:10:11,14, 21.1,53, 10.1,90, 1010.2, 963.4, 0.0, 0.0, SW, 8.5, 10.1, 0.00, 0.00, 3.90, 0.00, 31.50
943, 01.06.2020 0:24:11,14, 21.0,53, 10.0,90, 1010.4, 963.6, 0.0, 0.0, SW, 8.4, 10.0, 0.00, 0.00, 3.90, 0.00, 31.50
944, 01.06.2020 0:38:11,14, 21.0,53, 9.9,90, 1010.4, 963.6, 0.0, 0.0, SW, 8.3, 9.9, 0.00, 0.00, 3.90, 0.00, 31.50
945, 01.06.2020 0:52:11,14, 21.0,52, 9.8,91, 1010.4, 963.6, 0.0, 0.0, SW, 8.4, 9.8, 0.00, 0.00, 3.90, 0.00, 31.50
946, 01.06.2020 1:06:11,14, 21.0,52, 9.5,91, 1010.3, 963.5, 0.0, 0.0, SW, 8.1, 9.5, 0.00, 0.00, 3.90, 0.00, 31.50
947, 01.06.2020 1:20:11,14, 21.0,52, 9.3,91, 1010.4, 963.6, 0.0, 0.0, SW, 7.9, 9.3, 0.00, 0.00, 3.90, 0.00, 31.50
948, 01.06.2020 1:34:11,14, 21.0,52, 9.0,91, 1010.3, 963.5, 0.0, 0.0, SW, 7.6, 9.0, 0.00, 0.00, 3.90, 0.00, 31.50
949, 01.06.2020 1:48:11,14, 21.0,52, 8.8,91, 1010.2, 963.4, 0.0, 0.0, SW, 7.4, 8.8, 0.00, 0.00, 3.90, 0.00, 31.50
950, 01.06.2020 2:02:11,14, 21.0,52, 8.8,91, 1010.1, 963.3, 0.0, 0.0, SW, 7.4, 8.8, 0.00, 0.00, 3.90, 0.00, 31.50
951, 01.06.2020 2:16:11,14, 21.0,52, 8.9,92, 1010.1, 963.3, 0.0, 0.0, SW, 7.7, 8.9, 0.00, 0.00, 3.90, 0.00, 31.50
952, 01.06.2020 2:30:11,14, 20.9,52, 8.9,92, 1010.0, 963.2, 0.0, 0.0, SW, 7.7, 8.9, 0.00, 0.00, 3.90, 0.00, 31.50
953, 01.06.2020 2:44:11,14, 20.9,52, 8.8,92, 1010.1, 963.3, 0.0, 0.0, SW, 7.6, 8.8, 0.00, 0.00, 3.90, 0.00, 31.50
954, 01.06.2020 2:58:11,14, 20.9,52, 8.8,93, 1009.9, 963.1, 0.0, 0.0, SW, 7.7, 8.8, 0.00, 0.00, 3.90, 0.00, 31.50
955, 01.06.2020 3:12:11,14, 20.9,52, 8.8,93, 1009.9, 963.1, 0.0, 0.0, SW, 7.7, 8.8, 0.00, 0.00, 3.90, 0.00, 31.50
956, 01.06.2020 3:26:11,14, 20.9,52, 8.9,94, 1009.9, 963.1, 0.0, 0.0, SW, 8.0, 8.9, 0.00, 0.00, 3.90, 0.00, 31.50
957, 01.06.2020 3:40:11,14, 20.9,52, 8.9,94, 1009.9, 963.1, 0.0, 0.0, SW, 8.0, 8.9, 0.00, 0.00, 3.90, 0.00, 31.50
958, 01.06.2020 3:54:11,14, 20.9,52, 9.1,95, 1010.0, 963.2, 0.0, 0.0, SW, 8.4, 9.1, 0.00, 0.00, 3.90, 0.00, 31.50
959, 01.06.2020 4:08:11,14, 20.9,52, 9.3,95, 1010.1, 963.3, 0.0, 0.0, SW, 8.6, 9.3, 0.00, 0.00, 3.90, 0.00, 31.50
960, 01.06.2020 4:22:11,14, 20.8,52, 9.5,96, 1010.1, 963.3, 0.0, 0.0, SW, 8.9, 9.5, 0.00, 0.00, 3.90, 0.00, 31.50
961, 01.06.2020 4:36:11,14, 20.8,52, 9.6,96, 1010.2, 963.4, 0.0, 0.0, SW, 9.0, 9.6, 0.00, 0.00, 3.90, 0.00, 31.50
962, 01.06.2020 4:50:11,14, 20.8,52, 9.9,97, 1010.2, 963.4, 0.0, 0.0, SW, 9.5, 9.9, 0.00, 0.00, 3.90, 0.00, 31.50
963, 01.06.2020 5:04:11,14, 20.8,52, 10.4,98, 1010.3, 963.5, 0.0, 0.0, SW, 10.1, 10.4, 0.00, 0.00, 3.90, 0.00, 31.50
964, 01.06.2020 5:18:11,14, 20.8,52, 10.7,98, 1010.4, 963.6, 0.0, 0.0, SW, 10.4, 10.7, 0.00, 0.00, 3.90, 0.00, 31.50
965, 01.06.2020 5:32:11,14, 20.8,52, 11.4,99, 1010.3, 963.5, 0.0, 0.0, SW, 11.3, 11.4, 0.00, 0.00, 3.90, 0.00, 31.50
966, 01.06.2020 5:46:11,14, 20.9,52, 12.4,99, 1010.4, 963.6, 0.0, 0.0, SW, 12.3, 12.4, 0.00, 0.00, 3.90, 0.00, 31.50
967, 01.06.2020 6:00:11,14, 21.0,53, 13.4,99, 1010.5, 963.7, 0.0, 0.0, SW, 13.3, 13.4, 0.00, 0.00, 3.90, 0.00, 31.50
968, 01.06.2020 6:14:11,14, 21.0,53, 14.0,99, 1010.5, 963.7, 0.0, 0.0, SE, 13.9, 14.0, 0.00, 0.00, 3.90, 0.00, 31.50
969, 01.06.2020 6:28:11,14, 21.1,53, 14.5,99, 1010.3, 963.5, 0.0, 0.3, S, 14.4, 14.5, 0.00, 0.00, 3.90, 0.00, 31.50
970, 01.06.2020 6:42:11,14, 21.2,54, 14.7,84, 1010.6, 963.8, 0.0, 1.4, SE, 12.0, 14.7, 0.00, 0.00, 3.90, 0.00, 31.50
971, 01.06.2020 6:56:11,14, 21.4,55, 15.0,76, 1010.5, 963.7, 3.1, 4.4, NW, 10.8, 12.4, 0.00, 0.00, 3.90, 0.00, 31.50
972, 01.06.2020 7:10:11,14, 21.5,55, 15.3,74, 1010.5, 963.7, 0.0, 0.0, W, 10.7, 15.3, 0.00, 0.00, 3.90, 0.00, 31.50
973, 01.06.2020 7:24:11,14, 21.7,53, 16.0,73, 1010.5, 963.7, 0.3, 2.7, N, 11.2, 16.0, 0.00, 0.00, 3.90, 0.00, 31.50
974, 01.06.2020 7:38:11,14, 21.8,52, 16.4,68, 1010.5, 963.7, 1.0, 3.7, W, 10.5, 16.4, 0.00, 0.00, 3.90, 0.00, 31.50
975, 01.06.2020 7:52:11,14, 21.8,52, 16.5,66, 1010.6, 963.8, 0.0, 3.1, NW, 10.1, 16.5, 0.00, 0.00, 3.90, 0.00, 31.50
976, 01.06.2020 8:06:11,14, 21.8,52, 17.0,67, 1010.7, 963.9, 1.7, 4.1, NW, 10.9, 17.0, 0.00, 0.00, 3.90, 0.00, 31.50
977, 01.06.2020 8:20:11,14, 21.8,52, 17.2,65, 1010.8, 964.0, 1.0, 4.4, NW, 10.6, 17.2, 0.00, 0.00, 3.90, 0.00, 31.50
978, 01.06.2020 8:34:11,14, 21.8,52, 17.4,63, 1010.9, 964.1, 2.7, 4.4, NW, 10.3, 15.6, 0.00, 0.00, 3.90, 0.00, 31.50
979, 01.06.2020 8:48:11,14, 21.8,52, 17.7,61, 1010.8, 964.0, 3.4, 6.1, NW, 10.1, 15.2, 0.00, 0.00, 3.90, 0.00, 31.50
980, 01.06.2020 9:02:11,14, 21.8,52, 17.6,58, 1011.0, 964.2, 1.0, 3.7, NW, 9.3, 17.6, 0.00, 0.00, 3.90, 0.00, 31.50
981, 01.06.2020 9:16:11,14, 21.8,52, 17.7,55, 1011.0, 964.2, 1.7, 5.1, N, 8.6, 17.7, 0.00, 0.00, 3.90, 0.00, 31.50
982, 01.06.2020 9:30:11,14, 21.7,52, 18.2,53, 1011.0, 964.2, 0.0, 0.0, NE, 8.5, 18.2, 0.00, 0.00, 3.90, 0.00, 31.50
983, 01.06.2020 9:44:11,14, 21.7,52, 18.4,52, 1010.9, 964.1, 0.0, 0.3, NW, 8.4, 18.4, 0.00, 0.00, 3.90, 0.00, 31.50
984, 01.06.2020 9:58:11,14, 21.7,52, 19.0,52, 1010.9, 964.1, 0.0, 0.0, N, 8.9, 19.0, 0.00, 0.00, 3.90, 0.00, 31.50
985, 01.06.2020 10:12:11,14, 21.7,52, 19.6,46, 1010.9, 964.1, 0.0, 2.4, NW, 7.7, 19.6, 0.00, 0.00, 3.90, 0.00, 31.50
986, 01.06.2020 10:26:11,14, 21.6,51, 19.4,46, 1010.9, 964.1, 0.0, 2.7, NW, 7.5, 19.4, 0.00, 0.00, 3.90, 0.00, 31.50
987, 01.06.2020 10:40:11,14, 21.5,49, 19.1,44, 1010.8, 964.0, 1.4, 3.7, SW, 6.6, 19.1, 0.00, 0.00, 3.90, 0.00, 31.50
988, 01.06.2020 10:54:11,14, 21.4,48, 19.5,44, 1010.8, 964.0, 0.0, 0.0, NW, 6.9, 19.5, 0.00, 0.00, 3.90, 0.00, 31.50
989, 01.06.2020 11:08:11,14, 21.3,48, 20.1,41, 1010.8, 964.0, 3.4, 5.4, NW, 6.5, 18.0, 0.00, 0.00, 3.90, 0.00, 31.50
990, 01.06.2020 11:22:11,14, 21.1,47, 20.2,40, 1010.7, 963.9, 3.1, 8.5, NE, 6.2, 18.4, 0.00, 0.00, 3.90, 0.00, 31.50
991, 01.06.2020 11:36:11,14, 21.0,47, 20.1,41, 1010.6, 963.8, 2.7, 4.8, SE, 6.5, 18.6, 0.00, 0.00, 3.90, 0.00, 31.50
992, 01.06.2020 11:50:11,14, 20.9,48, 20.2,41, 1010.4, 963.6, 1.0, 4.8, SE, 6.6, 20.2, 0.00, 0.00, 3.90, 0.00, 31.50
993, 01.06.2020 12:04:11,14, 20.9,48, 19.5,44, 1010.4, 963.6, 2.4, 4.4, NW, 6.9, 18.3, 0.00, 0.00, 3.90, 0.00, 31.50
994, 01.06.2020 12:18:11,14, 20.9,48, 20.1,42, 1010.3, 963.5, 3.4, 6.5, SW, 6.8, 18.0, 0.00, 0.00, 3.90, 0.00, 31.50
995, 01.06.2020 12:32:11,14, 20.9,48, 19.9,43, 1010.4, 963.6, 1.7, 3.4, NW, 7.0, 19.9, 0.00, 0.00, 3.90, 0.00, 31.50
996, 01.06.2020 12:46:11,14, 20.8,48, 19.8,42, 1010.2, 963.4, 1.4, 4.4, S, 6.5, 19.8, 0.00, 0.00, 3.90, 0.00, 31.50
997, 01.06.2020 13:00:11,14, 20.8,48, 19.9,38, 1010.3, 963.5, 0.3, 3.4, SW, 5.2, 19.9, 0.00, 0.00, 3.90, 0.00, 31.50
998, 01.06.2020 13:14:11,14, 20.8,47, 20.5,37, 1010.4, 963.6, 3.4, 5.4, SE, 5.3, 18.4, 0.00, 0.00, 3.90, 0.00, 31.50
999, 01.06.2020 13:28:11,14, 20.8,47, 20.0,38, 1010.1, 963.3, 0.0, 0.0, S, 5.3, 20.0, 0.00, 0.00, 3.90, 0.00, 31.50
1000, 01.06.2020 13:42:11,14, 20.8,48, 19.6,41, 1010.1, 963.3, 0.0, 0.0, S, 6.0, 19.6, 0.00, 0.00, 3.90, 0.00, 31.50
1001, 01.06.2020 13:56:11,14, 20.8,48, 20.2,39, 1010.1, 963.3, 0.0, 0.0, E, 5.8, 20.2, 0.00, 0.00, 3.90, 0.00, 31.50
1002, 01.06.2020 14:10:11,14, 20.8,48, 20.0,36, 1010.0, 963.2, 0.3, 3.1, WSW, 4.5, 20.0, 0.00, 0.00, 3.90, 0.00, 31.50
1003, 01.06.2020 14:24:11,14, 20.8,48, 20.6,36, 1009.8, 963.0, 2.4, 3.7, E, 5.0, 19.5, 0.00, 0.00, 3.90, 0.00, 31.50
1004, 01.06.2020 14:38:11,14, 20.8,48, 20.7,34, 1009.8, 963.0, 1.7, 3.1, E, 4.3, 20.7, 0.00, 0.00, 3.90, 0.00, 31.50
1005, 01.06.2020 14:52:11,14, 20.8,46, 20.7,31, 1009.7, 962.9, 0.0, 0.0, E, 3.0, 20.7, 0.00, 0.00, 3.90, 0.00, 31.50
1006, 01.06.2020 15:06:11,14, 20.8,46, 20.8,31, 1009.7, 962.9, 2.4, 4.8, NW, 3.1, 19.7, 0.00, 0.00, 3.90, 0.00, 31.50
1007, 01.06.2020 15:20:11,14, 20.8,46, 20.8,32, 1009.6, 962.8, 0.0, 0.0, NW, 3.5, 20.8, 0.00, 0.00, 3.90, 0.00, 31.50
1008, 01.06.2020 15:34:11,14, 20.8,46, 20.9,33, 1009.5, 962.7, 0.0, 2.0, SW, 4.1, 20.9, 0.00, 0.00, 3.90, 0.00, 31.50
1009, 01.06.2020 15:48:11,14, 20.8,46, 20.8,31, 1009.5, 962.7, 4.1, 5.8, W, 3.1, 18.3, 0.00, 0.00, 3.90, 0.00, 31.50
1010, 01.06.2020 16:02:11,14, 20.8,46, 20.6,32, 1009.4, 962.6, 0.0, 0.0, W, 3.4, 20.6, 0.00, 0.00, 3.90, 0.00, 31.50
1011, 01.06.2020 16:16:11,14, 20.8,45, 20.6,31, 1009.5, 962.7, 0.0, 0.0, SE, 2.9, 20.6, 0.00, 0.00, 3.90, 0.00, 31.50
1012, 01.06.2020 16:30:11,14, 20.8,45, 20.2,30, 1009.4, 962.6, 2.0, 5.8, S, 2.1, 19.6, 0.00, 0.00, 3.90, 0.00, 31.50
1013, 01.06.2020 16:44:11,14, 20.8,45, 20.0,32, 1009.5, 962.7, 0.0, 1.0, S, 2.8, 20.0, 0.00, 0.00, 3.90, 0.00, 31.50
1014, 01.06.2020 16:58:11,14, 20.7,44, 20.2,32, 1009.6, 962.8, 0.3, 2.0, S, 3.0, 20.2, 0.00, 0.00, 3.90, 0.00, 31.50
1015, 01.06.2020 17:12:11,14, 20.7,44, 19.8,29, 1009.5, 962.7, 4.4, 7.5, WNW, 1.3, 16.8, 0.00, 0.00, 3.90, 0.00, 31.50
1016, 01.06.2020 17:26:11,14, 20.6,44, 19.4,29, 1009.5, 962.7, 0.0, 0.0, NW, 0.9, 19.4, 0.00, 0.00, 3.90, 0.00, 31.50
1017, 01.06.2020 17:40:11,14, 20.6,44, 19.2,31, 1009.4, 962.6, 0.0, 0.0, NW, 1.7, 19.2, 0.00, 0.00, 3.90, 0.00, 31.50
1018, 01.06.2020 17:54:11,14, 20.6,44, 19.2,31, 1009.6, 962.8, 0.0, 0.0, W, 1.7, 19.2, 0.00, 0.00, 3.90, 0.00, 31.50
1019, 01.06.2020 18:08:11,14, 20.6,44, 20.7,32, 1009.4, 962.6, 0.0, 0.0, W, 3.4, 20.7, 0.00, 0.00, 3.90, 0.00, 31.50
1020, 01.06.2020 18:22:11,14, 20.6,44, 19.6,30, 1009.4, 962.6, 0.0, 0.0, NW, 1.6, 19.6, 0.00, 0.00, 3.90, 0.00, 31.50
1021, 01.06.2020 18:36:11,14, 20.5,44, 17.7,30, 1009.4, 962.6, 1.0, 2.7, NW, -0.1, 17.7, 0.00, 0.00, 3.90, 0.00, 31.50
1022, 01.06.2020 18:50:11,14, 20.5,44, 16.4,35, 1009.5, 962.7, 0.0, 0.0, W, 0.9, 16.4, 0.00, 0.00, 3.90, 0.00, 31.50
1023, 01.06.2020 19:04:11,14, 20.5,44, 15.7,36, 1009.6, 962.8, 0.0, 0.0, W, 0.7, 15.7, 0.00, 0.00, 3.90, 0.00, 31.50
1024, 01.06.2020 19:18:11,14, 20.4,44, 15.4,37, 1009.5, 962.7, 0.0, 0.0, W, 0.8, 15.4, 0.00, 0.00, 3.90, 0.00, 31.50
1025, 01.06.2020 19:32:11,14, 20.3,44, 13.5,45, 1009.8, 963.0, 0.0, 0.0, W, 1.8, 13.5, 0.00, 0.00, 3.90, 0.00, 31.50
1026, 01.06.2020 19:46:11,14, 20.1,45, 12.4,49, 1009.9, 963.1, 0.0, 0.0, SW, 2.0, 12.4, 0.00, 0.00, 3.90, 0.00, 31.50
1027, 01.06.2020 20:00:11,14, 20.1,46, 12.1,50, 1009.8, 963.0, 0.0, 0.0, NE, 2.0, 12.1, 0.00, 0.00, 3.90, 0.00, 31.50
1028, 01.06.2020 20:14:11,14, 20.0,47, 11.7,52, 1010.1, 963.3, 0.0, 0.0, NE, 2.2, 11.7, 0.00, 0.00, 3.90, 0.00, 31.50
1029, 01.06.2020 20:28:11,14, 20.0,47, 10.9,54, 1010.0, 963.2, 0.0, 0.0, NE, 2.0, 10.9, 0.00, 0.00, 3.90, 0.00, 31.50
1030, 01.06.2020 20:42:11,14, 19.9,47, 10.5,56, 1009.9, 963.1, 0.0, 0.0, NE, 2.1, 10.5, 0.00, 0.00, 3.90, 0.00, 31.50
1031, 01.06.2020 20:56:11,14, 19.9,47, 10.1,57, 1009.9, 963.1, 0.0, 0.0, NE, 2.0, 10.1, 0.00, 0.00, 3.90, 0.00, 31.50
1032, 01.06.2020 21:10:11,14, 19.8,47, 9.8,58, 1009.9, 963.1, 0.0, 0.0, E, 1.9, 9.8, 0.00, 0.00, 3.90, 0.00, 31.50
1033, 01.06.2020 21:24:11,14, 19.7,46, 9.5,59, 1010.0, 963.2, 0.0, 0.0, E, 1.9, 9.5, 0.00, 0.00, 3.90, 0.00, 31.50
1034, 01.06.2020 21:38:11,14, 19.7,46, 9.1,61, 1009.9, 963.1, 0.0, 0.0, E, 2.0, 9.1, 0.00, 0.00, 3.90, 0.00, 31.50
1035, 01.06.2020 21:52:11,14, 19.6,46, 8.7,62, 1009.8, 963.0, 0.0, 0.0, E, 1.8, 8.7, 0.00, 0.00, 3.90, 0.00, 31.50
1036, 01.06.2020 22:06:11,14, 19.6,46, 8.5,63, 1009.9, 963.1, 0.0, 0.0, E, 1.9, 8.5, 0.00, 0.00, 3.90, 0.00, 31.50
1037, 01.06.2020 22:20:11,14, 19.5,46, 8.3,64, 1009.7, 962.9, 0.0, 0.0, E, 1.9, 8.3, 0.00, 0.00, 3.90, 0.00, 31.50
1038, 01.06.2020 22:34:11,14, 19.4,46, 8.2,65, 1009.7, 962.9, 0.0, 0.0, E, 2.0, 8.2, 0.00, 0.00, 3.90, 0.00, 31.50
1039, 01.06.2020 22:48:11,14, 19.4,46, 7.9,65, 1009.8, 963.0, 0.0, 0.0, E, 1.7, 7.9, 0.00, 0.00, 3.90, 0.00, 31.50
1040, 01.06.2020 23:02:11,14, 19.3,46, 7.4,66, 1009.7, 962.9, 0.0, 0.0, E, 1.5, 7.4, 0.00, 0.00, 3.90, 0.00, 31.50
1041, 01.06.2020 23:16:11,14, 19.2,46, 7.2,67, 1009.7, 962.9, 0.0, 0.0, E, 1.5, 7.2, 0.00, 0.00, 3.90, 0.00, 31.50
1042, 01.06.2020 23:30:11,14, 19.2,46, 7.0,68, 1009.7, 962.9, 0.0, 0.0, E, 1.5, 7.0, 0.00, 0.00, 3.90, 0.00, 31.50
1043, 01.06.2020 23:44:11,14, 19.1,46, 6.7,69, 1009.5, 962.7, 0.0, 0.0, E, 1.4, 6.7, 0.00, 0.00, 3.90, 0.00, 31.50
1044, 01.06.2020 23:58:11,14, 19.1,46, 6.6,70, 1009.4, 962.6, 0.0, 0.0, E, 1.5, 6.6, 0.00, 0.00, 3.90, 0.00, 31.50
1045, 02.06.2020 0:12:11,14, 19.0,46, 6.4,70, 1009.5, 962.7, 0.0, 0.0, E, 1.3, 6.4, 0.00, 0.00, 3.90, 0.00, 31.50
1046, 02.06.2020 0:26:11,14, 19.0,46, 6.2,71, 1009.3, 962.5, 0.0, 0.0, E, 1.3, 6.2, 0.00, 0.00, 3.90, 0.00, 31.50
1047, 02.06.2020 0:40:11,14, 18.9,46, 6.0,72, 1009.2, 962.4, 0.0, 0.0, E, 1.3, 6.0, 0.00, 0.00, 3.90, 0.00, 31.50
1048, 02.06.2020 0:54:11,14, 18.8,46, 5.8,72, 1009.1, 962.3, 0.0, 0.0, E, 1.2, 5.8, 0.00, 0.00, 3.90, 0.00, 31.50
1049, 02.06.2020 1:08:11,14, 18.8,46, 5.6,73, 1008.9, 962.1, 0.0, 0.0, E, 1.1, 5.6, 0.00, 0.00, 3.90, 0.00, 31.50
1050, 02.06.2020 1:22:11,14, 18.7,46, 5.4,73, 1008.9, 962.1, 0.0, 0.0, E, 1.0, 5.4, 0.00, 0.00, 3.90, 0.00, 31.50
1051, 02.06.2020 1:36:11,14, 18.6,46, 5.2,74, 1008.8, 962.0, 0.0, 0.0, E, 1.0, 5.2, 0.00, 0.00, 3.90, 0.00, 31.50
1052, 02.06.2020 1:50:11,14, 18.5,46, 5.1,74, 1008.6, 961.8, 0.0, 0.0, E, 0.9, 5.1, 0.00, 0.00, 3.90, 0.00, 31.50
1053, 02.06.2020 2:04:11,14, 18.5,46, 4.9,74, 1008.7, 961.9, 0.0, 0.0, E, 0.7, 4.9, 0.00, 0.00, 3.90, 0.00, 31.50
1054, 02.06.2020 2:18:11,14, 18.4,46, 4.7,74, 1008.5, 961.7, 0.0, 0.0, E, 0.5, 4.7, 0.00, 0.00, 3.90, 0.00, 31.50
1055, 02.06.2020 2:32:11,14, 18.4,46, 4.5,75, 1008.5, 961.7, 0.0, 0.0, E, 0.5, 4.5, 0.00, 0.00, 3.90, 0.00, 31.50
1056, 02.06.2020 2:46:11,14, 18.3,45, 4.3,76, 1008.5, 961.7, 0.0, 0.0, E, 0.4, 4.3, 0.00, 0.00, 3.90, 0.00, 31.50
1057, 02.06.2020 3:00:11,14, 18.2,45, 4.2,76, 1008.3, 961.5, 0.0, 0.0, E, 0.4, 4.2, 0.00, 0.00, 3.90, 0.00, 31.50
1058, 02.06.2020 3:14:11,14, 18.2,45, 4.1,76, 1008.3, 961.5, 0.0, 0.0, E, 0.3, 4.1, 0.00, 0.00, 3.90, 0.00, 31.50
1059, 02.06.2020 3:28:11,14, 18.1,45, 4.1,77, 1008.2, 961.4, 0.0, 0.0, E, 0.4, 4.1, 0.00, 0.00, 3.90, 0.00, 31.50
1060, 02.06.2020 3:42:11,14, 18.0,45, 4.1,77, 1008.1, 961.3, 0.0, 0.0, E, 0.4, 4.1, 0.00, 0.00, 3.90, 0.00, 31.50
1061, 02.06.2020 3:56:11,14, 18.0,45, 4.2,78, 1008.1, 961.3, 0.0, 0.0, E, 0.7, 4.2, 0.00, 0.00, 3.90, 0.00, 31.50
1062, 02.06.2020 4:10:11,14, 17.9,45, 4.3,78, 1008.1, 961.3, 0.0, 0.0, E, 0.8, 4.3, 0.00, 0.00, 3.90, 0.00, 31.50
1063, 02.06.2020 4:24:11,14, 17.9,45, 4.6,79, 1008.0, 961.2, 0.0, 0.0, E, 1.3, 4.6, 0.00, 0.00, 3.90, 0.00, 31.50
1064, 02.06.2020 4:38:11,14, 17.8,45, 4.8,79, 1008.2, 961.4, 0.0, 0.0, E, 1.5, 4.8, 0.00, 0.00, 3.90, 0.00, 31.50
1065, 02.06.2020 4:52:11,14, 17.8,45, 5.4,80, 1008.1, 961.3, 0.0, 0.0, E, 2.2, 5.4, 0.00, 0.00, 3.90, 0.00, 31.50
1066, 02.06.2020 5:06:11,14, 17.8,46, 5.7,80, 1008.1, 961.3, 0.0, 0.0, E, 2.5, 5.7, 0.00, 0.00, 3.90, 0.00, 31.50
1067, 02.06.2020 5:20:11,14, 17.7,46, 6.0,80, 1007.8, 961.0, 0.0, 0.0, E, 2.8, 6.0, 0.00, 0.00, 3.90, 0.00, 31.50
1068, 02.06.2020 5:34:11,14, 17.7,46, 6.6,81, 1007.8, 961.0, 0.0, 0.0, E, 3.6, 6.6, 0.00, 0.00, 3.90, 0.00, 31.50
1069, 02.06.2020 5:48:11,14, 17.7,46, 7.0,80, 1007.7, 960.9, 0.0, 0.0, E, 3.8, 7.0, 0.00, 0.00, 3.90, 0.00, 31.50
1070, 02.06.2020 6:02:11,14, 17.7,46, 7.6,81, 1007.5, 960.7, 0.0, 0.0, E, 4.6, 7.6, 0.00, 0.00, 3.90, 0.00, 31.50
