NO.,?as,Interval,Vnit?ní teplota(°C),Vnit?ní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(hpa),Absolutní tlak vzduchu(hpa),Rychlost v?tru(m/s),Nárazy v?tru(m/s),Sm?r v?tru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),M?sí?ní úhrn srážek(mm),Celkový úhrn srážek(mm),
358, 01.02.2020 1:56:54,10, 20.8,44, -0.9,81, 1010.0, 963.2, 0.0, 0.0, S, -3.8, -0.9, 0.00, 0.00, 39.60, 0.00, 103.20,
359, 01.02.2020 2:06:54,10, 20.8,44, -1.0,81, 1010.2, 963.4, 0.0, 0.0, S, -3.8, -1.0, 0.00, 0.00, 39.60, 0.00, 103.20,
360, 01.02.2020 2:16:54,10, 20.9,44, -1.1,81, 1010.2, 963.4, 0.0, 0.0, S, -3.9, -1.1, 0.00, 0.00, 39.60, 0.00, 103.20,
361, 01.02.2020 2:26:54,10, 20.9,44, -1.0,82, 1010.2, 963.4, 0.0, 0.0, S, -3.7, -1.0, 0.00, 0.00, 39.60, 0.00, 103.20,
362, 01.02.2020 2:36:54,10, 20.9,44, -0.9,82, 1010.4, 963.6, 0.0, 0.0, S, -3.6, -0.9, 0.00, 0.00, 39.60, 0.00, 103.20,
363, 01.02.2020 2:46:54,10, 20.9,44, -0.9,82, 1010.3, 963.5, 0.0, 0.0, S, -3.6, -0.9, 0.00, 0.00, 39.60, 0.00, 103.20,
364, 01.02.2020 2:56:54,10, 20.9,44, -0.7,83, 1010.4, 963.6, 0.0, 0.0, S, -3.2, -0.7, 0.00, 0.00, 39.60, 0.00, 103.20,
365, 01.02.2020 3:06:54,10, 20.9,44, -0.6,83, 1010.7, 963.9, 0.0, 0.0, S, -3.1, -0.6, 0.00, 0.00, 39.60, 0.00, 103.20,
366, 01.02.2020 3:16:54,10, 20.9,44, -0.6,83, 1010.7, 963.9, 0.0, 0.0, S, -3.1, -0.6, 0.00, 0.00, 39.60, 0.00, 103.20,
367, 01.02.2020 3:26:54,10, 20.9,44, -0.6,83, 1010.9, 964.1, 0.0, 0.0, S, -3.1, -0.6, 0.00, 0.00, 39.60, 0.00, 103.20,
368, 01.02.2020 3:36:54,10, 20.9,43, -0.5,83, 1010.9, 964.1, 0.0, 0.0, S, -3.0, -0.5, 0.00, 0.00, 39.60, 0.00, 103.20,
369, 01.02.2020 3:46:54,10, 20.9,43, -0.5,84, 1010.9, 964.1, 0.0, 0.0, S, -2.9, -0.5, 0.00, 0.00, 39.60, 0.00, 103.20,
370, 01.02.2020 3:56:54,10, 20.9,43, -0.4,84, 1011.1, 964.3, 0.0, 0.0, S, -2.8, -0.4, 0.00, 0.00, 39.60, 0.00, 103.20,
371, 01.02.2020 4:06:54,10, 20.9,43, -0.4,84, 1011.1, 964.3, 0.0, 0.0, S, -2.8, -0.4, 0.00, 0.00, 39.60, 0.00, 103.20,
372, 01.02.2020 4:16:54,10, 20.9,43, -0.5,84, 1011.2, 964.4, 0.0, 0.0, S, -2.9, -0.5, 0.00, 0.00, 39.60, 0.00, 103.20,
373, 01.02.2020 4:26:54,10, 20.9,43, -0.8,84, 1011.3, 964.5, 0.0, 0.0, S, -3.2, -0.8, 0.00, 0.00, 39.60, 0.00, 103.20,
374, 01.02.2020 4:36:54,10, 20.9,43, -1.0,84, 1011.3, 964.5, 0.0, 0.0, S, -3.4, -1.0, 0.00, 0.00, 39.60, 0.00, 103.20,
375, 01.02.2020 4:46:54,10, 20.9,43, -1.2,84, 1011.4, 964.6, 0.0, 0.0, S, -3.6, -1.2, 0.00, 0.00, 39.60, 0.00, 103.20,
376, 01.02.2020 4:56:54,10, 20.9,43, -1.4,84, 1011.5, 964.7, 0.0, 0.0, S, -3.8, -1.4, 0.00, 0.00, 39.60, 0.00, 103.20,
377, 01.02.2020 5:06:54,10, 20.8,43, -1.6,84, 1011.5, 964.7, 0.0, 0.0, S, -4.0, -1.6, 0.00, 0.00, 39.60, 0.00, 103.20,
378, 01.02.2020 5:16:54,10, 20.8,43, -2.0,84, 1011.4, 964.6, 0.0, 0.0, S, -4.3, -2.0, 0.00, 0.00, 39.60, 0.00, 103.20,
379, 01.02.2020 5:26:54,10, 20.8,42, -2.2,84, 1011.5, 964.7, 0.0, 0.0, S, -4.5, -2.2, 0.00, 0.00, 39.60, 0.00, 103.20,
380, 01.02.2020 5:36:54,10, 20.8,42, -2.3,84, 1011.6, 964.8, 0.0, 0.0, S, -4.6, -2.3, 0.00, 0.00, 39.60, 0.00, 103.20,
381, 01.02.2020 5:46:54,10, 20.8,43, -2.4,85, 1011.6, 964.8, 0.0, 0.0, S, -4.6, -2.4, 0.00, 0.00, 39.60, 0.00, 103.20,
382, 01.02.2020 5:56:54,10, 20.8,42, -2.4,85, 1011.6, 964.8, 0.0, 0.0, S, -4.6, -2.4, 0.00, 0.00, 39.60, 0.00, 103.20,
383, 01.02.2020 6:06:54,10, 20.7,42, -2.4,85, 1011.6, 964.8, 0.0, 0.0, S, -4.6, -2.4, 0.00, 0.00, 39.60, 0.00, 103.20,
384, 01.02.2020 6:16:54,10, 20.7,42, -2.5,85, 1011.6, 964.8, 0.0, 0.0, S, -4.7, -2.5, 0.00, 0.00, 39.60, 0.00, 103.20,
385, 01.02.2020 6:26:54,10, 20.7,42, -2.6,85, 1011.7, 964.9, 0.0, 0.0, S, -4.8, -2.6, 0.00, 0.00, 39.60, 0.00, 103.20,
386, 01.02.2020 6:36:54,10, 20.7,42, -2.6,85, 1011.8, 965.0, 0.0, 0.0, S, -4.8, -2.6, 0.00, 0.00, 39.60, 0.00, 103.20,
387, 01.02.2020 6:46:54,10, 20.6,42, -2.6,86, 1011.8, 965.0, 0.0, 0.0, S, -4.6, -2.6, 0.00, 0.00, 39.60, 0.00, 103.20,
388, 01.02.2020 6:56:54,10, 20.6,42, -2.5,86, 1011.8, 965.0, 0.0, 0.0, S, -4.5, -2.5, 0.00, 0.00, 39.60, 0.00, 103.20,
389, 01.02.2020 7:06:54,10, 20.6,42, -2.6,86, 1011.8, 965.0, 0.0, 0.0, S, -4.6, -2.6, 0.00, 0.00, 39.60, 0.00, 103.20,
390, 01.02.2020 7:16:54,10, 20.6,42, -2.8,86, 1011.9, 965.1, 0.0, 0.0, S, -4.8, -2.8, 0.00, 0.00, 39.60, 0.00, 103.20,
391, 01.02.2020 7:26:54,10, 20.6,42, -2.9,86, 1012.1, 965.3, 0.0, 0.0, S, -4.9, -2.9, 0.00, 0.00, 39.60, 0.00, 103.20,
392, 01.02.2020 7:36:54,10, 20.5,42, -2.9,86, 1012.2, 965.4, 0.0, 0.0, S, -4.9, -2.9, 0.00, 0.00, 39.60, 0.00, 103.20,
393, 01.02.2020 7:46:54,10, 20.5,42, -2.8,86, 1012.2, 965.4, 0.0, 0.0, S, -4.8, -2.8, 0.00, 0.00, 39.60, 0.00, 103.20,
394, 01.02.2020 7:56:54,10, 20.5,42, -2.7,87, 1012.4, 965.6, 0.0, 0.0, S, -4.6, -2.7, 0.00, 0.00, 39.60, 0.00, 103.20,
395, 01.02.2020 8:06:54,10, 20.5,42, -2.8,87, 1012.4, 965.6, 0.0, 0.0, S, -4.7, -2.8, 0.00, 0.00, 39.60, 0.00, 103.20,
396, 01.02.2020 8:16:54,10, 20.5,41, -3.0,87, 1012.5, 965.7, 0.0, 0.0, S, -4.9, -3.0, 0.00, 0.00, 39.60, 0.00, 103.20,
397, 01.02.2020 8:26:54,10, 20.4,42, -3.0,87, 1012.6, 965.8, 0.0, 0.0, S, -4.9, -3.0, 0.00, 0.00, 39.60, 0.00, 103.20,
398, 01.02.2020 8:36:54,10, 20.4,41, -3.0,87, 1012.6, 965.8, 0.0, 0.0, S, -4.9, -3.0, 0.00, 0.00, 39.60, 0.00, 103.20,
399, 01.02.2020 8:46:54,10, 20.4,42, -3.0,87, 1012.5, 965.7, 0.0, 0.0, S, -4.9, -3.0, 0.00, 0.00, 39.60, 0.00, 103.20,
400, 01.02.2020 8:56:54,10, 20.4,42, -2.9,87, 1012.6, 965.8, 0.0, 0.0, S, -4.8, -2.9, 0.00, 0.00, 39.60, 0.00, 103.20,
401, 01.02.2020 9:06:54,10, 20.4,41, -2.8,87, 1012.7, 965.9, 0.0, 0.0, S, -4.7, -2.8, 0.00, 0.00, 39.60, 0.00, 103.20,
402, 01.02.2020 9:16:54,10, 20.4,41, -2.6,88, 1012.8, 966.0, 0.0, 0.0, S, -4.3, -2.6, 0.00, 0.00, 39.60, 0.00, 103.20,
403, 01.02.2020 9:26:54,10, 20.4,41, -2.5,88, 1012.8, 966.0, 0.0, 0.0, S, -4.2, -2.5, 0.00, 0.00, 39.60, 0.00, 103.20,
404, 01.02.2020 9:36:54,10, 20.4,41, -2.3,88, 1012.8, 966.0, 0.0, 0.0, S, -4.0, -2.3, 0.00, 0.00, 39.60, 0.00, 103.20,
405, 01.02.2020 9:46:54,10, 20.5,41, -2.2,89, 1012.7, 965.9, 0.3, 1.0, S, -3.8, -2.2, 0.00, 0.00, 39.60, 0.00, 103.20,
406, 01.02.2020 9:56:54,10, 20.5,41, -2.2,89, 1012.7, 965.9, 0.0, 0.0, S, -3.8, -2.2, 0.00, 0.00, 39.60, 0.00, 103.20,
407, 01.02.2020 10:06:54,10, 20.6,41, -2.3,89, 1012.7, 965.9, 0.0, 0.0, S, -3.9, -2.3, 0.00, 0.00, 39.60, 0.00, 103.20,
408, 01.02.2020 10:16:54,10, 20.6,42, -2.5,89, 1012.9, 966.1, 0.0, 0.0, S, -4.1, -2.5, 0.00, 0.00, 39.60, 0.00, 103.20,
409, 01.02.2020 10:26:54,10, 20.7,42, -2.6,89, 1012.9, 966.1, 0.0, 0.0, S, -4.2, -2.6, 0.00, 0.00, 39.60, 0.00, 103.20,
410, 01.02.2020 10:36:54,10, 20.8,42, -2.7,89, 1012.8, 966.0, 0.0, 0.0, S, -4.3, -2.7, 0.00, 0.00, 39.60, 0.00, 103.20,
411, 01.02.2020 10:46:54,10, 20.8,42, -2.7,89, 1013.1, 966.3, 0.0, 0.0, S, -4.3, -2.7, 0.00, 0.00, 39.60, 0.00, 103.20,
412, 01.02.2020 10:56:54,10, 20.9,42, -2.8,89, 1013.0, 966.2, 0.0, 0.0, S, -4.4, -2.8, 0.00, 0.00, 39.60, 0.00, 103.20,
413, 01.02.2020 11:06:54,10, 21.0,41, -2.9,89, 1013.0, 966.2, 0.0, 0.0, S, -4.5, -2.9, 0.00, 0.00, 39.60, 0.00, 103.20,
414, 01.02.2020 11:16:54,10, 21.0,41, -3.0,89, 1013.2, 966.4, 0.0, 0.0, S, -4.6, -3.0, 0.00, 0.00, 39.60, 0.00, 103.20,
415, 01.02.2020 11:26:54,10, 21.1,41, -2.9,89, 1013.2, 966.4, 0.0, 0.0, S, -4.5, -2.9, 0.00, 0.00, 39.60, 0.00, 103.20,
416, 01.02.2020 11:36:54,10, 21.1,41, -2.8,90, 1013.3, 966.5, 0.0, 0.0, S, -4.2, -2.8, 0.00, 0.00, 39.60, 0.00, 103.20,
417, 01.02.2020 11:46:54,10, 21.1,41, -2.6,90, 1013.2, 966.4, 0.0, 0.0, S, -4.0, -2.6, 0.00, 0.00, 39.60, 0.00, 103.20,
418, 01.02.2020 11:56:54,10, 21.1,42, -2.4,90, 1013.1, 966.3, 0.0, 0.0, S, -3.8, -2.4, 0.00, 0.00, 39.60, 0.00, 103.20,
419, 01.02.2020 12:06:54,10, 21.2,41, -2.3,90, 1013.3, 966.5, 0.0, 0.0, S, -3.7, -2.3, 0.00, 0.00, 39.60, 0.00, 103.20,
420, 01.02.2020 12:16:54,10, 21.2,41, -2.0,91, 1013.1, 966.3, 0.0, 0.0, S, -3.3, -2.0, 0.00, 0.00, 39.60, 0.00, 103.20,
421, 01.02.2020 12:26:54,10, 21.2,41, -1.7,91, 1013.3, 966.5, 0.0, 0.0, S, -3.0, -1.7, 0.00, 0.00, 39.60, 0.00, 103.20,
422, 01.02.2020 12:36:54,10, 21.2,41, -1.2,91, 1013.5, 966.7, 0.0, 0.0, S, -2.5, -1.2, 0.00, 0.00, 39.60, 0.00, 103.20,
423, 01.02.2020 12:46:54,10, 21.3,41, -0.9,92, 1013.6, 966.8, 0.0, 0.0, S, -2.0, -0.9, 0.00, 0.00, 39.60, 0.00, 103.20,
424, 01.02.2020 12:56:54,10, 21.3,41, -0.2,92, 1013.4, 966.6, 0.0, 1.4, S, -1.3, -0.2, 0.00, 0.00, 39.60, 0.00, 103.20,
425, 01.02.2020 13:06:54,10, 21.3,41, 0.5,93, 1013.5, 966.7, 0.0, 0.0, S, -0.5, 0.5, 0.00, 0.00, 39.60, 0.00, 103.20,
426, 01.02.2020 13:16:54,10, 21.4,41, 1.3,93, 1013.4, 966.6, 0.0, 0.0, S, 0.3, 1.3, 0.00, 0.00, 39.60, 0.00, 103.20,
427, 01.02.2020 13:26:54,10, 21.4,41, 1.9,92, 1013.3, 966.5, 1.7, 4.8, S, 0.7, 1.9, 0.00, 0.00, 39.60, 0.00, 103.20,
428, 01.02.2020 13:36:54,10, 21.5,41, 2.3,89, 1013.4, 966.6, 0.0, 0.0, S, 0.7, 2.3, 0.00, 0.00, 39.60, 0.00, 103.20,
429, 01.02.2020 13:46:54,10, 21.5,41, 2.3,87, 1013.6, 966.8, 0.0, 0.0, S, 0.4, 2.3, 0.00, 0.00, 39.60, 0.00, 103.20,
430, 01.02.2020 13:56:54,10, 21.5,41, 2.3,85, 1013.4, 966.6, 0.0, 0.3, S, 0.0, 2.3, 0.00, 0.00, 39.60, 0.00, 103.20,
431, 01.02.2020 14:06:54,10, 21.5,41, 2.3,85, 1013.6, 966.8, 0.3, 1.4, S, 0.0, 2.3, 0.00, 0.00, 39.60, 0.00, 103.20,
432, 01.02.2020 14:16:54,10, 21.5,41, 2.3,84, 1013.6, 966.8, 0.0, 0.0, S, -0.1, 2.3, 0.00, 0.00, 39.60, 0.00, 103.20,
433, 01.02.2020 14:26:54,10, 21.5,41, 2.4,84, 1013.6, 966.8, 0.0, 0.0, S, -0.0, 2.4, 0.00, 0.00, 39.60, 0.00, 103.20,
434, 01.02.2020 14:36:54,10, 21.5,41, 2.7,83, 1013.5, 966.7, 0.3, 1.7, S, 0.1, 2.7, 0.00, 0.00, 39.60, 0.00, 103.20,
435, 01.02.2020 14:46:54,10, 21.5,41, 2.8,81, 1013.4, 966.6, 0.0, 0.0, S, -0.1, 2.8, 0.00, 0.00, 39.60, 0.00, 103.20,
436, 01.02.2020 14:56:54,10, 21.5,41, 2.8,78, 1013.0, 966.2, 1.4, 3.1, S, -0.7, 2.8, 0.00, 0.00, 39.60, 0.00, 103.20,
437, 01.02.2020 15:06:54,10, 21.5,41, 3.0,77, 1012.9, 966.1, 0.0, 0.0, S, -0.6, 3.0, 0.00, 0.00, 39.60, 0.00, 103.20,
438, 01.02.2020 15:16:54,10, 21.5,41, 3.7,74, 1012.7, 965.9, 0.0, 0.0, S, -0.5, 3.7, 0.00, 0.00, 39.60, 0.00, 103.20,
439, 01.02.2020 15:26:54,10, 21.5,41, 4.3,73, 1012.5, 965.7, 1.7, 3.7, S, -0.1, 4.3, 0.00, 0.00, 39.60, 0.00, 103.20,
440, 01.02.2020 15:36:54,10, 21.5,41, 4.8,71, 1012.4, 965.6, 0.0, 0.0, S, -0.0, 4.8, 0.00, 0.00, 39.60, 0.00, 103.20,
441, 01.02.2020 15:46:54,10, 21.6,41, 5.1,67, 1012.3, 965.5, 2.7, 4.4, S, -0.5, 2.0, 0.00, 0.00, 39.60, 0.00, 103.20,
442, 01.02.2020 15:56:54,10, 21.7,42, 5.2,63, 1012.1, 965.3, 2.4, 4.1, S, -1.3, 2.8, 0.00, 0.00, 39.60, 0.00, 103.20,
443, 01.02.2020 16:06:54,10, 21.8,42, 5.1,62, 1012.1, 965.3, 2.4, 3.4, S, -1.6, 2.7, 0.00, 0.00, 39.60, 0.00, 103.20,
444, 01.02.2020 16:16:54,10, 21.8,42, 5.0,60, 1011.9, 965.1, 0.3, 2.0, S, -2.1, 5.0, 0.00, 0.00, 39.60, 0.00, 103.20,
445, 01.02.2020 16:26:54,10, 21.9,42, 5.0,60, 1011.8, 965.0, 0.0, 0.7, S, -2.1, 5.0, 0.00, 0.00, 39.60, 0.00, 103.20,
446, 01.02.2020 16:36:54,10, 22.0,42, 5.3,59, 1011.5, 964.7, 0.0, 2.4, S, -2.1, 5.3, 0.00, 0.00, 39.60, 0.00, 103.20,
447, 01.02.2020 16:46:54,10, 22.1,42, 5.7,59, 1011.5, 964.7, 0.3, 2.0, SE, -1.7, 5.7, 0.00, 0.00, 39.60, 0.00, 103.20,
448, 01.02.2020 16:56:54,10, 22.1,42, 5.9,58, 1011.3, 964.5, 3.1, 5.8, SE, -1.7, 2.0, 0.00, 0.00, 39.60, 0.00, 103.20,
449, 01.02.2020 17:06:54,10, 22.1,42, 6.1,58, 1010.6, 963.8, 2.7, 3.7, SE, -1.5, 3.1, 0.00, 0.00, 39.60, 0.00, 103.20,
450, 01.02.2020 17:16:54,10, 22.2,41, 6.0,57, 1010.6, 963.8, 0.7, 2.4, SE, -1.9, 6.0, 0.00, 0.00, 39.60, 0.00, 103.20,
451, 01.02.2020 17:26:54,10, 22.2,41, 6.2,56, 1010.4, 963.6, 0.3, 1.4, S, -1.9, 6.2, 0.00, 0.00, 39.60, 0.00, 103.20,
452, 01.02.2020 17:36:54,10, 22.2,41, 6.0,55, 1010.3, 963.5, 0.3, 1.7, S, -2.4, 6.0, 0.00, 0.00, 39.60, 0.00, 103.20,
453, 01.02.2020 17:46:54,10, 22.2,42, 5.9,54, 1010.2, 963.4, 2.0, 3.4, S, -2.7, 4.6, 0.00, 0.00, 39.60, 0.00, 103.20,
454, 01.02.2020 17:56:54,10, 22.2,42, 5.9,54, 1010.0, 963.2, 2.0, 4.1, SE, -2.7, 4.6, 0.00, 0.00, 39.60, 0.00, 103.20,
455, 01.02.2020 18:06:54,10, 22.2,41, 6.0,53, 1009.9, 963.1, 2.4, 4.1, S, -2.9, 3.6, 0.00, 0.00, 39.60, 0.00, 103.20,
456, 01.02.2020 18:16:54,10, 22.1,41, 6.2,54, 1009.3, 962.5, 2.7, 5.1, S, -2.4, 3.2, 0.00, 0.00, 39.60, 0.00, 103.20,
457, 01.02.2020 18:26:54,10, 22.1,41, 6.2,55, 1009.2, 962.4, 0.7, 2.4, S, -2.2, 6.2, 0.00, 0.00, 39.60, 0.00, 103.20,
458, 01.02.2020 18:36:54,10, 22.2,41, 6.2,55, 1009.1, 962.3, 2.0, 3.4, S, -2.2, 4.9, 0.00, 0.00, 39.60, 0.00, 103.20,
459, 01.02.2020 18:46:54,10, 22.2,41, 6.1,54, 1008.9, 962.1, 1.4, 2.7, SE, -2.5, 6.1, 0.00, 0.00, 39.60, 0.00, 103.20,
460, 01.02.2020 18:56:54,10, 22.1,41, 5.9,54, 1008.8, 962.0, 0.0, 0.0, S, -2.7, 5.9, 0.00, 0.00, 39.60, 0.00, 103.20,
461, 01.02.2020 19:06:54,10, 22.1,41, 5.9,54, 1008.7, 961.9, 0.0, 0.7, S, -2.7, 5.9, 0.00, 0.00, 39.60, 0.00, 103.20,
462, 01.02.2020 19:16:54,10, 22.1,41, 5.7,54, 1008.6, 961.8, 1.0, 2.7, S, -2.9, 5.7, 0.00, 0.00, 39.60, 0.00, 103.20,
463, 01.02.2020 19:26:54,10, 22.1,41, 5.4,54, 1008.7, 961.9, 2.0, 3.7, SE, -3.2, 4.0, 0.00, 0.00, 39.60, 0.00, 103.20,
464, 01.02.2020 19:36:54,10, 22.0,41, 5.3,55, 1008.4, 961.6, 0.0, 1.7, S, -3.0, 5.3, 0.00, 0.00, 39.60, 0.00, 103.20,
465, 01.02.2020 19:46:54,10, 22.0,41, 5.2,56, 1008.2, 961.4, 1.7, 3.7, S, -2.9, 5.2, 0.00, 0.00, 39.60, 0.00, 103.20,
466, 01.02.2020 19:56:54,10, 22.0,41, 5.1,57, 1008.1, 961.3, 1.0, 3.7, SE, -2.7, 5.1, 0.00, 0.00, 39.60, 0.00, 103.20,
467, 01.02.2020 20:06:54,10, 21.9,41, 5.0,57, 1008.1, 961.3, 1.0, 2.0, S, -2.8, 5.0, 0.00, 0.00, 39.60, 0.00, 103.20,
468, 01.02.2020 20:16:54,10, 21.9,41, 4.8,58, 1008.1, 961.3, 1.7, 3.7, S, -2.8, 4.8, 0.00, 0.00, 39.60, 0.00, 103.20,
469, 01.02.2020 20:26:54,10, 21.9,41, 4.7,58, 1007.7, 960.9, 2.0, 4.4, S, -2.9, 3.3, 0.00, 0.00, 39.60, 0.00, 103.20,
470, 01.02.2020 20:36:54,10, 21.8,41, 4.5,58, 1007.4, 960.6, 0.0, 2.4, S, -3.0, 4.5, 0.00, 0.00, 39.60, 0.00, 103.20,
471, 01.02.2020 20:46:54,10, 21.8,41, 4.4,58, 1007.3, 960.5, 0.3, 2.7, SE, -3.1, 4.4, 0.00, 0.00, 39.60, 0.00, 103.20,
472, 01.02.2020 20:56:54,10, 21.8,41, 4.2,58, 1007.2, 960.4, 3.4, 5.8, S, -3.3, -0.5, 0.00, 0.00, 39.60, 0.00, 103.20,
473, 01.02.2020 21:06:54,10, 21.8,41, 4.1,59, 1006.8, 960.0, 2.0, 3.7, S, -3.2, 2.7, 0.00, 0.00, 39.60, 0.00, 103.20,
474, 01.02.2020 21:16:54,10, 21.7,41, 3.9,59, 1006.8, 960.0, 0.0, 1.4, SE, -3.4, 3.9, 0.00, 0.00, 39.60, 0.00, 103.20,
475, 01.02.2020 21:26:54,10, 21.7,41, 3.8,59, 1006.7, 959.9, 1.0, 2.4, E, -3.5, 3.8, 0.00, 0.00, 39.60, 0.00, 103.20,
476, 01.02.2020 21:36:54,10, 21.6,41, 3.8,60, 1006.5, 959.7, 0.0, 0.0, S, -3.2, 3.8, 0.00, 0.00, 39.60, 0.00, 103.20,
477, 01.02.2020 21:46:54,10, 21.6,41, 3.7,60, 1006.3, 959.5, 0.7, 4.1, S, -3.3, 3.7, 0.00, 0.00, 39.60, 0.00, 103.20,
478, 01.02.2020 21:56:54,10, 21.6,41, 3.6,60, 1006.3, 959.5, 1.0, 2.4, S, -3.4, 3.6, 0.00, 0.00, 39.60, 0.00, 103.20,
479, 01.02.2020 22:06:54,10, 21.6,41, 3.5,60, 1006.0, 959.2, 0.3, 2.4, SE, -3.5, 3.5, 0.00, 0.00, 39.60, 0.00, 103.20,
480, 01.02.2020 22:16:54,10, 21.6,42, 3.5,61, 1005.5, 958.7, 0.0, 2.4, S, -3.3, 3.5, 0.00, 0.00, 39.60, 0.00, 103.20,
481, 01.02.2020 22:26:54,10, 21.6,42, 3.5,61, 1005.1, 958.3, 0.7, 3.1, S, -3.3, 3.5, 0.00, 0.00, 39.60, 0.00, 103.20,
482, 01.02.2020 22:36:54,10, 21.7,42, 3.6,61, 1004.8, 958.0, 0.3, 2.0, S, -3.2, 3.6, 0.00, 0.00, 39.60, 0.00, 103.20,
483, 01.02.2020 22:46:54,10, 21.8,42, 3.6,61, 1004.8, 958.0, 1.0, 2.0, S, -3.2, 3.6, 0.00, 0.00, 39.60, 0.00, 103.20,
484, 01.02.2020 22:57:54,11, 21.9,41, 3.8,61, 1004.7, 957.9, 1.7, 3.1, S, -3.0, 3.8, 0.00, 0.00, 39.60, 0.00, 103.20,
485, 01.02.2020 23:07:54,10, 21.9,41, 4.0,61, 1004.5, 957.7, 3.1, 5.4, S, -2.8, -0.2, 0.00, 0.00, 39.60, 0.00, 103.20,
486, 01.02.2020 23:17:54,10, 22.0,41, 4.3,61, 1004.4, 957.6, 1.7, 3.1, S, -2.6, 4.3, 0.00, 0.00, 39.60, 0.00, 103.20,
487, 01.02.2020 23:27:54,10, 22.0,41, 4.4,61, 1004.0, 957.2, 4.1, 6.8, SE, -2.5, -1.6, 0.00, 0.00, 39.60, 0.00, 103.20,
488, 01.02.2020 23:37:54,10, 22.1,41, 4.5,61, 1003.9, 957.1, 4.8, 8.5, E, -2.4, -2.5, 0.00, 0.00, 39.60, 0.00, 103.20,
489, 01.02.2020 23:47:54,10, 22.0,41, 4.6,60, 1003.7, 956.9, 2.4, 3.7, S, -2.5, 2.1, 0.00, 0.00, 39.60, 0.00, 103.20,
490, 01.02.2020 23:57:54,10, 22.0,41, 4.6,60, 1003.2, 956.4, 3.1, 4.1, S, -2.5, 0.5, 0.00, 0.00, 39.60, 0.00, 103.20,
491, 02.02.2020 0:07:54,10, 22.0,41, 4.6,61, 1003.3, 956.5, 0.0, 0.0, ---, -2.3, 4.6, 0.00, 0.00, 0.00, 0.00, 103.20,
492, 02.02.2020 0:17:54,10, 21.9,41, 4.9,60, 1003.6, 956.8, 0.0, 0.0, S, -2.2, 4.9, 0.00, 0.00, 0.00, 0.00, 103.20,
493, 02.02.2020 0:27:54,10, 21.9,41, 5.0,61, 1003.8, 957.0, 1.4, 3.1, S, -1.9, 5.0, 0.00, 0.00, 0.00, 0.00, 103.20,
494, 02.02.2020 0:37:54,10, 21.9,42, 5.1,60, 1003.7, 956.9, 2.4, 4.8, S, -2.0, 2.7, 0.00, 0.00, 0.00, 0.00, 103.20,
