NO.,?as,Interval,Vnit?ní teplota(°C),Vnit?ní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(hpa),Absolutní tlak vzduchu(hpa),Rychlost v?tru(m/s),Nárazy v?tru(m/s),Sm?r v?tru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),M?sí?ní úhrn srážek(mm),Celkový úhrn srážek(mm),
49, 01.04.2020 0:06:29,10, 20.4,36, 16.6,11, 1026.0, 979.2, 0.3, 2.7, W, -14.0, 16.6, 0.00, 0.00, 0.00, 0.00, 7.80,špatná data celý m?síc
50, 01.04.2020 0:16:29,10, 20.2,32, 11.3,20, 1024.0, 977.2, 0.0, 0.0, W, -10.9, 11.3, 0.00, 0.00, 0.00, 0.00, 7.80,
51, 01.04.2020 0:26:29,10, 20.2,32, 12.4,15, 1023.9, 977.1, 0.0, 0.0, W, -13.5, 12.4, 0.00, 0.00, 0.00, 0.00, 7.80,
52, 01.04.2020 0:36:29,10, 20.2,32, 11.3,20, 1024.0, 977.2, 0.0, 0.0, W, -10.9, 11.3, 0.00, 0.00, 0.00, 0.00, 7.80,
53, 01.04.2020 0:46:29,10, 20.2,33, 10.6,19, 1024.2, 977.4, 0.0, 0.3, W, -12.1, 10.6, 0.00, 0.00, 0.00, 0.00, 7.80,
54, 01.04.2020 0:56:29,10, 20.2,33, 9.8,23, 1024.3, 977.5, 0.0, 0.0, W, -10.4, 9.8, 0.00, 0.00, 0.00, 0.00, 7.80,
55, 01.04.2020 1:06:29,10, 20.2,33, 9.1,25, 1024.5, 977.7, 0.7, 2.0, W, -9.9, 9.1, 0.00, 0.00, 0.00, 0.00, 7.80,
56, 01.04.2020 1:16:29,10, 20.2,34, 8.4,27, 1024.6, 977.8, 0.0, 1.0, W, -9.5, 8.4, 0.00, 0.00, 0.00, 0.00, 7.80,
57, 01.04.2020 1:26:29,10, 20.2,34, 7.9,29, 1024.7, 977.9, 1.0, 2.4, W, -9.0, 7.9, 0.00, 0.00, 0.00, 0.00, 7.80,
58, 01.04.2020 1:36:29,10, 20.2,34, 7.3,29, 1024.8, 978.0, 0.0, 0.0, W, -9.6, 7.3, 0.00, 0.00, 0.00, 0.00, 7.80,
59, 01.04.2020 1:46:29,10, 20.1,34, 6.8,32, 1024.8, 978.0, 0.0, 0.0, W, -8.7, 6.8, 0.00, 0.00, 0.00, 0.00, 7.80,
60, 01.04.2020 1:56:29,10, 20.1,34, 6.3,32, 1024.9, 978.1, 0.0, 0.0, W, -9.2, 6.3, 0.00, 0.00, 0.00, 0.00, 7.80,
61, 01.04.2020 2:06:29,10, 20.1,34, 6.1,34, 1025.0, 978.2, 0.3, 1.7, W, -8.6, 6.1, 0.00, 0.00, 0.00, 0.00, 7.80,
62, 01.04.2020 2:16:29,10, 20.1,35, 5.8,35, 1025.1, 978.3, 0.0, 0.0, W, -8.5, 5.8, 0.00, 0.00, 0.00, 0.00, 7.80,
63, 01.04.2020 2:26:29,10, 20.1,35, 5.6,35, 1025.3, 978.5, 0.0, 0.0, W, -8.7, 5.6, 0.00, 0.00, 0.00, 0.00, 7.80,
64, 01.04.2020 2:36:29,10, 20.1,35, 5.3,36, 1025.3, 978.5, 0.0, 0.0, W, -8.6, 5.3, 0.00, 0.00, 0.00, 0.00, 7.80,
65, 01.04.2020 2:46:29,10, 20.1,35, 5.0,37, 1025.3, 978.5, 0.0, 0.0, W, -8.5, 5.0, 0.00, 0.00, 0.00, 0.00, 7.80,
66, 01.04.2020 2:56:29,10, 20.1,35, 4.7,38, 1025.3, 978.5, 0.0, 0.0, W, -8.4, 4.7, 0.00, 0.00, 0.00, 0.00, 7.80,
67, 01.04.2020 3:06:29,10, 20.1,35, 4.4,38, 1025.2, 978.4, 0.0, 0.0, W, -8.7, 4.4, 0.00, 0.00, 0.00, 0.00, 7.80,
68, 01.04.2020 3:16:29,10, 20.1,35, 4.1,39, 1025.2, 978.4, 0.0, 0.0, W, -8.6, 4.1, 0.00, 0.00, 0.00, 0.00, 7.80,
69, 01.04.2020 3:26:29,10, 20.1,36, 3.8,40, 1025.1, 978.3, 0.0, 0.0, W, -8.6, 3.8, 0.00, 0.00, 0.00, 0.00, 7.80,
70, 01.04.2020 3:36:29,10, 20.0,36, 3.5,41, 1025.2, 978.4, 0.0, 0.0, W, -8.5, 3.5, 0.00, 0.00, 0.00, 0.00, 7.80,
71, 01.04.2020 3:46:29,10, 20.0,36, 3.2,42, 1025.2, 978.4, 0.0, 0.0, W, -8.5, 3.2, 0.00, 0.00, 0.00, 0.00, 7.80,
72, 01.04.2020 3:56:29,10, 20.0,36, 3.1,43, 1025.3, 978.5, 0.0, 1.7, W, -8.3, 3.1, 0.00, 0.00, 0.00, 0.00, 7.80,
73, 01.04.2020 4:06:29,10, 20.0,36, 3.0,43, 1025.2, 978.4, 0.0, 0.0, W, -8.4, 3.0, 0.00, 0.00, 0.00, 0.00, 7.80,
74, 01.04.2020 4:16:29,10, 20.0,36, 2.7,44, 1025.3, 978.5, 0.0, 0.3, W, -8.3, 2.7, 0.00, 0.00, 0.00, 0.00, 7.80,
75, 01.04.2020 4:26:29,10, 20.0,36, 2.6,45, 1025.2, 978.4, 0.7, 1.7, W, -8.1, 2.6, 0.00, 0.00, 0.00, 0.00, 7.80,
76, 01.04.2020 4:36:29,10, 20.0,36, 2.5,45, 1025.2, 978.4, 0.0, 0.0, W, -8.2, 2.5, 0.00, 0.00, 0.00, 0.00, 7.80,
77, 01.04.2020 4:46:29,10, 19.9,36, 2.3,45, 1025.2, 978.4, 0.0, 0.3, W, -8.4, 2.3, 0.00, 0.00, 0.00, 0.00, 7.80,
78, 01.04.2020 4:56:29,10, 19.9,36, 2.1,46, 1025.2, 978.4, 0.0, 0.0, W, -8.3, 2.1, 0.00, 0.00, 0.00, 0.00, 7.80,
79, 01.04.2020 5:06:29,10, 19.9,36, 1.9,46, 1025.2, 978.4, 0.0, 0.0, W, -8.5, 1.9, 0.00, 0.00, 0.00, 0.00, 7.80,
80, 01.04.2020 5:16:29,10, 19.9,36, 1.8,47, 1025.3, 978.5, 0.0, 0.7, W, -8.3, 1.8, 0.00, 0.00, 0.00, 0.00, 7.80,
81, 01.04.2020 5:26:29,10, 19.9,36, 1.6,48, 1025.3, 978.5, 0.0, 1.4, W, -8.2, 1.6, 0.00, 0.00, 0.00, 0.00, 7.80,
82, 01.04.2020 5:36:29,10, 19.9,36, 1.5,48, 1025.2, 978.4, 0.0, 0.0, W, -8.3, 1.5, 0.00, 0.00, 0.00, 0.00, 7.80,
83, 01.04.2020 5:46:29,10, 19.9,36, 1.4,49, 1025.2, 978.4, 0.0, 0.0, W, -8.2, 1.4, 0.00, 0.00, 0.00, 0.00, 7.80,
84, 01.04.2020 5:56:29,10, 19.8,36, 1.3,49, 1025.3, 978.5, 0.3, 1.7, W, -8.2, 1.3, 0.00, 0.00, 0.00, 0.00, 7.80,
85, 01.04.2020 6:06:29,10, 19.8,36, 1.2,49, 1025.3, 978.5, 0.0, 0.0, W, -8.3, 1.2, 0.00, 0.00, 0.00, 0.00, 7.80,
86, 01.04.2020 6:16:29,10, 19.8,36, 1.0,50, 1025.2, 978.4, 0.0, 0.7, W, -8.3, 1.0, 0.00, 0.00, 0.00, 0.00, 7.80,
87, 01.04.2020 6:26:29,10, 19.8,36, 0.8,50, 1025.1, 978.3, 0.3, 1.7, W, -8.4, 0.8, 0.00, 0.00, 0.00, 0.00, 7.80,
88, 01.04.2020 6:36:29,10, 19.8,36, 0.6,51, 1025.2, 978.4, 0.0, 0.0, W, -8.4, 0.6, 0.00, 0.00, 0.00, 0.00, 7.80,
89, 01.04.2020 6:46:29,10, 19.8,36, 0.6,51, 1025.2, 978.4, 0.0, 0.0, W, -8.4, 0.6, 0.00, 0.00, 0.00, 0.00, 7.80,
90, 01.04.2020 6:56:29,10, 19.8,36, 0.4,52, 1025.1, 978.3, 0.0, 0.0, W, -8.3, 0.4, 0.00, 0.00, 0.00, 0.00, 7.80,
91, 01.04.2020 7:06:29,10, 19.8,36, 0.2,52, 1025.1, 978.3, 0.0, 0.0, W, -8.5, 0.2, 0.00, 0.00, 0.00, 0.00, 7.80,
92, 01.04.2020 7:16:29,10, 19.7,36, 0.1,53, 1025.1, 978.3, 0.0, 0.0, W, -8.3, 0.1, 0.00, 0.00, 0.00, 0.00, 7.80,
93, 01.04.2020 7:26:29,10, 19.7,36, 0.0,53, 1025.0, 978.2, 0.0, 0.0, W, -8.4, 0.0, 0.00, 0.00, 0.00, 0.00, 7.80,
94, 01.04.2020 7:36:29,10, 19.7,36, 0.1,54, 1024.8, 978.0, 0.0, 1.0, W, -8.1, 0.1, 0.00, 0.00, 0.00, 0.00, 7.80,
95, 01.04.2020 7:46:29,10, 19.7,36, 0.0,53, 1024.8, 978.0, 0.0, 0.0, W, -8.4, 0.0, 0.00, 0.00, 0.00, 0.00, 7.80,
96, 01.04.2020 7:56:29,10, 19.7,36, -0.1,54, 1024.8, 978.0, 0.0, 0.0, W, -8.3, -0.1, 0.00, 0.00, 0.00, 0.00, 7.80,
97, 01.04.2020 8:06:29,10, 19.7,35, -0.3,54, 1024.8, 978.0, 0.0, 0.0, W, -8.5, -0.3, 0.00, 0.00, 0.00, 0.00, 7.80,
98, 01.04.2020 8:16:29,10, 19.6,35, -0.3,54, 1024.8, 978.0, 0.0, 0.0, W, -8.5, -0.3, 0.00, 0.00, 0.00, 0.00, 7.80,
99, 01.04.2020 8:26:29,10, 19.6,35, -0.3,55, 1024.7, 977.9, 0.0, 0.0, W, -8.2, -0.3, 0.00, 0.00, 0.00, 0.00, 7.80,
100, 01.04.2020 8:36:29,10, 19.6,35, -0.5,55, 1024.7, 977.9, 0.0, 0.0, W, -8.4, -0.5, 0.00, 0.00, 0.00, 0.00, 7.80,
101, 01.04.2020 8:46:29,10, 19.6,35, -0.6,55, 1024.8, 978.0, 0.3, 1.0, W, -8.5, -0.6, 0.00, 0.00, 0.00, 0.00, 7.80,
102, 01.04.2020 8:56:29,10, 19.6,35, -0.8,55, 1024.6, 977.8, 0.0, 0.0, W, -8.7, -0.8, 0.00, 0.00, 0.00, 0.00, 7.80,
103, 01.04.2020 9:06:29,10, 19.6,35, -0.9,56, 1024.6, 977.8, 0.0, 0.0, W, -8.6, -0.9, 0.00, 0.00, 0.00, 0.00, 7.80,
104, 01.04.2020 9:16:29,10, 19.5,35, -1.1,56, 1024.7, 977.9, 0.0, 0.0, W, -8.8, -1.1, 0.00, 0.00, 0.00, 0.00, 7.80,
105, 01.04.2020 9:26:29,10, 19.5,35, -1.2,56, 1024.4, 977.6, 0.0, 0.0, W, -8.9, -1.2, 0.00, 0.00, 0.00, 0.00, 7.80,
106, 01.04.2020 9:36:29,10, 19.5,35, -1.3,57, 1024.5, 977.7, 0.0, 1.4, W, -8.7, -1.3, 0.00, 0.00, 0.00, 0.00, 7.80,
107, 01.04.2020 9:46:29,10, 19.5,35, -1.5,57, 1024.4, 977.6, 0.0, 0.0, W, -8.9, -1.5, 0.00, 0.00, 0.00, 0.00, 7.80,
108, 01.04.2020 9:56:29,10, 19.5,35, -1.6,58, 1024.4, 977.6, 0.0, 0.0, W, -8.8, -1.6, 0.00, 0.00, 0.00, 0.00, 7.80,
109, 01.04.2020 10:06:29,10, 19.5,35, -1.8,58, 1024.4, 977.6, 0.0, 0.0, W, -9.0, -1.8, 0.00, 0.00, 0.00, 0.00, 7.80,
110, 01.04.2020 10:16:29,10, 19.5,35, -1.8,58, 1024.4, 977.6, 0.0, 0.0, W, -9.0, -1.8, 0.00, 0.00, 0.00, 0.00, 7.80,
111, 01.04.2020 10:26:29,10, 19.4,35, -1.9,59, 1024.2, 977.4, 0.0, 0.0, W, -8.9, -1.9, 0.00, 0.00, 0.00, 0.00, 7.80,
112, 01.04.2020 10:36:29,10, 19.4,35, -2.1,59, 1024.2, 977.4, 0.0, 0.0, W, -9.0, -2.1, 0.00, 0.00, 0.00, 0.00, 7.80,
113, 01.04.2020 10:46:29,10, 19.4,35, -2.1,59, 1024.1, 977.3, 0.0, 0.0, W, -9.0, -2.1, 0.00, 0.00, 0.00, 0.00, 7.80,
114, 01.04.2020 10:56:29,10, 19.4,35, -2.1,60, 1024.1, 977.3, 0.0, 1.7, W, -8.8, -2.1, 0.00, 0.00, 0.00, 0.00, 7.80,
115, 01.04.2020 11:06:29,10, 19.4,35, -2.2,60, 1024.0, 977.2, 0.0, 0.0, W, -8.9, -2.2, 0.00, 0.00, 0.00, 0.00, 7.80,
116, 01.04.2020 11:16:29,10, 19.4,35, -2.2,60, 1024.0, 977.2, 0.0, 0.0, W, -8.9, -2.2, 0.00, 0.00, 0.00, 0.00, 7.80,
117, 01.04.2020 11:26:29,10, 19.4,35, -2.1,61, 1024.1, 977.3, 0.0, 0.0, W, -8.6, -2.1, 0.00, 0.00, 0.00, 0.00, 7.80,
118, 01.04.2020 11:36:29,10, 19.4,35, -1.8,61, 1024.1, 977.3, 0.0, 0.0, W, -8.3, -1.8, 0.00, 0.00, 0.00, 0.00, 7.80,
119, 01.04.2020 11:46:29,10, 19.4,36, -1.6,61, 1024.0, 977.2, 0.0, 0.0, W, -8.1, -1.6, 0.00, 0.00, 0.00, 0.00, 7.80,
120, 01.04.2020 11:56:29,10, 19.8,35, -1.1,61, 1024.1, 977.3, 0.0, 0.0, W, -7.7, -1.1, 0.00, 0.00, 0.00, 0.00, 7.80,
121, 01.04.2020 12:06:29,10, 20.2,35, -0.7,61, 1024.0, 977.2, 0.0, 0.0, W, -7.3, -0.7, 0.00, 0.00, 0.00, 0.00, 7.80,
122, 01.04.2020 12:16:29,10, 20.7,35, 0.0,60, 1024.1, 977.3, 0.0, 0.0, W, -6.8, 0.0, 0.00, 0.00, 0.00, 0.00, 7.80,
123, 01.04.2020 12:26:29,10, 20.8,34, 0.5,60, 1024.1, 977.3, 0.0, 0.0, W, -6.4, 0.5, 0.00, 0.00, 0.00, 0.00, 7.80,
124, 01.04.2020 12:36:29,10, 20.7,34, 1.1,59, 1024.0, 977.2, 0.0, 0.0, W, -6.0, 1.1, 0.00, 0.00, 0.00, 0.00, 7.80,
125, 01.04.2020 12:46:29,10, 20.6,34, 1.7,58, 1023.9, 977.1, 0.0, 0.0, W, -5.7, 1.7, 0.00, 0.00, 0.00, 0.00, 7.80,
126, 01.04.2020 12:56:29,10, 20.4,34, 2.4,57, 1023.8, 977.0, 0.0, 0.0, W, -5.2, 2.4, 0.00, 0.00, 0.00, 0.00, 7.80,
127, 01.04.2020 13:06:29,10, 20.3,34, 3.2,56, 1024.0, 977.2, 0.0, 0.0, W, -4.7, 3.2, 0.00, 0.00, 0.00, 0.00, 7.80,
128, 01.04.2020 13:16:29,10, 20.2,34, 4.1,55, 1023.8, 977.0, 0.0, 0.0, W, -4.1, 4.1, 0.00, 0.00, 0.00, 0.00, 7.80,
129, 01.04.2020 13:26:29,10, 20.2,34, 5.0,53, 1023.9, 977.1, 0.0, 0.0, W, -3.8, 5.0, 0.00, 0.00, 0.00, 0.00, 7.80,
130, 01.04.2020 13:36:29,10, 20.1,34, 5.7,52, 1023.7, 976.9, 0.0, 0.0, W, -3.4, 5.7, 0.00, 0.00, 0.00, 0.00, 7.80,
131, 01.04.2020 13:46:29,10, 20.1,34, 6.4,49, 1023.8, 977.0, 0.0, 0.0, W, -3.5, 6.4, 0.00, 0.00, 0.00, 0.00, 7.80,
132, 01.04.2020 13:56:29,10, 20.0,34, 7.4,48, 1023.7, 976.9, 0.0, 0.0, W, -2.9, 7.4, 0.00, 0.00, 0.00, 0.00, 7.80,
133, 01.04.2020 14:06:29,10, 20.0,34, 8.4,44, 1023.7, 976.9, 0.0, 0.0, W, -3.1, 8.4, 0.00, 0.00, 0.00, 0.00, 7.80,
134, 01.04.2020 14:16:29,10, 20.0,34, 9.2,42, 1023.6, 976.8, 0.0, 0.0, W, -3.0, 9.2, 0.00, 0.00, 0.00, 0.00, 7.80,
135, 01.04.2020 14:26:29,10, 20.0,35, 10.1,40, 1023.6, 976.8, 0.0, 0.0, W, -2.9, 10.1, 0.00, 0.00, 0.00, 0.00, 7.80,
136, 01.04.2020 14:36:29,10, 19.9,34, 10.9,36, 1023.7, 976.9, 0.0, 0.0, W, -3.6, 10.9, 0.00, 0.00, 0.00, 0.00, 7.80,
137, 01.04.2020 14:46:29,10, 19.9,35, 11.6,36, 1023.6, 976.8, 0.0, 0.0, W, -3.0, 11.6, 0.00, 0.00, 0.00, 0.00, 7.80,
138, 01.04.2020 14:56:29,10, 19.9,35, 12.6,35, 1023.5, 976.7, 0.0, 0.0, W, -2.4, 12.6, 0.00, 0.00, 0.00, 0.00, 7.80,
139, 01.04.2020 15:06:29,10, 19.9,35, 13.5,32, 1023.3, 976.5, 0.0, 0.0, W, -2.9, 13.5, 0.00, 0.00, 0.00, 0.00, 7.80,
140, 01.04.2020 15:16:29,10, 19.9,34, 14.5,21, 1023.2, 976.4, 0.0, 0.0, W, -7.6, 14.5, 0.00, 0.00, 0.00, 0.00, 7.80,
141, 01.04.2020 15:26:29,10, 19.8,34, 15.5,18, 1023.1, 976.3, 0.7, 2.4, W, -8.7, 15.5, 0.00, 0.00, 0.00, 0.00, 7.80,
142, 01.04.2020 15:36:29,10, 19.8,34, 16.3,17, 1023.0, 976.2, 2.0, 3.1, W, -8.8, 15.5, 0.00, 0.00, 0.00, 0.00, 7.80,
143, 01.04.2020 15:46:29,10, 19.8,34, 16.7,14, 1022.9, 976.1, 0.0, 0.0, W, -10.9, 16.7, 0.00, 0.00, 0.00, 0.00, 7.80,
144, 01.04.2020 15:56:29,10, 19.8,34, 17.1,11, 1022.8, 976.0, 0.0, 0.0, W, -13.6, 17.1, 0.00, 0.00, 0.00, 0.00, 7.80,
145, 01.04.2020 16:06:29,10, 19.9,33, 15.3,14, 1017.8, 971.0, 0.0, 0.0, W, -12.0, 15.3, 0.00, 0.00, 0.00, 0.00, 7.80,
146, 01.04.2020 16:16:29,10, 19.9,33, 16.4,11, 1017.8, 971.0, 0.0, 0.0, W, -14.2, 16.4, 0.00, 0.00, 0.00, 0.00, 7.80,
147, 01.04.2020 16:26:29,10, 19.9,33, 15.3,14, 1017.8, 971.0, 0.0, 0.0, W, -12.0, 15.3, 0.00, 0.00, 0.00, 0.00, 7.80,
148, 01.04.2020 16:36:29,10, 19.8,33, 14.2,16, 1017.8, 971.0, 0.0, 0.0, W, -11.3, 14.2, 0.00, 0.00, 0.00, 0.00, 7.80,
149, 01.04.2020 16:46:29,10, 19.8,33, 13.2,19, 1017.8, 971.0, 0.0, 0.0, W, -9.9, 13.2, 0.00, 0.00, 0.00, 0.00, 7.80,
150, 01.04.2020 16:56:29,10, 19.8,33, 12.5,21, 1017.8, 971.0, 0.0, 0.0, W, -9.2, 12.5, 0.00, 0.00, 0.00, 0.00, 7.80,
151, 01.04.2020 17:06:29,10, 19.8,34, 11.6,24, 1018.1, 971.3, 0.0, 0.0, W, -8.3, 11.6, 0.00, 0.00, 0.00, 0.00, 7.80,
152, 01.04.2020 17:16:29,10, 19.8,34, 11.0,26, 1018.2, 971.4, 0.0, 0.0, W, -7.8, 11.0, 0.00, 0.00, 0.00, 0.00, 7.80,
153, 01.04.2020 17:26:29,10, 19.8,34, 10.5,28, 1018.3, 971.5, 0.0, 0.0, W, -7.2, 10.5, 0.00, 0.00, 0.00, 0.00, 7.80,
154, 01.04.2020 17:36:29,10, 19.8,34, 9.9,29, 1018.3, 971.5, 0.0, 0.0, W, -7.3, 9.9, 0.00, 0.00, 0.00, 0.00, 7.80,
155, 01.04.2020 17:46:29,10, 19.8,34, 9.4,32, 1018.3, 971.5, 0.0, 0.0, W, -6.5, 9.4, 0.00, 0.00, 0.00, 0.00, 7.80,
156, 01.04.2020 17:56:29,10, 19.8,34, 8.9,33, 1018.4, 971.6, 0.0, 0.0, W, -6.5, 8.9, 0.00, 0.00, 0.00, 0.00, 7.80,
157, 01.04.2020 18:06:29,10, 19.7,35, 8.4,34, 1018.4, 971.6, 0.0, 0.0, W, -6.6, 8.4, 0.00, 0.00, 0.00, 0.00, 7.80,
158, 01.04.2020 18:16:29,10, 19.7,35, 8.1,35, 1018.4, 971.6, 0.0, 0.0, W, -6.4, 8.1, 0.00, 0.00, 0.00, 0.00, 7.80,
159, 01.04.2020 18:26:29,10, 19.7,35, 7.9,36, 1018.3, 971.5, 0.0, 0.0, W, -6.2, 7.9, 0.00, 0.00, 0.00, 0.00, 7.80,
160, 01.04.2020 18:36:29,10, 19.7,35, 7.6,37, 1018.4, 971.6, 0.0, 0.0, W, -6.2, 7.6, 0.00, 0.00, 0.00, 0.00, 7.80,
161, 01.04.2020 18:46:29,10, 19.7,35, 7.2,37, 1018.3, 971.5, 0.0, 0.0, W, -6.5, 7.2, 0.00, 0.00, 0.00, 0.00, 7.80,
162, 01.04.2020 18:56:29,10, 19.7,35, 6.8,38, 1018.4, 971.6, 0.0, 0.0, W, -6.5, 6.8, 0.00, 0.00, 0.00, 0.00, 7.80,
163, 01.04.2020 19:06:29,10, 19.7,35, 6.5,39, 1018.2, 971.4, 0.0, 0.0, W, -6.5, 6.5, 0.00, 0.00, 0.00, 0.00, 7.80,
164, 01.04.2020 19:16:29,10, 19.7,35, 6.2,40, 1018.4, 971.6, 0.0, 0.0, W, -6.4, 6.2, 0.00, 0.00, 0.00, 0.00, 7.80,
165, 01.04.2020 19:26:29,10, 19.6,35, 6.0,41, 1018.4, 971.6, 0.0, 0.0, W, -6.3, 6.0, 0.00, 0.00, 0.00, 0.00, 7.80,
166, 01.04.2020 19:36:29,10, 19.6,35, 6.0,42, 1018.3, 971.5, 0.3, 2.4, W, -5.9, 6.0, 0.00, 0.00, 0.00, 0.00, 7.80,
167, 01.04.2020 19:46:29,10, 19.6,36, 5.8,44, 1018.2, 971.4, 0.3, 2.0, W, -5.5, 5.8, 0.00, 0.00, 0.00, 0.00, 7.80,
168, 01.04.2020 19:56:29,10, 19.6,36, 5.6,43, 1018.2, 971.4, 0.0, 0.0, W, -6.0, 5.6, 0.00, 0.00, 0.00, 0.00, 7.80,
169, 01.04.2020 20:06:29,10, 19.6,36, 5.4,44, 1018.2, 971.4, 0.0, 0.0, W, -5.9, 5.4, 0.00, 0.00, 0.00, 0.00, 7.80,
170, 01.04.2020 20:16:29,10, 19.6,36, 5.2,44, 1018.3, 971.5, 0.0, 0.0, W, -6.1, 5.2, 0.00, 0.00, 0.00, 0.00, 7.80,
171, 01.04.2020 20:26:29,10, 19.6,35, 4.9,45, 1018.3, 971.5, 0.0, 0.0, W, -6.0, 4.9, 0.00, 0.00, 0.00, 0.00, 7.80,
172, 01.04.2020 20:36:29,10, 19.5,36, 4.6,45, 1018.2, 971.4, 0.0, 1.4, W, -6.3, 4.6, 0.00, 0.00, 0.00, 0.00, 7.80,
173, 01.04.2020 20:46:29,10, 19.5,36, 4.2,46, 1018.2, 971.4, 0.0, 0.0, W, -6.4, 4.2, 0.00, 0.00, 0.00, 0.00, 7.80,
174, 01.04.2020 20:56:29,10, 19.5,35, 3.8,47, 1018.1, 971.3, 0.0, 0.0, W, -6.5, 3.8, 0.00, 0.00, 0.00, 0.00, 7.80,
175, 01.04.2020 21:06:29,10, 19.5,35, 3.6,47, 1018.0, 971.2, 0.0, 0.0, W, -6.7, 3.6, 0.00, 0.00, 0.00, 0.00, 7.80,
176, 01.04.2020 21:16:29,10, 19.5,35, 3.4,48, 1018.1, 971.3, 0.0, 0.0, W, -6.6, 3.4, 0.00, 0.00, 0.00, 0.00, 7.80,
177, 01.04.2020 21:26:29,10, 19.5,35, 3.3,49, 1018.0, 971.2, 0.0, 0.7, W, -6.4, 3.3, 0.00, 0.00, 0.00, 0.00, 7.80,
178, 01.04.2020 21:36:29,10, 19.5,35, 3.1,49, 1018.0, 971.2, 0.0, 0.0, W, -6.6, 3.1, 0.00, 0.00, 0.00, 0.00, 7.80,
179, 01.04.2020 21:46:29,10, 19.4,35, 3.0,50, 1017.8, 971.0, 0.0, 1.7, W, -6.4, 3.0, 0.00, 0.00, 0.00, 0.00, 7.80,
180, 01.04.2020 21:56:29,10, 19.4,35, 2.9,50, 1017.7, 970.9, 0.0, 0.0, W, -6.5, 2.9, 0.00, 0.00, 0.00, 0.00, 7.80,
181, 01.04.2020 22:06:29,10, 19.4,35, 2.6,51, 1017.8, 971.0, 0.0, 0.0, W, -6.5, 2.6, 0.00, 0.00, 0.00, 0.00, 7.80,
182, 01.04.2020 22:16:29,10, 19.4,35, 2.5,51, 1017.6, 970.8, 0.0, 0.0, W, -6.6, 2.5, 0.00, 0.00, 0.00, 0.00, 7.80,
183, 01.04.2020 22:26:29,10, 19.4,35, 2.2,52, 1017.5, 970.7, 0.0, 0.0, W, -6.6, 2.2, 0.00, 0.00, 0.00, 0.00, 7.80,
184, 01.04.2020 22:36:29,10, 19.4,35, 2.0,52, 1017.3, 970.5, 0.0, 0.0, W, -6.8, 2.0, 0.00, 0.00, 0.00, 0.00, 7.80,
185, 01.04.2020 22:46:29,10, 19.3,35, 1.8,53, 1017.3, 970.5, 0.0, 0.0, W, -6.8, 1.8, 0.00, 0.00, 0.00, 0.00, 7.80,
186, 01.04.2020 22:56:29,10, 19.3,35, 1.7,54, 1017.1, 970.3, 0.0, 1.4, W, -6.6, 1.7, 0.00, 0.00, 0.00, 0.00, 7.80,
187, 01.04.2020 23:06:29,10, 19.3,35, 1.6,54, 1017.0, 970.2, 0.0, 1.7, W, -6.7, 1.6, 0.00, 0.00, 0.00, 0.00, 7.80,
188, 01.04.2020 23:16:29,10, 19.3,35, 1.6,54, 1017.0, 970.2, 0.0, 0.0, W, -6.7, 1.6, 0.00, 0.00, 0.00, 0.00, 7.80,
189, 01.04.2020 23:26:29,10, 19.3,35, 1.4,54, 1016.8, 970.0, 0.0, 0.0, W, -6.9, 1.4, 0.00, 0.00, 0.00, 0.00, 7.80,
190, 01.04.2020 23:36:29,10, 19.3,36, 1.3,54, 1016.8, 970.0, 0.0, 0.0, W, -7.0, 1.3, 0.00, 0.00, 0.00, 0.00, 7.80,
191, 01.04.2020 23:46:29,10, 19.3,36, 1.2,55, 1016.8, 970.0, 0.0, 0.0, W, -6.8, 1.2, 0.00, 0.00, 0.00, 0.00, 7.80,
192, 01.04.2020 23:56:29,10, 19.2,35, 1.1,55, 1016.6, 969.8, 0.0, 0.0, W, -6.9, 1.1, 0.00, 0.00, 0.00, 0.00, 7.80,
193, 02.04.2020 0:06:29,10, 19.2,36, 1.0,55, 1016.6, 969.8, 0.0, 0.0, W, -7.0, 1.0, 0.00, 0.00, 0.00, 0.00, 7.80,
194, 02.04.2020 0:16:29,10, 19.2,36, 0.9,56, 1016.5, 969.7, 0.0, 0.0, W, -6.9, 0.9, 0.00, 0.00, 0.00, 0.00, 7.80,
195, 02.04.2020 0:26:29,10, 19.2,36, 0.8,56, 1016.5, 969.7, 0.0, 1.0, W, -7.0, 0.8, 0.00, 0.00, 0.00, 0.00, 7.80,
196, 02.04.2020 0:36:29,10, 19.2,36, 0.7,57, 1016.4, 969.6, 0.0, 0.0, W, -6.8, 0.7, 0.00, 0.00, 0.00, 0.00, 7.80,
197, 02.04.2020 0:46:29,10, 19.2,35, 0.5,57, 1016.3, 969.5, 0.0, 0.0, W, -7.0, 0.5, 0.00, 0.00, 0.00, 0.00, 7.80,
198, 02.04.2020 0:56:29,10, 19.2,36, 0.3,57, 1016.2, 969.4, 0.0, 0.0, W, -7.2, 0.3, 0.00, 0.00, 0.00, 0.00, 7.80,
199, 02.04.2020 1:06:29,10, 19.1,36, 0.2,58, 1016.0, 969.2, 0.0, 0.0, W, -7.1, 0.2, 0.00, 0.00, 0.00, 0.00, 7.80,
