NO.,Čas,Interval,Vnitřní teplota(°C),Vnitřní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(mmHg),Absolutní tlak vzduchu(mmHg),Rychlost větru(m/s),Nárazy větru(m/s),Směr větru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),Měsíční úhrn srážek(mm),Celkový úhrn srážek(mm)
2088,01.03.2021 0:08:29,14,21.0,45,-0.1,75,774.0,731.5,0.0,0.0,W,-4.0,-0.1,0.00,0.00,0.00,0.00,4.20
2089,01.03.2021 0:22:29,14,21.0,45,0.0,75,774.0,731.5,0.0,0.0,W,-3.9,0.0,0.00,0.00,0.00,0.00,4.20
2090,01.03.2021 0:36:29,14,21.0,45,0.1,76,774.1,731.6,0.0,0.0,W,-3.6,0.1,0.00,0.00,0.00,0.00,4.20
2091,01.03.2021 0:50:29,14,21.0,45,0.2,76,773.9,731.3,0.0,0.0,W,-3.5,0.2,0.00,0.00,0.00,0.00,4.20
2092,01.03.2021 1:04:29,14,21.0,44,0.3,76,773.9,731.3,0.0,0.0,W,-3.4,0.3,0.00,0.00,0.00,0.00,4.20
2093,01.03.2021 1:18:29,14,21.0,44,0.4,76,773.9,731.3,0.0,0.0,W,-3.3,0.4,0.00,0.00,0.00,0.00,4.20
2094,01.03.2021 1:32:29,14,21.0,44,0.5,77,773.9,731.4,0.0,0.0,W,-3.1,0.5,0.00,0.00,0.00,0.00,4.20
2095,01.03.2021 1:46:29,14,21.0,44,0.6,77,774.0,731.5,0.0,0.0,W,-3.0,0.6,0.00,0.00,0.00,0.00,4.20
2096,01.03.2021 2:00:29,14,21.0,44,1.0,78,773.8,731.3,0.0,0.0,W,-2.4,1.0,0.00,0.00,0.00,0.00,4.20
2097,01.03.2021 2:14:29,14,20.9,44,2.0,81,773.7,731.2,0.0,1.7,W,-0.9,2.0,0.00,0.00,0.00,0.00,4.20
2098,01.03.2021 2:28:29,14,20.9,44,3.0,82,773.6,731.0,0.0,0.0,W,0.2,3.0,0.00,0.00,0.00,0.00,4.20
2099,01.03.2021 2:42:29,14,20.9,44,3.3,82,773.7,731.2,0.0,0.0,W,0.5,3.3,0.00,0.00,0.00,0.00,4.20
2100,01.03.2021 2:56:29,14,20.9,44,3.3,82,773.6,731.0,0.3,3.4,W,0.5,3.3,0.00,0.00,0.00,0.00,4.20
2101,01.03.2021 3:10:29,14,20.9,44,3.3,82,773.7,731.2,0.0,0.0,W,0.5,3.3,0.00,0.00,0.00,0.00,4.20
2102,01.03.2021 3:24:29,14,20.9,44,3.2,81,773.8,731.3,0.0,0.0,W,0.3,3.2,0.00,0.00,0.00,0.00,4.20
2103,01.03.2021 3:38:29,14,20.8,44,3.1,81,773.7,731.2,0.0,0.0,W,0.2,3.1,0.00,0.00,0.00,0.00,4.20
2104,01.03.2021 3:52:29,14,20.8,44,3.1,81,773.7,731.2,1.0,2.4,W,0.2,3.1,0.00,0.00,0.00,0.00,4.20
2105,01.03.2021 4:06:29,14,20.8,44,3.0,82,773.6,731.1,0.0,0.0,W,0.2,3.0,0.00,0.00,0.00,0.00,4.20
2106,01.03.2021 4:20:29,14,20.8,44,3.0,82,773.7,731.2,0.0,2.4,W,0.2,3.0,0.00,0.00,0.00,0.00,4.20
2107,01.03.2021 4:34:29,14,20.8,44,2.8,82,773.5,731.0,0.0,0.0,W,0.0,2.8,0.00,0.00,0.00,0.00,4.20
2108,01.03.2021 4:48:29,14,20.8,44,2.8,83,773.6,731.1,0.0,0.0,W,0.2,2.8,0.00,0.00,0.00,0.00,4.20
2109,01.03.2021 5:02:29,14,20.7,43,2.8,83,773.8,731.3,0.0,0.0,W,0.2,2.8,0.00,0.00,0.00,0.00,4.20
2110,01.03.2021 5:16:29,14,20.7,43,2.8,83,773.7,731.2,0.0,0.0,W,0.2,2.8,0.00,0.00,0.00,0.00,4.20
2111,01.03.2021 5:30:29,14,20.7,43,2.8,83,773.8,731.3,0.0,0.0,W,0.2,2.8,0.00,0.00,0.00,0.00,4.20
2112,01.03.2021 5:44:29,14,20.7,43,2.7,84,773.8,731.3,0.0,0.0,W,0.3,2.7,0.00,0.00,0.00,0.00,4.20
2113,01.03.2021 5:58:29,14,20.7,43,2.6,84,773.9,731.3,0.0,0.0,W,0.2,2.6,0.00,0.00,0.00,0.00,4.20
2114,01.03.2021 6:12:29,14,20.6,43,2.6,84,773.9,731.4,0.0,0.0,W,0.2,2.6,0.00,0.00,0.00,0.00,4.20
2115,01.03.2021 6:26:29,14,20.6,43,2.6,84,774.0,731.5,0.3,2.7,W,0.2,2.6,0.00,0.00,0.00,0.00,4.20
2116,01.03.2021 6:40:29,14,20.6,43,2.5,85,774.2,731.6,1.0,2.7,W,0.2,2.5,0.00,0.00,0.00,0.00,4.20
2117,01.03.2021 6:54:29,14,20.6,43,2.5,85,774.2,731.6,1.0,3.4,W,0.2,2.5,0.00,0.00,0.00,0.00,4.20
2118,01.03.2021 7:08:29,14,20.5,43,2.4,85,774.4,731.9,0.0,2.0,W,0.1,2.4,0.00,0.00,0.00,0.00,4.20
2119,01.03.2021 7:22:29,14,20.5,43,2.4,85,774.6,732.1,0.0,0.0,W,0.1,2.4,0.00,0.00,0.00,0.00,4.20
2120,01.03.2021 7:36:29,14,20.5,43,2.4,85,774.7,732.2,0.0,0.0,W,0.1,2.4,0.00,0.00,0.00,0.00,4.20
2121,01.03.2021 7:50:29,14,20.5,43,2.4,85,774.9,732.4,0.0,0.0,W,0.1,2.4,0.00,0.00,0.00,0.00,4.20
2122,01.03.2021 8:04:29,14,20.4,43,2.6,85,774.9,732.4,0.0,0.0,W,0.3,2.6,0.00,0.00,0.00,0.00,4.20
2123,01.03.2021 8:18:29,14,20.4,43,2.7,85,774.8,732.3,0.0,0.3,NW,0.4,2.7,0.00,0.00,0.00,0.00,4.20
2124,01.03.2021 8:32:29,14,20.4,43,3.1,84,775.0,732.5,0.0,0.0,NW,0.7,3.1,0.00,0.00,0.00,0.00,4.20
2125,01.03.2021 8:46:29,14,20.4,43,3.6,84,775.0,732.5,0.7,2.4,W,1.2,3.6,0.00,0.00,0.00,0.00,4.20
2126,01.03.2021 9:00:29,14,20.4,43,4.8,84,775.0,732.5,0.7,2.0,W,2.3,4.8,0.00,0.00,0.00,0.00,4.20
2127,01.03.2021 9:14:29,14,20.4,43,5.0,82,775.1,732.5,0.0,0.0,W,2.2,5.0,0.00,0.00,0.00,0.00,4.20
2128,01.03.2021 9:28:29,14,20.4,43,5.0,81,775.1,732.6,0.0,0.0,W,2.0,5.0,0.00,0.00,0.00,0.00,4.20
2129,01.03.2021 9:42:29,14,20.4,43,5.1,80,775.1,732.6,0.0,0.0,SW,1.9,5.1,0.00,0.00,0.00,0.00,4.20
2130,01.03.2021 9:56:29,14,20.4,43,5.3,78,775.2,732.7,0.0,0.0,SW,1.8,5.3,0.00,0.00,0.00,0.00,4.20
2131,01.03.2021 10:10:29,14,20.4,43,5.7,76,775.3,732.8,0.0,0.0,SW,1.8,5.7,0.00,0.00,0.00,0.00,4.20
2132,01.03.2021 10:24:29,14,20.5,44,6.7,72,775.4,732.9,0.0,0.0,NW,2.0,6.7,0.00,0.00,0.00,0.00,4.20
2133,01.03.2021 10:38:29,14,20.6,44,7.1,66,775.4,732.8,0.0,0.0,W,1.2,7.1,0.00,0.00,0.00,0.00,4.20
2134,01.03.2021 10:52:29,14,20.6,44,7.1,64,775.4,732.8,1.7,3.4,W,0.8,7.1,0.00,0.00,0.00,0.00,4.20
2135,01.03.2021 11:06:29,14,20.7,44,8.0,63,775.4,732.8,3.4,4.8,W,1.4,3.9,0.00,0.00,0.00,0.00,4.20
2136,01.03.2021 11:20:29,14,20.7,44,8.0,61,775.3,732.8,0.0,0.0,W,0.9,8.0,0.00,0.00,0.00,0.00,4.20
2137,01.03.2021 11:34:29,14,20.7,44,8.7,56,775.3,732.8,0.0,0.0,S,0.4,8.7,0.00,0.00,0.00,0.00,4.20
2138,01.03.2021 11:48:29,14,20.8,44,8.7,54,775.3,732.8,0.0,0.0,W,-0.1,8.7,0.00,0.00,0.00,0.00,4.20
2139,01.03.2021 12:02:29,14,20.8,44,9.0,54,775.2,732.7,0.0,0.0,W,0.2,9.0,0.00,0.00,0.00,0.00,4.20
2140,01.03.2021 12:16:29,14,20.8,44,8.8,56,775.1,732.6,0.0,0.0,W,0.5,8.8,0.00,0.00,0.00,0.00,4.20
2141,01.03.2021 12:30:29,14,20.8,44,8.5,55,775.0,732.5,2.7,5.1,W,-0.0,5.7,0.00,0.00,0.00,0.00,4.20
2142,01.03.2021 12:44:29,14,20.9,44,8.1,56,775.0,732.5,4.1,5.4,W,-0.1,2.9,0.00,0.00,0.00,0.00,4.20
2143,01.03.2021 12:58:29,14,20.9,43,8.6,59,774.9,732.4,2.4,4.1,W,1.1,6.5,0.00,0.00,0.00,0.00,4.20
2144,01.03.2021 13:12:29,14,20.9,43,8.4,59,774.9,732.4,3.1,5.1,W,0.9,4.9,0.00,0.00,0.00,0.00,4.20
2145,01.03.2021 13:26:29,14,20.9,43,8.3,59,774.9,732.4,4.1,6.1,W,0.8,3.2,0.00,0.00,0.00,0.00,4.20
2146,01.03.2021 13:40:29,14,20.9,43,8.5,59,775.1,732.5,4.4,6.5,W,1.0,3.0,0.00,0.00,0.00,0.00,4.20
2147,01.03.2021 13:54:29,14,20.9,42,8.5,58,774.8,732.3,3.1,6.1,SW,0.7,5.0,0.00,0.00,0.00,0.00,4.20
2148,01.03.2021 14:08:29,14,20.9,42,8.2,58,774.8,732.3,2.0,3.1,W,0.4,7.0,0.00,0.00,0.00,0.00,4.20
2149,01.03.2021 14:22:29,14,20.9,42,7.9,58,774.8,732.2,1.7,3.7,W,0.2,7.9,0.00,0.00,0.00,0.00,4.20
2150,01.03.2021 14:36:29,14,21.0,44,7.7,58,774.8,732.3,2.0,6.8,W,-0.0,6.5,0.00,0.00,0.00,0.00,4.20
2151,01.03.2021 14:50:29,14,21.0,44,7.5,58,774.8,732.2,1.0,4.4,SW,-0.2,7.5,0.00,0.00,0.00,0.00,4.20
2152,01.03.2021 15:04:29,14,21.0,44,7.3,60,774.8,732.2,3.4,5.1,W,0.1,3.1,0.00,0.00,0.00,0.00,4.20
2153,01.03.2021 15:18:29,14,21.0,44,7.4,60,774.8,732.2,0.7,4.4,W,0.2,7.4,0.00,0.00,0.00,0.00,4.20
2154,01.03.2021 15:32:29,14,21.0,45,7.2,60,774.9,732.4,2.7,4.1,W,-0.0,4.3,0.00,0.00,0.00,0.00,4.20
2155,01.03.2021 15:46:29,14,21.1,44,7.1,61,774.9,732.4,1.7,2.7,W,0.1,7.1,0.00,0.00,0.00,0.00,4.20
2156,01.03.2021 16:00:29,14,21.1,44,6.9,61,774.8,732.3,1.0,3.1,W,-0.1,6.9,0.00,0.00,0.00,0.00,4.20
2157,01.03.2021 16:14:29,14,21.1,44,6.7,60,774.9,732.4,1.7,3.4,W,-0.5,6.7,0.00,0.00,0.00,0.00,4.20
2158,01.03.2021 16:28:29,14,21.0,44,6.5,61,774.8,732.3,0.0,0.0,W,-0.5,6.5,0.00,0.00,0.00,0.00,4.20
2159,01.03.2021 16:42:29,14,21.0,44,6.1,61,774.8,732.3,0.7,2.4,W,-0.8,6.1,0.00,0.00,0.00,0.00,4.20
2160,01.03.2021 16:56:29,14,21.0,44,5.7,62,774.9,732.4,1.0,2.4,W,-1.0,5.7,0.00,0.00,0.00,0.00,4.20
2161,01.03.2021 17:10:29,14,21.0,44,5.2,63,774.9,732.4,0.0,0.0,W,-1.3,5.2,0.00,0.00,0.00,0.00,4.20
2162,01.03.2021 17:24:29,14,21.0,44,4.6,64,774.9,732.4,0.0,0.0,W,-1.6,4.6,0.00,0.00,0.00,0.00,4.20
2163,01.03.2021 17:38:29,14,20.9,44,4.2,65,775.0,732.5,0.7,1.7,W,-1.8,4.2,0.00,0.00,0.00,0.00,4.20
2164,01.03.2021 17:52:29,14,20.9,44,3.7,66,775.1,732.6,0.7,2.0,NW,-2.1,3.7,0.00,0.00,0.00,0.00,4.20
2165,01.03.2021 18:06:29,14,20.9,44,3.1,66,775.3,732.8,0.0,0.0,NW,-2.6,3.1,0.00,0.00,0.00,0.00,4.20
2166,01.03.2021 18:20:29,14,20.8,44,2.8,67,775.4,732.9,0.0,0.0,NW,-2.7,2.8,0.00,0.00,0.00,0.00,4.20
2167,01.03.2021 18:34:29,14,20.8,44,2.2,69,775.5,733.0,0.0,0.0,NW,-2.9,2.2,0.00,0.00,0.00,0.00,4.20
2168,01.03.2021 18:48:29,14,20.8,44,1.8,69,775.5,733.0,0.0,0.0,NW,-3.3,1.8,0.00,0.00,0.00,0.00,4.20
2169,01.03.2021 19:02:29,14,20.7,44,1.5,70,775.4,732.9,0.0,0.0,NW,-3.4,1.5,0.00,0.00,0.00,0.00,4.20
2170,01.03.2021 19:16:29,14,20.7,45,1.2,70,775.4,732.9,0.0,0.0,NW,-3.7,1.2,0.00,0.00,0.00,0.00,4.20
2171,01.03.2021 19:30:29,14,20.7,45,1.0,72,775.4,732.9,0.0,0.0,W,-3.5,1.0,0.00,0.00,0.00,0.00,4.20
2172,01.03.2021 19:44:29,14,20.7,45,0.7,72,775.5,733.0,0.0,0.0,W,-3.8,0.7,0.00,0.00,0.00,0.00,4.20
2173,01.03.2021 19:58:29,14,20.7,45,0.4,73,775.6,733.1,0.0,0.0,W,-3.9,0.4,0.00,0.00,0.00,0.00,4.20
2174,01.03.2021 20:12:29,14,20.7,46,0.2,73,775.6,733.1,0.0,0.0,W,-4.1,0.2,0.00,0.00,0.00,0.00,4.20
2175,01.03.2021 20:26:29,14,20.7,46,-0.1,74,775.7,733.1,0.0,0.0,W,-4.2,-0.1,0.00,0.00,0.00,0.00,4.20
2176,01.03.2021 20:40:29,14,20.7,46,-0.3,75,775.7,733.1,0.0,0.0,W,-4.2,-0.3,0.00,0.00,0.00,0.00,4.20
2177,01.03.2021 20:54:29,14,20.7,46,-0.6,75,775.7,733.1,0.0,0.0,W,-4.5,-0.6,0.00,0.00,0.00,0.00,4.20
2178,01.03.2021 21:08:29,14,20.7,46,-0.9,75,775.8,733.3,0.0,0.0,W,-4.8,-0.9,0.00,0.00,0.00,0.00,4.20
2179,01.03.2021 21:22:29,14,20.8,46,-0.9,76,775.8,733.3,0.0,0.0,W,-4.6,-0.9,0.00,0.00,0.00,0.00,4.20
2180,01.03.2021 21:36:29,14,20.7,45,-1.1,76,775.8,733.3,0.0,0.0,W,-4.8,-1.1,0.00,0.00,0.00,0.00,4.20
2181,01.03.2021 21:50:29,14,20.8,46,-1.3,77,775.8,733.3,0.0,0.0,W,-4.8,-1.3,0.00,0.00,0.00,0.00,4.20
2182,01.03.2021 22:04:29,14,20.8,45,-1.4,77,775.9,733.4,0.0,0.0,W,-4.9,-1.4,0.00,0.00,0.00,0.00,4.20
2183,01.03.2021 22:18:29,14,20.8,45,-1.6,77,776.0,733.5,0.0,0.0,W,-5.1,-1.6,0.00,0.00,0.00,0.00,4.20
2184,01.03.2021 22:32:29,14,20.8,45,-2.0,77,776.2,733.7,0.0,0.0,W,-5.5,-2.0,0.00,0.00,0.00,0.00,4.20
2185,01.03.2021 22:46:29,14,20.8,45,-2.0,78,776.0,733.5,0.0,0.0,W,-5.3,-2.0,0.00,0.00,0.00,0.00,4.20
2186,01.03.2021 23:00:29,14,20.8,45,-2.2,78,776.0,733.5,0.0,0.0,W,-5.5,-2.2,0.00,0.00,0.00,0.00,4.20
2187,01.03.2021 23:14:29,14,20.8,45,-2.2,78,776.1,733.6,0.0,0.0,W,-5.5,-2.2,0.00,0.00,0.00,0.00,4.20
2188,01.03.2021 23:28:29,14,20.8,44,-2.1,79,776.2,733.7,0.0,0.0,W,-5.3,-2.1,0.00,0.00,0.00,0.00,4.20
2189,01.03.2021 23:42:29,14,20.8,44,-2.3,79,776.2,733.7,0.0,0.0,W,-5.4,-2.3,0.00,0.00,0.00,0.00,4.20
2190,01.03.2021 23:56:29,14,20.8,44,-2.5,79,776.3,733.8,0.0,0.0,W,-5.6,-2.5,0.00,0.00,0.00,0.00,4.20
2191,02.03.2021 0:10:29,14,20.8,44,-2.6,80,776.2,733.7,0.0,0.0,W,-5.6,-2.6,0.00,0.00,0.00,0.00,4.20
2192,02.03.2021 0:24:29,14,20.8,44,-2.6,80,776.2,733.7,0.0,0.0,W,-5.6,-2.6,0.00,0.00,0.00,0.00,4.20
2193,02.03.2021 0:38:29,14,20.8,44,-2.7,80,776.3,733.8,0.0,0.0,W,-5.7,-2.7,0.00,0.00,0.00,0.00,4.20
2194,02.03.2021 0:52:29,14,20.8,44,-2.8,80,776.3,733.7,0.0,0.0,W,-5.8,-2.8,0.00,0.00,0.00,0.00,4.20
2195,02.03.2021 1:06:29,14,20.8,43,-2.9,81,776.2,733.7,0.0,0.0,W,-5.7,-2.9,0.00,0.00,0.00,0.00,4.20
2196,02.03.2021 1:20:29,14,20.8,43,-2.9,81,776.1,733.6,0.0,0.0,W,-5.7,-2.9,0.00,0.00,0.00,0.00,4.20
2197,02.03.2021 1:34:29,14,20.7,43,-3.0,81,776.1,733.6,0.0,0.0,W,-5.8,-3.0,0.00,0.00,0.00,0.00,4.20
2198,02.03.2021 1:48:29,14,20.7,43,-3.1,81,776.3,733.7,0.0,0.0,W,-5.9,-3.1,0.00,0.00,0.00,0.00,4.20
2199,02.03.2021 2:02:29,14,20.7,43,-3.2,81,776.2,733.7,0.0,0.0,W,-6.0,-3.2,0.00,0.00,0.00,0.00,4.20
2200,02.03.2021 2:16:29,14,20.7,43,-3.2,82,776.1,733.6,0.0,0.0,W,-5.8,-3.2,0.00,0.00,0.00,0.00,4.20
2201,02.03.2021 2:30:29,14,20.7,43,-3.1,82,776.0,733.5,0.0,0.0,W,-5.7,-3.1,0.00,0.00,0.00,0.00,4.20
2202,02.03.2021 2:44:29,14,20.6,42,-3.3,82,776.1,733.6,0.0,0.0,W,-5.9,-3.3,0.00,0.00,0.00,0.00,4.20
2203,02.03.2021 2:58:29,14,20.6,42,-3.5,82,776.1,733.6,0.0,0.0,W,-6.1,-3.5,0.00,0.00,0.00,0.00,4.20
2204,02.03.2021 3:12:29,14,20.6,42,-3.6,82,776.2,733.7,0.0,0.0,W,-6.2,-3.6,0.00,0.00,0.00,0.00,4.20
2205,02.03.2021 3:26:29,14,20.6,42,-3.8,82,776.0,733.4,0.0,0.0,W,-6.4,-3.8,0.00,0.00,0.00,0.00,4.20
2206,02.03.2021 3:40:29,14,20.6,42,-3.9,82,776.0,733.4,0.0,0.0,W,-6.5,-3.9,0.00,0.00,0.00,0.00,4.20
2207,02.03.2021 3:54:29,14,20.5,42,-3.8,83,775.8,733.3,0.0,0.0,W,-6.3,-3.8,0.00,0.00,0.00,0.00,4.20
2208,02.03.2021 4:08:29,14,20.5,42,-3.9,83,775.8,733.3,0.0,0.0,W,-6.4,-3.9,0.00,0.00,0.00,0.00,4.20
2209,02.03.2021 4:22:29,14,20.5,42,-4.0,83,775.9,733.4,0.0,0.0,W,-6.5,-4.0,0.00,0.00,0.00,0.00,4.20
2210,02.03.2021 4:36:29,14,20.5,42,-4.2,83,776.0,733.4,0.0,0.0,W,-6.7,-4.2,0.00,0.00,0.00,0.00,4.20
2211,02.03.2021 4:50:29,14,20.4,42,-4.1,83,775.9,733.4,0.0,0.0,W,-6.6,-4.1,0.00,0.00,0.00,0.00,4.20
2212,02.03.2021 5:04:29,14,20.4,42,-3.9,83,775.9,733.4,0.0,0.0,W,-6.4,-3.9,0.00,0.00,0.00,0.00,4.20
2213,02.03.2021 5:18:29,14,20.4,41,-4.0,83,776.0,733.5,0.0,0.0,W,-6.5,-4.0,0.00,0.00,0.00,0.00,4.20
2214,02.03.2021 5:32:29,14,20.4,41,-4.1,83,776.0,733.5,0.0,0.0,W,-6.6,-4.1,0.00,0.00,0.00,0.00,4.20
2215,02.03.2021 5:46:29,14,20.4,41,-4.1,84,776.1,733.6,0.0,0.0,W,-6.4,-4.1,0.00,0.00,0.00,0.00,4.20
2216,02.03.2021 6:00:29,14,20.3,41,-4.1,84,776.1,733.6,0.0,0.0,W,-6.4,-4.1,0.00,0.00,0.00,0.00,4.20
2217,02.03.2021 6:14:29,14,20.3,41,-4.2,84,776.2,733.7,0.0,0.0,W,-6.5,-4.2,0.00,0.00,0.00,0.00,4.20
2218,02.03.2021 6:28:29,14,20.3,41,-4.2,84,776.2,733.7,0.0,0.0,W,-6.5,-4.2,0.00,0.00,0.00,0.00,4.20
2219,02.03.2021 6:42:29,14,20.2,41,-4.2,84,776.2,733.7,0.0,0.0,W,-6.5,-4.2,0.00,0.00,0.00,0.00,4.20
2220,02.03.2021 6:56:29,14,20.2,41,-4.1,84,776.2,733.7,0.0,0.0,W,-6.4,-4.1,0.00,0.00,0.00,0.00,4.20
2221,02.03.2021 7:10:29,14,20.2,41,-4.1,84,776.3,733.7,0.0,0.0,W,-6.4,-4.1,0.00,0.00,0.00,0.00,4.20
2222,02.03.2021 7:24:29,14,20.2,41,-3.7,84,776.2,733.7,0.0,0.0,W,-6.0,-3.7,0.00,0.00,0.00,0.00,4.20
2223,02.03.2021 7:38:29,14,20.2,41,-3.3,85,776.2,733.7,0.0,0.0,W,-5.5,-3.3,0.00,0.00,0.00,0.00,4.20
2224,02.03.2021 7:52:29,14,20.2,41,-2.8,85,776.2,733.7,0.0,0.0,W,-5.0,-2.8,0.00,0.00,0.00,0.00,4.20
2225,02.03.2021 8:06:29,14,20.3,42,-2.2,86,776.3,733.7,0.0,0.0,W,-4.2,-2.2,0.00,0.00,0.00,0.00,4.20
2226,02.03.2021 8:20:29,14,20.3,42,-1.8,86,776.3,733.8,0.0,0.0,W,-3.8,-1.8,0.00,0.00,0.00,0.00,4.20
2227,02.03.2021 8:34:29,14,20.3,42,-0.7,87,776.3,733.8,0.0,0.0,W,-2.6,-0.7,0.00,0.00,0.00,0.00,4.20
2228,02.03.2021 8:48:29,14,20.4,41,0.1,88,776.3,733.7,0.0,0.0,W,-1.7,0.1,0.00,0.00,0.00,0.00,4.20
2229,02.03.2021 9:02:29,14,20.4,42,0.8,89,776.1,733.6,0.0,0.0,W,-0.8,0.8,0.00,0.00,0.00,0.00,4.20
2230,02.03.2021 9:16:29,14,20.5,41,1.5,89,776.4,733.9,0.0,0.0,W,-0.1,1.5,0.00,0.00,0.00,0.00,4.20
2231,02.03.2021 9:30:29,14,20.5,41,2.6,88,776.3,733.8,0.0,0.0,W,0.8,2.6,0.00,0.00,0.00,0.00,4.20
2232,02.03.2021 9:44:29,14,20.6,41,3.6,88,776.2,733.7,0.0,0.0,---,1.8,3.6,0.00,0.00,0.00,0.00,4.20
2233,02.03.2021 9:58:29,14,20.6,41,4.7,86,776.3,733.7,0.0,0.0,---,2.6,4.7,0.00,0.00,0.00,0.00,4.20
2234,02.03.2021 10:12:29,14,20.7,41,5.5,84,776.2,733.7,0.0,0.0,NW,3.0,5.5,0.00,0.00,0.00,0.00,4.20
2235,02.03.2021 10:26:29,14,20.7,41,6.2,83,776.0,733.5,0.0,0.0,NW,3.5,6.2,0.00,0.00,0.00,0.00,4.20
2236,02.03.2021 10:40:29,14,20.8,41,6.8,78,776.0,733.5,0.3,1.7,NW,3.2,6.8,0.00,0.00,0.00,0.00,4.20
2237,02.03.2021 10:54:29,14,20.8,41,7.4,74,775.9,733.4,0.0,0.0,NW,3.1,7.4,0.00,0.00,0.00,0.00,4.20
2238,02.03.2021 11:08:29,14,20.9,41,8.1,72,776.0,733.4,0.0,0.0,NW,3.4,8.1,0.00,0.00,0.00,0.00,4.20
2239,02.03.2021 11:22:29,14,20.9,41,8.8,65,776.0,733.4,0.0,0.0,NW,2.6,8.8,0.00,0.00,0.00,0.00,4.20
2240,02.03.2021 11:36:29,14,20.9,41,9.6,63,776.0,733.4,0.0,0.0,NW,2.9,9.6,0.00,0.00,0.00,0.00,4.20
2241,02.03.2021 11:50:29,14,20.9,41,10.2,59,776.0,733.4,0.0,0.0,NW,2.6,10.2,0.00,0.00,0.00,0.00,4.20
2242,02.03.2021 12:04:29,14,20.9,41,10.7,55,775.9,733.4,0.0,0.0,NW,2.0,10.7,0.00,0.00,0.00,0.00,4.20
2243,02.03.2021 12:18:29,14,21.0,41,10.9,52,776.0,733.4,0.0,0.0,NW,1.4,10.9,0.00,0.00,0.00,0.00,4.20
2244,02.03.2021 12:32:29,14,21.0,41,11.2,50,775.7,733.1,0.0,0.0,W,1.2,11.2,0.00,0.00,0.00,0.00,4.20
2245,02.03.2021 12:46:29,14,21.0,42,11.5,46,775.6,733.1,0.0,0.3,W,0.3,11.5,0.00,0.00,0.00,0.00,4.20
2246,02.03.2021 13:00:29,14,21.1,42,11.8,48,775.5,733.0,0.0,0.0,W,1.2,11.8,0.00,0.00,0.00,0.00,4.20
2247,02.03.2021 13:14:29,14,21.1,42,12.0,44,775.4,732.9,0.0,0.0,W,0.1,12.0,0.00,0.00,0.00,0.00,4.20
2248,02.03.2021 13:28:29,14,21.1,42,12.1,44,775.4,732.8,0.0,1.7,W,0.2,12.1,0.00,0.00,0.00,0.00,4.20
2249,02.03.2021 13:42:29,14,21.1,42,12.1,42,775.3,732.8,0.0,0.0,W,-0.4,12.1,0.00,0.00,0.00,0.00,4.20
2250,02.03.2021 13:56:29,14,21.1,42,12.2,38,775.3,732.8,0.0,0.0,W,-1.7,12.2,0.00,0.00,0.00,0.00,4.20
2251,02.03.2021 14:10:29,14,21.1,41,12.3,35,775.2,732.7,0.0,0.0,W,-2.7,12.3,0.00,0.00,0.00,0.00,4.20
2252,02.03.2021 14:24:29,14,21.1,40,12.3,36,775.1,732.6,0.0,0.0,W,-2.3,12.3,0.00,0.00,0.00,0.00,4.20
2253,02.03.2021 14:38:29,14,21.1,40,12.3,36,775.0,732.5,0.3,2.7,W,-2.3,12.3,0.00,0.00,0.00,0.00,4.20
2254,02.03.2021 14:52:29,14,21.1,39,12.3,36,775.0,732.5,0.0,0.0,W,-2.3,12.3,0.00,0.00,0.00,0.00,4.20
2255,02.03.2021 15:06:29,14,21.1,39,12.2,36,774.8,732.3,0.0,0.0,W,-2.4,12.2,0.00,0.00,0.00,0.00,4.20
2256,02.03.2021 15:20:29,14,21.1,38,12.3,36,774.8,732.2,0.0,0.3,W,-2.3,12.3,0.00,0.00,0.00,0.00,4.20
2257,02.03.2021 15:34:29,14,21.1,38,12.0,37,774.8,732.2,1.4,4.1,W,-2.2,12.0,0.00,0.00,0.00,0.00,4.20
2258,02.03.2021 15:48:29,14,21.1,38,11.8,36,774.8,732.2,0.0,0.0,W,-2.8,11.8,0.00,0.00,0.00,0.00,4.20
2259,02.03.2021 16:02:29,14,21.1,38,11.6,35,774.7,732.2,0.0,0.0,W,-3.3,11.6,0.00,0.00,0.00,0.00,4.20
2260,02.03.2021 16:16:29,14,21.0,38,11.5,31,774.7,732.2,0.0,0.0,W,-5.0,11.5,0.00,0.00,0.00,0.00,4.20
2261,02.03.2021 16:30:29,14,21.0,38,11.3,32,774.6,732.1,0.0,0.0,W,-4.8,11.3,0.00,0.00,0.00,0.00,4.20
2262,02.03.2021 16:44:29,14,21.0,39,10.9,34,774.6,732.1,0.0,0.0,W,-4.3,10.9,0.00,0.00,0.00,0.00,4.20
2263,02.03.2021 16:58:29,14,21.0,39,10.4,38,774.5,732.0,0.0,0.0,W,-3.3,10.4,0.00,0.00,0.00,0.00,4.20
2264,02.03.2021 17:12:29,14,21.0,39,9.5,41,774.5,732.0,0.0,0.0,W,-3.1,9.5,0.00,0.00,0.00,0.00,4.20
2265,02.03.2021 17:26:29,14,20.9,39,8.6,41,774.5,732.0,0.0,0.0,W,-3.9,8.6,0.00,0.00,0.00,0.00,4.20
