NO.,Čas,Interval,Vnitřní teplota(°C),Vnitřní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(mmHg),Absolutní tlak vzduchu(mmHg),Rychlost větru(m/s),Nárazy větru(m/s),Směr větru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),Měsíční úhrn srážek(mm),Celkový úhrn srážek(mm)
2935,09.03.2021 5:46:29,14,19.7,40,-9.1,72,765.7,723.2,0.0,0.0,SW,-13.2,-9.1,0.00,0.00,0.00,4.50,8.70
2936,09.03.2021 6:00:29,14,19.7,40,-9.2,72,765.6,723.1,0.0,0.0,SW,-13.3,-9.2,0.00,0.00,0.00,4.50,8.70
2937,09.03.2021 6:14:29,14,19.7,39,-9.2,72,765.6,723.1,0.0,0.0,SW,-13.3,-9.2,0.00,0.00,0.00,4.50,8.70
2938,09.03.2021 6:28:29,14,19.6,40,-9.3,72,765.6,723.1,0.0,0.0,SW,-13.4,-9.3,0.00,0.00,0.00,4.50,8.70
2939,09.03.2021 6:42:29,14,19.6,40,-9.2,72,765.8,723.2,0.0,0.0,SW,-13.3,-9.2,0.00,0.00,0.00,4.50,8.70
2940,09.03.2021 6:56:29,14,19.6,39,-9.0,72,765.8,723.2,0.0,0.0,SW,-13.1,-9.0,0.00,0.00,0.00,4.50,8.70
2941,09.03.2021 7:10:29,14,19.6,39,-8.7,73,765.8,723.3,0.0,0.0,SW,-12.7,-8.7,0.00,0.00,0.00,4.50,8.70
2942,09.03.2021 7:24:29,14,19.6,39,-8.3,73,765.7,723.2,0.0,0.0,SW,-12.3,-8.3,0.00,0.00,0.00,4.50,8.70
2943,09.03.2021 7:38:29,14,19.6,40,-7.6,73,765.8,723.2,0.0,0.0,SW,-11.6,-7.6,0.00,0.00,0.00,4.50,8.70
2944,09.03.2021 7:52:29,14,19.7,40,-6.8,74,765.8,723.2,0.0,0.0,SW,-10.7,-6.8,0.00,0.00,0.00,4.50,8.70
2945,09.03.2021 8:06:29,14,19.7,40,-6.1,74,765.9,723.4,0.0,0.0,SW,-10.0,-6.1,0.00,0.00,0.00,4.50,8.70
2946,09.03.2021 8:20:29,14,19.8,40,-5.8,73,765.8,723.2,0.0,0.0,SW,-9.9,-5.8,0.00,0.00,0.00,4.50,8.70
2947,09.03.2021 8:34:29,14,19.9,41,-4.6,73,765.8,723.2,0.0,0.0,SW,-8.7,-4.6,0.00,0.00,0.00,4.50,8.70
2948,09.03.2021 8:48:29,14,19.9,41,-3.8,72,765.8,723.3,0.0,0.0,SW,-8.1,-3.8,0.00,0.00,0.00,4.50,8.70
2949,09.03.2021 9:02:29,14,20.0,41,-2.9,71,765.8,723.2,0.0,0.0,SW,-7.4,-2.9,0.00,0.00,0.00,4.50,8.70
2950,09.03.2021 9:16:29,14,20.0,41,-2.2,70,765.6,723.1,0.0,0.0,SW,-6.9,-2.2,0.00,0.00,0.00,4.50,8.70
2951,09.03.2021 9:30:29,14,20.1,41,-1.2,68,765.6,723.1,0.0,0.0,SW,-6.4,-1.2,0.00,0.00,0.00,4.50,8.70
2952,09.03.2021 9:44:29,14,20.1,41,-0.3,65,765.4,722.9,0.0,0.0,SW,-6.1,-0.3,0.00,0.00,0.00,4.50,8.70
2953,09.03.2021 9:58:29,14,20.1,41,0.3,61,765.2,722.7,0.0,0.0,SW,-6.3,0.3,0.00,0.00,0.00,4.50,8.70
2954,09.03.2021 10:12:29,14,20.2,40,1.2,58,765.2,722.6,0.0,0.0,SW,-6.1,1.2,0.00,0.00,0.00,4.50,8.70
2955,09.03.2021 10:26:29,14,20.2,41,1.9,50,765.1,722.6,0.0,0.0,SW,-7.4,1.9,0.00,0.00,0.00,4.50,8.70
2956,09.03.2021 10:40:29,14,20.2,40,2.4,44,765.2,722.6,0.0,0.0,SW,-8.6,2.4,0.00,0.00,0.00,4.50,8.70
2957,09.03.2021 10:54:29,14,20.3,40,2.6,37,765.0,722.5,0.0,0.0,SW,-10.6,2.6,0.00,0.00,0.00,4.50,8.70
2958,09.03.2021 11:08:29,14,20.3,40,3.2,38,764.9,722.4,0.0,0.0,SW,-9.8,3.2,0.00,0.00,0.00,4.50,8.70
2959,09.03.2021 11:22:29,14,20.3,39,3.4,33,764.8,722.3,0.0,0.0,SW,-11.4,3.4,0.00,0.00,0.00,4.50,8.70
2960,09.03.2021 11:36:29,14,20.3,39,3.7,29,764.8,722.3,0.0,0.0,SW,-12.7,3.7,0.00,0.00,0.00,4.50,8.70
2961,09.03.2021 11:50:29,14,20.3,39,3.9,28,764.9,722.3,0.0,0.0,SW,-13.0,3.9,0.00,0.00,0.00,4.50,8.70
2962,09.03.2021 12:04:29,14,20.2,39,4.2,28,764.8,722.3,1.0,3.1,SW,-12.7,4.2,0.00,0.00,0.00,4.50,8.70
2963,09.03.2021 12:18:29,14,20.2,39,4.1,28,764.6,722.0,2.7,4.4,SW,-12.8,0.8,0.00,0.00,0.00,4.50,8.70
2964,09.03.2021 12:32:29,14,20.2,39,4.5,25,764.6,722.0,0.0,0.0,SW,-13.8,4.5,0.00,0.00,0.00,4.50,8.70
2965,09.03.2021 12:46:29,14,20.1,39,4.7,26,764.5,722.0,0.0,0.0,SW,-13.2,4.7,0.00,0.00,0.00,4.50,8.70
2966,09.03.2021 13:00:29,14,20.1,39,5.2,24,764.3,721.8,0.0,0.0,SW,-13.7,5.2,0.00,0.00,0.00,4.50,8.70
2967,09.03.2021 13:14:29,14,20.1,39,5.2,23,764.3,721.7,0.7,3.1,SW,-14.3,5.2,0.00,0.00,0.00,4.50,8.70
2968,09.03.2021 13:28:29,14,20.1,39,5.4,25,764.1,721.6,0.0,0.0,SW,-13.1,5.4,0.00,0.00,0.00,4.50,8.70
2969,09.03.2021 13:42:29,14,20.1,39,5.3,24,764.0,721.4,0.0,0.0,SW,-13.7,5.3,0.00,0.00,0.00,4.50,8.70
2970,09.03.2021 13:56:29,14,20.1,39,5.1,25,763.8,721.3,0.0,0.0,SW,-13.3,5.1,0.00,0.00,0.00,4.50,8.70
2971,09.03.2021 14:10:29,14,20.1,39,4.5,25,763.8,721.3,0.0,0.0,SW,-13.8,4.5,0.00,0.00,0.00,4.50,8.70
2972,09.03.2021 14:24:29,14,20.0,39,4.3,26,763.7,721.1,0.0,0.0,SW,-13.5,4.3,0.00,0.00,0.00,4.50,8.70
2973,09.03.2021 14:38:29,14,19.8,33,4.5,28,763.6,721.1,0.0,0.0,SW,-12.4,4.5,0.00,0.00,0.00,4.50,8.70
2974,09.03.2021 14:52:29,14,19.4,30,4.9,29,763.6,721.1,0.0,0.0,SW,-11.7,4.9,0.00,0.00,0.00,4.50,8.70
2975,09.03.2021 15:06:29,14,19.1,29,4.7,28,763.6,721.1,0.0,0.0,SW,-12.3,4.7,0.00,0.00,0.00,4.50,8.70
2976,09.03.2021 15:20:29,14,18.9,31,4.6,25,763.5,721.0,0.0,0.0,SW,-13.7,4.6,0.00,0.00,0.00,4.50,8.70
2977,09.03.2021 15:34:29,14,19.0,33,4.3,28,763.4,720.9,0.0,0.0,SW,-12.6,4.3,0.00,0.00,0.00,4.50,8.70
2978,09.03.2021 15:48:29,14,19.1,35,4.2,29,763.4,720.9,0.0,0.0,SW,-12.3,4.2,0.00,0.00,0.00,4.50,8.70
2979,09.03.2021 16:02:29,14,19.2,36,4.0,29,763.3,720.8,0.0,0.0,SW,-12.4,4.0,0.00,0.00,0.00,4.50,8.70
2980,09.03.2021 16:16:29,14,19.3,37,3.9,28,763.2,720.7,0.0,0.0,SW,-13.0,3.9,0.00,0.00,0.00,4.50,8.70
2981,09.03.2021 16:30:29,14,19.4,35,3.7,27,763.1,720.6,0.0,0.0,SW,-13.6,3.7,0.00,0.00,0.00,4.50,8.70
2982,09.03.2021 16:44:29,14,19.4,36,3.3,29,763.1,720.6,0.0,0.0,SW,-13.1,3.3,0.00,0.00,0.00,4.50,8.70
2983,09.03.2021 16:58:29,14,19.4,37,3.0,30,763.1,720.5,0.0,0.0,SW,-12.9,3.0,0.00,0.00,0.00,4.50,8.70
2984,09.03.2021 17:12:29,14,19.4,36,2.5,31,763.1,720.6,0.0,0.0,SW,-12.9,2.5,0.00,0.00,0.00,4.50,8.70
2985,09.03.2021 17:26:29,14,19.5,37,2.0,34,763.1,720.6,0.0,0.0,SW,-12.2,2.0,0.00,0.00,0.00,4.50,8.70
2986,09.03.2021 17:40:29,14,19.5,37,1.5,36,763.1,720.6,0.0,0.0,SW,-12.0,1.5,0.00,0.00,0.00,4.50,8.70
2987,09.03.2021 17:54:29,14,19.5,37,1.2,37,763.2,720.7,0.0,0.0,SW,-11.9,1.2,0.00,0.00,0.00,4.50,8.70
2988,09.03.2021 18:08:29,14,19.6,38,0.8,38,763.4,720.8,0.0,0.0,SW,-11.9,0.8,0.00,0.00,0.00,4.50,8.70
2989,09.03.2021 18:22:29,14,19.6,38,0.6,38,763.4,720.9,0.0,0.0,SW,-12.1,0.6,0.00,0.00,0.00,4.50,8.70
2990,09.03.2021 18:36:29,14,19.6,38,0.1,40,763.6,721.1,0.0,0.0,SW,-11.9,0.1,0.00,0.00,0.00,4.50,8.70
2991,09.03.2021 18:50:29,14,19.6,39,-0.4,41,763.7,721.1,0.0,0.0,SW,-12.1,-0.4,0.00,0.00,0.00,4.50,8.70
2992,09.03.2021 19:04:29,14,19.6,39,-0.9,43,763.7,721.1,0.0,0.0,SW,-11.9,-0.9,0.00,0.00,0.00,4.50,8.70
2993,09.03.2021 19:18:29,14,19.6,39,-1.2,44,763.7,721.2,0.0,0.0,SW,-11.9,-1.2,0.00,0.00,0.00,4.50,8.70
2994,09.03.2021 19:32:29,14,19.5,40,-1.5,46,763.8,721.3,0.0,0.0,SW,-11.6,-1.5,0.00,0.00,0.00,4.50,8.70
2995,09.03.2021 19:46:29,14,19.6,40,-1.6,47,763.8,721.3,0.0,0.0,SW,-11.4,-1.6,0.00,0.00,0.00,4.50,8.70
2996,09.03.2021 20:00:29,14,19.6,40,-1.8,48,763.8,721.3,0.0,0.0,SW,-11.4,-1.8,0.00,0.00,0.00,4.50,8.70
2997,09.03.2021 20:14:29,14,19.6,40,-1.9,49,763.9,721.4,0.0,0.0,SW,-11.2,-1.9,0.00,0.00,0.00,4.50,8.70
2998,09.03.2021 20:28:29,14,19.6,40,-2.0,50,764.0,721.5,0.0,0.0,SW,-11.0,-2.0,0.00,0.00,0.00,4.50,8.70
2999,09.03.2021 20:42:29,14,19.6,40,-2.1,51,764.0,721.5,0.0,0.0,SW,-10.9,-2.1,0.00,0.00,0.00,4.50,8.70
3000,09.03.2021 20:56:29,14,19.6,41,-2.3,52,764.0,721.5,0.0,0.0,SW,-10.8,-2.3,0.00,0.00,0.00,4.50,8.70
3001,09.03.2021 21:10:29,14,19.6,41,-2.5,53,764.0,721.5,0.0,0.0,SW,-10.8,-2.5,0.00,0.00,0.00,4.50,8.70
3002,09.03.2021 21:24:29,14,19.6,41,-2.6,54,764.1,721.6,0.0,0.0,SW,-10.6,-2.6,0.00,0.00,0.00,4.50,8.70
3003,09.03.2021 21:38:29,14,19.7,41,-2.7,55,764.0,721.5,0.0,0.0,SW,-10.5,-2.7,0.00,0.00,0.00,4.50,8.70
3004,09.03.2021 21:52:29,14,19.7,41,-2.9,55,764.0,721.5,0.0,0.0,SW,-10.7,-2.9,0.00,0.00,0.00,4.50,8.70
3005,09.03.2021 22:06:29,14,19.7,41,-3.1,56,764.1,721.6,0.0,0.0,SW,-10.6,-3.1,0.00,0.00,0.00,4.50,8.70
3006,09.03.2021 22:20:29,14,19.8,41,-3.0,56,764.2,721.7,0.0,0.0,SW,-10.6,-3.0,0.00,0.00,0.00,4.50,8.70
3007,09.03.2021 22:34:29,14,19.8,41,-3.3,57,764.0,721.5,0.0,0.0,SW,-10.6,-3.3,0.00,0.00,0.00,4.50,8.70
3008,09.03.2021 22:48:29,14,19.8,40,-3.5,57,764.0,721.4,0.0,0.0,SW,-10.8,-3.5,0.00,0.00,0.00,4.50,8.70
3009,09.03.2021 23:02:29,14,19.8,40,-3.7,58,764.0,721.4,0.0,0.0,SW,-10.8,-3.7,0.00,0.00,0.00,4.50,8.70
3010,09.03.2021 23:16:29,14,19.8,40,-3.8,59,763.9,721.4,0.0,0.0,SW,-10.6,-3.8,0.00,0.00,0.00,4.50,8.70
3011,09.03.2021 23:30:29,14,19.8,40,-4.0,59,764.0,721.5,0.0,0.0,SW,-10.8,-4.0,0.00,0.00,0.00,4.50,8.70
3012,09.03.2021 23:44:29,14,19.8,40,-4.2,60,763.9,721.4,0.0,0.0,SW,-10.8,-4.2,0.00,0.00,0.00,4.50,8.70
3013,09.03.2021 23:58:29,14,19.8,40,-4.4,60,763.9,721.4,0.0,0.0,SW,-11.0,-4.4,0.00,0.00,0.00,4.50,8.70
3014,10.03.2021 0:12:29,14,19.8,40,-4.6,61,763.9,721.4,0.0,0.0,SW,-11.0,-4.6,0.00,0.00,0.00,4.50,8.70
3015,10.03.2021 0:26:29,14,19.8,39,-4.7,61,763.8,721.3,0.0,0.0,SW,-11.1,-4.7,0.00,0.00,0.00,4.50,8.70
3016,10.03.2021 0:40:29,14,19.8,39,-4.9,61,763.8,721.3,0.0,0.0,SW,-11.3,-4.9,0.00,0.00,0.00,4.50,8.70
3017,10.03.2021 0:54:29,14,19.8,39,-5.1,62,763.7,721.2,0.0,0.0,SW,-11.3,-5.1,0.00,0.00,0.00,4.50,8.70
3018,10.03.2021 1:08:29,14,19.8,39,-5.3,62,763.8,721.3,0.0,0.0,SW,-11.4,-5.3,0.00,0.00,0.00,4.50,8.70
3019,10.03.2021 1:22:29,14,19.8,39,-5.4,63,763.7,721.2,0.0,0.0,SW,-11.3,-5.4,0.00,0.00,0.00,4.50,8.70
3020,10.03.2021 1:36:29,14,19.8,39,-5.6,64,763.9,721.4,0.0,0.0,SW,-11.3,-5.6,0.00,0.00,0.00,4.50,8.70
3021,10.03.2021 1:50:29,14,19.8,39,-5.8,64,763.8,721.3,0.0,0.0,SW,-11.5,-5.8,0.00,0.00,0.00,4.50,8.70
3022,10.03.2021 2:04:29,14,19.8,38,-5.9,64,763.9,721.4,0.0,0.0,SW,-11.6,-5.9,0.00,0.00,0.00,4.50,8.70
3023,10.03.2021 2:18:29,14,19.7,38,-6.0,64,763.9,721.4,0.0,0.0,SW,-11.7,-6.0,0.00,0.00,0.00,4.50,8.70
3024,10.03.2021 2:32:29,14,19.7,38,-6.1,65,763.9,721.4,0.0,0.0,SW,-11.6,-6.1,0.00,0.00,0.00,4.50,8.70
3025,10.03.2021 2:46:29,14,19.7,38,-6.0,65,763.7,721.1,0.0,0.0,SW,-11.5,-6.0,0.00,0.00,0.00,4.50,8.70
3026,10.03.2021 3:00:29,14,19.7,38,-5.8,65,763.7,721.2,0.0,0.0,SW,-11.3,-5.8,0.00,0.00,0.00,4.50,8.70
3027,10.03.2021 3:14:29,14,19.6,38,-5.8,65,763.7,721.1,0.0,0.0,SW,-11.3,-5.8,0.00,0.00,0.00,4.50,8.70
3028,10.03.2021 3:28:29,14,19.6,38,-5.8,65,763.7,721.1,0.0,0.0,SW,-11.3,-5.8,0.00,0.00,0.00,4.50,8.70
3029,10.03.2021 3:42:29,14,19.6,38,-5.7,66,763.7,721.2,0.0,0.0,SW,-11.0,-5.7,0.00,0.00,0.00,4.50,8.70
3030,10.03.2021 3:56:29,14,19.5,38,-5.7,66,763.6,721.1,0.0,0.0,SW,-11.0,-5.7,0.00,0.00,0.00,4.50,8.70
3031,10.03.2021 4:10:29,14,19.5,38,-5.6,67,763.5,721.0,0.0,0.0,SW,-10.8,-5.6,0.00,0.00,0.00,4.50,8.70
3032,10.03.2021 4:24:29,14,19.5,38,-5.6,67,763.6,721.1,0.0,0.0,SW,-10.8,-5.6,0.00,0.00,0.00,4.50,8.70
3033,10.03.2021 4:38:29,14,19.5,37,-5.6,67,763.6,721.1,0.0,0.0,SW,-10.8,-5.6,0.00,0.00,0.00,4.50,8.70
3034,10.03.2021 4:52:29,14,19.4,37,-5.6,67,763.6,721.1,0.0,0.0,SW,-10.8,-5.6,0.00,0.00,0.00,4.50,8.70
3035,10.03.2021 5:06:29,14,19.4,37,-5.7,67,763.7,721.1,0.0,0.0,SW,-10.9,-5.7,0.00,0.00,0.00,4.50,8.70
3036,10.03.2021 5:20:29,14,19.4,38,-5.7,67,763.8,721.3,0.0,0.0,SW,-10.9,-5.7,0.00,0.00,0.00,4.50,8.70
3037,10.03.2021 5:34:29,14,19.3,37,-5.9,67,763.7,721.1,0.0,0.0,SW,-11.0,-5.9,0.00,0.00,0.00,4.50,8.70
3038,10.03.2021 5:48:29,14,19.3,37,-6.1,67,763.7,721.2,0.0,0.0,SW,-11.2,-6.1,0.00,0.00,0.00,4.50,8.70
3039,10.03.2021 6:02:29,14,19.3,37,-6.4,67,763.9,721.4,0.0,0.0,SW,-11.5,-6.4,0.00,0.00,0.00,4.50,8.70
3040,10.03.2021 6:16:29,14,19.3,37,-6.5,68,763.8,721.3,0.0,0.0,SW,-11.4,-6.5,0.00,0.00,0.00,4.50,8.70
3041,10.03.2021 6:30:29,14,19.2,37,-6.7,68,763.9,721.4,0.0,0.0,SW,-11.6,-6.7,0.00,0.00,0.00,4.50,8.70
3042,10.03.2021 6:44:29,14,19.2,37,-6.8,68,763.9,721.4,0.0,0.0,SW,-11.7,-6.8,0.00,0.00,0.00,4.50,8.70
3043,10.03.2021 6:58:29,14,19.2,37,-6.7,69,764.0,721.4,0.0,0.0,SW,-11.4,-6.7,0.00,0.00,0.00,4.50,8.70
3044,10.03.2021 7:12:29,14,19.2,37,-6.6,69,764.0,721.5,0.0,0.0,SW,-11.4,-6.6,0.00,0.00,0.00,4.50,8.70
3045,10.03.2021 7:26:29,14,19.2,37,-6.3,69,764.0,721.5,0.0,0.0,SW,-11.1,-6.3,0.00,0.00,0.00,4.50,8.70
3046,10.03.2021 7:40:29,14,19.2,37,-5.7,70,764.3,721.7,0.0,0.0,SW,-10.3,-5.7,0.00,0.00,0.00,4.50,8.70
3047,10.03.2021 7:54:29,14,19.2,37,-4.9,70,764.3,721.7,0.0,0.0,SW,-9.5,-4.9,0.00,0.00,0.00,4.50,8.70
3048,10.03.2021 8:08:29,14,19.3,37,-4.1,70,764.4,721.9,0.0,0.0,SW,-8.8,-4.1,0.00,0.00,0.00,4.50,8.70
3049,10.03.2021 8:22:29,14,19.3,37,-3.6,70,764.4,721.9,0.0,0.0,SW,-8.3,-3.6,0.00,0.00,0.00,4.50,8.70
3050,10.03.2021 8:36:29,14,19.3,37,-3.0,69,764.5,722.0,0.0,0.0,SW,-7.9,-3.0,0.00,0.00,0.00,4.50,8.70
3051,10.03.2021 8:50:29,14,19.3,37,-2.3,67,764.5,722.0,0.0,0.0,SW,-7.6,-2.3,0.00,0.00,0.00,4.50,8.70
3052,10.03.2021 9:04:29,14,19.3,37,-1.6,66,764.4,721.9,0.0,0.0,SW,-7.1,-1.6,0.00,0.00,0.00,4.50,8.70
3053,10.03.2021 9:18:29,14,19.3,37,-0.9,66,764.4,721.9,0.0,0.0,SW,-6.5,-0.9,0.00,0.00,0.00,4.50,8.70
3054,10.03.2021 9:32:29,14,19.3,37,0.2,63,764.4,721.9,0.0,0.0,SW,-6.0,0.2,0.00,0.00,0.00,4.50,8.70
3055,10.03.2021 9:46:29,14,19.3,36,0.7,58,764.3,721.8,0.0,0.0,SW,-6.6,0.7,0.00,0.00,0.00,4.50,8.70
3056,10.03.2021 10:00:29,14,19.3,36,1.1,53,764.3,721.8,0.0,0.0,SW,-7.4,1.1,0.00,0.00,0.00,4.50,8.70
3057,10.03.2021 10:14:29,14,19.3,36,1.6,52,764.3,721.8,0.0,0.0,SW,-7.2,1.6,0.00,0.00,0.00,4.50,8.70
3058,10.03.2021 10:28:29,14,19.4,37,2.5,47,764.3,721.8,0.0,0.0,SW,-7.7,2.5,0.00,0.00,0.00,4.50,8.70
3059,10.03.2021 10:42:29,14,19.4,37,3.0,43,764.3,721.7,0.0,0.0,SW,-8.4,3.0,0.00,0.00,0.00,4.50,8.70
3060,10.03.2021 10:56:29,14,19.4,37,3.1,34,764.2,721.7,0.0,0.0,W,-11.2,3.1,0.00,0.00,0.00,4.50,8.70
3061,10.03.2021 11:10:29,14,19.4,37,3.6,34,764.3,721.7,0.0,1.7,W,-10.8,3.6,0.00,0.00,0.00,4.50,8.70
3062,10.03.2021 11:24:29,14,19.4,37,3.7,27,764.3,721.7,0.3,2.7,W,-13.6,3.7,0.00,0.00,0.00,4.50,8.70
3063,10.03.2021 11:38:29,14,19.4,37,4.2,25,764.3,721.7,0.3,3.1,W,-14.1,4.2,0.00,0.00,0.00,4.50,8.70
3064,10.03.2021 11:52:29,14,19.4,37,4.4,24,764.0,721.5,0.0,0.0,W,-14.4,4.4,0.00,0.00,0.00,4.50,8.70
3065,10.03.2021 12:06:29,14,19.4,37,4.9,21,764.1,721.6,1.4,3.7,W,-15.6,4.9,0.00,0.00,0.00,4.50,8.70
3066,10.03.2021 12:20:29,14,19.4,37,4.8,22,764.0,721.5,0.0,0.3,W,-15.1,4.8,0.00,0.00,0.00,4.50,8.70
3067,10.03.2021 12:34:29,14,19.4,36,4.8,20,763.9,721.4,0.0,0.0,W,-16.3,4.8,0.00,0.00,0.00,4.50,8.70
3068,10.03.2021 12:48:29,14,19.5,37,5.0,19,764.0,721.4,1.0,3.7,W,-16.7,5.0,0.00,0.00,0.00,4.50,8.70
3069,10.03.2021 13:02:29,14,19.5,37,4.9,17,763.8,721.3,4.1,6.1,W,-18.1,-1.0,0.00,0.00,0.00,4.50,8.70
3070,10.03.2021 13:16:29,14,19.5,38,5.1,19,763.7,721.2,2.7,6.1,W,-16.6,2.0,0.00,0.00,0.00,4.50,8.70
3071,10.03.2021 13:30:29,14,19.6,40,5.0,17,763.8,721.3,0.0,1.4,W,-18.1,5.0,0.00,0.00,0.00,4.50,8.70
3072,10.03.2021 13:44:29,14,19.6,41,5.1,16,763.8,721.3,1.0,3.7,W,-18.7,5.1,0.00,0.00,0.00,4.50,8.70
3073,10.03.2021 13:58:29,14,19.6,41,5.1,15,763.9,721.4,2.4,4.4,W,-19.4,2.7,0.00,0.00,0.00,4.50,8.70
3074,10.03.2021 14:12:29,14,19.7,41,4.9,15,763.9,721.4,3.1,5.1,W,-19.6,0.9,0.00,0.00,0.00,4.50,8.70
3075,10.03.2021 14:26:29,14,19.7,40,5.0,17,763.9,721.4,2.4,4.1,W,-18.1,2.6,0.00,0.00,0.00,4.50,8.70
3076,10.03.2021 14:40:29,14,19.7,40,5.0,15,763.9,721.4,0.7,3.4,W,-19.5,5.0,0.00,0.00,0.00,4.50,8.70
3077,10.03.2021 14:54:29,14,19.7,40,4.9,17,764.0,721.4,0.0,0.0,W,-18.1,4.9,0.00,0.00,0.00,4.50,8.70
3078,10.03.2021 15:08:29,14,19.7,40,4.8,19,764.0,721.4,1.4,3.7,W,-16.9,4.8,0.00,0.00,0.00,4.50,8.70
3079,10.03.2021 15:22:29,14,19.7,40,4.6,15,763.9,721.4,0.3,3.1,W,-19.8,4.6,0.00,0.00,0.00,4.50,8.70
3080,10.03.2021 15:36:29,14,19.7,39,4.5,19,763.8,721.3,0.0,0.0,W,-17.1,4.5,0.00,0.00,0.00,4.50,8.70
3081,10.03.2021 15:50:29,14,19.7,39,4.3,17,763.8,721.3,2.4,5.8,NW,-18.6,1.8,0.00,0.00,0.00,4.50,8.70
3082,10.03.2021 16:04:29,14,19.7,39,4.1,14,764.0,721.4,2.7,5.4,NW,-21.0,0.8,0.00,0.00,0.00,4.50,8.70
3083,10.03.2021 16:18:29,14,19.7,39,3.9,15,764.0,721.4,1.4,4.8,NW,-20.4,3.9,0.00,0.00,0.00,4.50,8.70
3084,10.03.2021 16:32:29,14,19.7,39,3.6,13,763.7,721.2,0.0,0.0,NW,-22.3,3.6,0.00,0.00,0.00,4.50,8.70
3085,10.03.2021 16:46:29,14,19.7,39,3.5,15,763.7,721.1,0.0,0.0,NW,-20.7,3.5,0.00,0.00,0.00,4.50,8.70
3086,10.03.2021 17:00:29,14,19.7,39,3.3,14,763.7,721.2,1.4,4.1,NW,-21.7,3.3,0.00,0.00,0.00,4.50,8.70
3087,10.03.2021 17:14:29,14,19.6,39,2.9,16,763.8,721.3,0.7,3.1,NW,-20.5,2.9,0.00,0.00,0.00,4.50,8.70
3088,10.03.2021 17:28:29,14,19.6,39,2.5,18,764.0,721.5,0.0,0.0,NW,-19.4,2.5,0.00,0.00,0.00,4.50,8.70
3089,10.03.2021 17:42:29,14,19.6,39,1.9,18,764.2,721.7,1.4,2.7,NW,-19.9,1.9,0.00,0.00,0.00,4.50,8.70
3090,10.03.2021 17:56:29,14,19.5,39,1.4,21,764.1,721.6,0.0,0.0,NW,-18.6,1.4,0.00,0.00,0.00,4.50,8.70
3091,10.03.2021 18:10:29,14,19.5,39,0.6,24,764.3,721.7,0.0,0.0,NW,-17.7,0.6,0.00,0.00,0.00,4.50,8.70
3092,10.03.2021 18:24:29,14,19.4,39,0.0,27,764.5,722.0,0.0,0.0,W,-16.8,0.0,0.00,0.00,0.00,4.50,8.70
3093,10.03.2021 18:38:29,14,19.4,39,-0.7,29,764.6,722.1,0.0,0.0,W,-16.5,-0.7,0.00,0.00,0.00,4.50,8.70
3094,10.03.2021 18:52:29,14,19.4,39,-1.4,31,764.9,722.3,0.0,0.0,W,-16.4,-1.4,0.00,0.00,0.00,4.50,8.70
3095,10.03.2021 19:06:29,14,19.4,39,-1.7,33,764.9,722.4,0.0,0.0,W,-15.9,-1.7,0.00,0.00,0.00,4.50,8.70
3096,10.03.2021 19:20:29,14,19.3,39,-1.8,35,764.9,722.3,0.0,0.0,W,-15.3,-1.8,0.00,0.00,0.00,4.50,8.70
3097,10.03.2021 19:34:29,14,19.3,39,-2.3,37,764.9,722.4,0.0,0.0,NW,-15.0,-2.3,0.00,0.00,0.00,4.50,8.70
3098,10.03.2021 19:48:29,14,19.3,39,-2.7,38,765.2,722.6,0.0,0.0,NW,-15.1,-2.7,0.00,0.00,0.00,4.50,8.70
3099,10.03.2021 20:02:29,14,19.3,39,-2.8,42,765.2,722.7,0.0,0.0,NW,-13.9,-2.8,0.00,0.00,0.00,4.50,8.70
3100,10.03.2021 20:16:29,14,19.3,39,-3.2,42,765.3,722.8,0.0,0.0,WSW,-14.3,-3.2,0.00,0.00,0.00,4.50,8.70
3101,10.03.2021 20:30:29,14,19.3,39,-3.6,42,765.4,722.9,0.0,0.0,WSW,-14.7,-3.6,0.00,0.00,0.00,4.50,8.70
3102,10.03.2021 20:44:29,14,19.3,39,-3.8,44,765.3,722.8,0.0,0.0,WSW,-14.3,-3.8,0.00,0.00,0.00,4.50,8.70
3103,10.03.2021 20:58:29,14,19.3,40,-3.9,46,765.2,722.6,0.0,0.0,WSW,-13.8,-3.9,0.00,0.00,0.00,4.50,8.70
3104,10.03.2021 21:12:29,14,19.3,40,-4.2,47,765.3,722.8,0.0,0.0,WSW,-13.8,-4.2,0.00,0.00,0.00,4.50,8.70
3105,10.03.2021 21:26:29,14,19.3,40,-4.4,47,765.3,722.8,0.0,0.0,WSW,-14.0,-4.4,0.00,0.00,0.00,4.50,8.70
3106,10.03.2021 21:40:29,14,19.3,40,-4.6,48,765.6,723.1,0.0,0.0,WSW,-14.0,-4.6,0.00,0.00,0.00,4.50,8.70
3107,10.03.2021 21:54:29,14,19.3,40,-4.8,49,765.2,722.7,0.0,0.0,WSW,-13.9,-4.8,0.00,0.00,0.00,4.50,8.70
3108,10.03.2021 22:08:29,14,19.3,41,-4.9,50,765.2,722.7,0.0,0.0,WSW,-13.7,-4.9,0.00,0.00,0.00,4.50,8.70
