NO.,Čas,Interval,Vnitřní teplota(°C),Vnitřní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(hpa),Absolutní tlak vzduchu(hpa),Rychlost větru(m/s),Nárazy větru(m/s),Směr větru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),Měsíční úhrn srážek(mm),Celkový úhrn srážek(mm)
852, 18.12.2018 8:33:03,10, 20.3,41, -0.8,90, 1022.9, 976.1, 0.0, 0.0, SE, -2.2, -0.8, 0.00, 0.00, 0.00, 0.90, 0.90
853, 18.12.2018 8:43:03,10, 20.4,40, -0.6,90, 1022.9, 976.1, 0.0, 0.0, SE, -2.0, -0.6, 0.00, 0.00, 0.00, 0.90, 0.90
854, 18.12.2018 8:53:03,10, 20.4,41, -0.5,90, 1023.0, 976.2, 0.0, 0.0, SE, -1.9, -0.5, 0.00, 0.00, 0.00, 0.90, 0.90
855, 18.12.2018 9:03:03,10, 20.4,40, -0.3,90, 1023.1, 976.3, 0.0, 0.0, SE, -1.7, -0.3, 0.00, 0.00, 0.00, 0.90, 0.90
856, 18.12.2018 9:13:03,10, 20.3,40, -0.2,90, 1023.2, 976.4, 0.0, 0.0, SE, -1.6, -0.2, 0.00, 0.00, 0.00, 0.90, 0.90
857, 18.12.2018 9:23:03,10, 20.3,40, 0.0,90, 1023.3, 976.5, 0.0, 0.0, SE, -1.4, 0.0, 0.00, 0.00, 0.00, 0.90, 0.90
858, 18.12.2018 9:33:03,10, 20.3,40, --.-, --, 1023.4, 976.6, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
859, 18.12.2018 9:43:03,10, 20.3,40, 0.4,90, 1023.5, 976.7, 0.0, 0.0, SE, -1.0, 0.4, 0.00, 0.00, 0.00, 0.90, 0.90
860, 18.12.2018 9:53:03,10, 20.3,40, 0.6,90, 1023.3, 976.5, 0.0, 0.0, SE, -0.9, 0.6, 0.00, 0.00, 0.00, 0.90, 0.90
861, 18.12.2018 10:03:03,10, 20.3,40, 0.8,90, 1023.5, 976.7, 0.0, 0.0, SE, -0.7, 0.8, 0.00, 0.00, 0.00, 0.90, 0.90
862, 18.12.2018 10:13:03,10, 20.3,40, 1.0,89, 1023.5, 976.7, 0.0, 0.0, SE, -0.6, 1.0, 0.00, 0.00, 0.00, 0.90, 0.90
863, 18.12.2018 10:23:03,10, 20.3,40, 1.2,89, 1023.3, 976.5, 0.0, 0.0, SE, -0.4, 1.2, 0.00, 0.00, 0.00, 0.90, 0.90
864, 18.12.2018 10:33:03,10, 20.3,40, --.-, --, 1023.3, 976.5, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
865, 18.12.2018 10:43:03,10, 20.3,40, 1.5,88, 1023.3, 976.5, 0.0, 0.0, SE, -0.3, 1.5, 0.00, 0.00, 0.00, 0.90, 0.90
866, 18.12.2018 10:53:03,10, 20.3,40, --.-, --, 1023.2, 976.4, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
867, 18.12.2018 11:03:03,10, 20.3,40, --.-, --, 1023.2, 976.4, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
868, 18.12.2018 11:13:03,10, 20.2,40, 1.7,87, 1023.1, 976.3, 0.0, 0.0, SE, -0.2, 1.7, 0.00, 0.00, 0.00, 0.90, 0.90
869, 18.12.2018 11:23:03,10, 20.2,40, --.-, --, 1023.0, 976.2, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
870, 18.12.2018 11:33:03,10, 20.2,40, --.-, --, 1023.1, 976.3, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
871, 18.12.2018 11:43:03,10, 20.2,40, --.-, --, 1022.9, 976.1, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
872, 18.12.2018 11:53:03,10, 20.2,40, --.-, --, 1023.0, 976.2, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
873, 18.12.2018 12:03:03,10, 20.2,40, --.-, --, 1022.9, 976.1, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
874, 18.12.2018 12:13:03,10, 20.2,40, --.-, --, 1022.8, 976.0, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
875, 18.12.2018 12:23:03,10, 20.1,40, --.-, --, 1022.6, 975.8, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
876, 18.12.2018 12:33:03,10, 20.1,40, --.-, --, 1022.7, 975.9, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
877, 18.12.2018 12:43:03,10, 20.1,40, --.-, --, 1022.6, 975.8, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
878, 18.12.2018 12:53:03,10, 20.1,40, --.-, --, 1022.5, 975.7, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
879, 18.12.2018 13:03:03,10, 20.1,40, --.-, --, 1022.5, 975.7, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
880, 18.12.2018 13:13:03,10, 20.1,40, --.-, --, 1022.6, 975.8, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
881, 18.12.2018 13:23:03,10, 20.1,40, --.-, --, 1022.3, 975.5, --.-, --.-, ---, --.-, --.-, 0.00, 0.00, 0.00, 0.90, 0.90
882, 18.12.2018 13:33:03,10, 20.1,40, 2.6,83, 1022.5, 975.7, 0.0, 0.0, SE, 0.0, 2.6, 0.30, 0.30, 0.30, 1.20, 1.20
883, 18.12.2018 13:43:03,10, 20.0,39, 2.5,83, 1022.4, 975.6, 0.0, 0.0, SE, -0.1, 2.5, 0.30, 0.30, 0.30, 1.20, 1.20
884, 18.12.2018 13:53:03,10, 20.0,39, 2.4,83, 1022.3, 975.5, 0.0, 0.0, SE, -0.2, 2.4, 0.30, 0.30, 0.30, 1.20, 1.20
885, 18.12.2018 14:03:03,10, 20.0,39, 2.4,83, 1022.4, 975.6, 0.0, 0.0, SE, -0.2, 2.4, 0.00, 0.30, 0.30, 1.20, 1.20
886, 18.12.2018 14:13:03,10, 20.0,39, --.-, --, 1022.3, 975.5, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
887, 18.12.2018 14:23:03,10, 20.0,39, --.-, --, 1022.2, 975.4, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
888, 18.12.2018 14:33:03,10, 20.0,39, 2.2,83, 1022.3, 975.5, 0.0, 0.0, SE, -0.4, 2.2, 0.00, 0.30, 0.30, 1.20, 1.20
889, 18.12.2018 14:43:03,10, 19.9,40, 2.2,83, 1022.2, 975.4, 0.0, 0.0, SE, -0.4, 2.2, 0.00, 0.30, 0.30, 1.20, 1.20
890, 18.12.2018 14:53:03,10, 19.9,39, 2.3,83, 1022.3, 975.5, 0.0, 0.0, SE, -0.3, 2.3, 0.00, 0.30, 0.30, 1.20, 1.20
891, 18.12.2018 15:03:03,10, 19.9,39, 2.1,83, 1022.4, 975.6, 0.0, 0.0, SE, -0.5, 2.1, 0.00, 0.30, 0.30, 1.20, 1.20
892, 18.12.2018 15:13:03,10, 19.9,39, 2.1,83, 1022.3, 975.5, 0.0, 0.0, SE, -0.5, 2.1, 0.00, 0.30, 0.30, 1.20, 1.20
893, 18.12.2018 15:23:03,10, 19.9,39, 1.4,83, 1022.3, 975.5, 0.0, 0.0, W, -1.2, 1.4, 0.00, 0.30, 0.30, 1.20, 1.20
894, 18.12.2018 15:33:03,10, 19.8,39, 1.2,83, 1022.2, 975.4, 0.0, 0.3, W, -1.4, 1.2, 0.00, 0.30, 0.30, 1.20, 1.20
895, 18.12.2018 15:43:03,10, 19.8,39, --.-, --, 1022.3, 975.5, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
896, 18.12.2018 15:53:03,10, 19.8,40, --.-, --, 1022.3, 975.5, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
897, 18.12.2018 16:03:03,10, 19.8,40, --.-, --, 1022.3, 975.5, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
898, 18.12.2018 16:13:03,10, 19.8,40, --.-, --, 1022.2, 975.4, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
899, 18.12.2018 16:23:03,10, 19.8,40, 0.0,84, 1022.2, 975.4, 0.0, 0.0, W, -2.4, 0.0, 0.00, 0.30, 0.30, 1.20, 1.20
900, 18.12.2018 16:33:03,10, 19.8,33, --.-, --, 1022.2, 975.4, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
901, 18.12.2018 16:43:03,10, 19.8,40, --.-, --, 1022.2, 975.4, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
902, 18.12.2018 16:53:03,10, 19.9,40, --.-, --, 1022.1, 975.3, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
903, 18.12.2018 17:03:03,10, 19.9,40, -0.6,85, 1022.3, 975.5, 0.0, 0.0, W, -2.8, -0.6, 0.00, 0.30, 0.30, 1.20, 1.20
904, 18.12.2018 17:13:03,10, 19.9,40, -0.6,86, 1022.3, 975.5, 0.0, 0.0, W, -2.7, -0.6, 0.00, 0.30, 0.30, 1.20, 1.20
905, 18.12.2018 17:23:03,10, 19.9,40, -0.6,87, 1022.3, 975.5, 0.0, 0.0, W, -2.5, -0.6, 0.00, 0.30, 0.30, 1.20, 1.20
906, 18.12.2018 17:33:03,10, 19.9,40, -0.6,86, 1022.4, 975.6, 0.0, 0.0, W, -2.7, -0.6, 0.00, 0.30, 0.30, 1.20, 1.20
907, 18.12.2018 17:43:03,10, 19.9,40, -0.6,87, 1022.3, 975.5, 0.0, 0.0, W, -2.5, -0.6, 0.00, 0.30, 0.30, 1.20, 1.20
908, 18.12.2018 17:53:03,10, 19.9,40, -0.7,87, 1022.3, 975.5, 0.0, 0.0, W, -2.6, -0.7, 0.00, 0.30, 0.30, 1.20, 1.20
909, 18.12.2018 18:03:03,10, 19.8,40, -0.7,87, 1022.1, 975.3, 0.0, 0.0, W, -2.6, -0.7, 0.00, 0.30, 0.30, 1.20, 1.20
910, 18.12.2018 18:13:03,10, 19.8,40, -0.7,87, 1022.2, 975.4, 0.0, 0.0, W, -2.6, -0.7, 0.00, 0.30, 0.30, 1.20, 1.20
911, 18.12.2018 18:23:03,10, 19.8,40, -0.7,88, 1022.2, 975.4, 0.0, 0.0, W, -2.4, -0.7, 0.00, 0.30, 0.30, 1.20, 1.20
912, 18.12.2018 18:33:03,10, 19.8,40, -0.7,88, 1022.4, 975.6, 0.0, 0.0, W, -2.4, -0.7, 0.00, 0.30, 0.30, 1.20, 1.20
913, 18.12.2018 18:43:03,10, 19.8,40, -0.7,88, 1022.5, 975.7, 0.0, 0.0, W, -2.4, -0.7, 0.00, 0.30, 0.30, 1.20, 1.20
914, 18.12.2018 18:53:03,10, 19.8,40, -0.8,88, 1022.6, 975.8, 0.0, 0.0, W, -2.5, -0.8, 0.00, 0.30, 0.30, 1.20, 1.20
915, 18.12.2018 19:03:03,10, 19.8,40, -0.7,89, 1022.5, 975.7, 0.0, 0.0, W, -2.3, -0.7, 0.00, 0.30, 0.30, 1.20, 1.20
916, 18.12.2018 19:13:03,10, 19.8,40, --.-, --, 1022.6, 975.8, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
917, 18.12.2018 19:23:03,10, 19.8,40, --.-, --, 1022.5, 975.7, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
918, 18.12.2018 19:33:03,10, 19.8,40, --.-, --, 1022.6, 975.8, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
919, 18.12.2018 19:43:03,10, 19.8,41, --.-, --, 1022.5, 975.7, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
920, 18.12.2018 19:53:03,10, 19.8,41, --.-, --, 1022.7, 975.9, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
921, 18.12.2018 20:03:03,10, 19.8,41, --.-, --, 1022.6, 975.8, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
922, 18.12.2018 20:13:03,10, 19.8,41, --.-, --, 1022.4, 975.6, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
923, 18.12.2018 20:23:03,10, 19.8,41, -0.5,90, 1022.2, 975.4, 0.0, 0.0, W, -1.9, -0.5, 0.00, 0.30, 0.30, 1.20, 1.20
924, 18.12.2018 20:33:03,10, 19.8,41, --.-, --, 1022.3, 975.5, --.-, --.-, ---, --.-, --.-, 0.00, 0.30, 0.30, 1.20, 1.20
925, 18.12.2018 20:43:03,10, 19.8,41, -0.3,90, 1022.6, 975.8, 0.0, 0.0, W, -1.7, -0.3, 0.00, 0.30, 0.30, 1.20, 1.20
926, 18.12.2018 20:53:03,10, 19.8,41, -0.4,90, 1022.6, 975.8, 0.0, 0.0, W, -1.8, -0.4, 0.00, 0.30, 0.30, 1.20, 1.20
927, 18.12.2018 21:03:03,10, 19.8,42, -0.5,90, 1022.7, 975.9, 0.0, 0.3, W, -1.9, -0.5, 0.00, 0.30, 0.30, 1.20, 1.20
928, 18.12.2018 21:13:03,10, 19.8,42, 0.9,66, 1022.7, 975.9, 0.0, 0.0, W, -4.7, 0.9, 0.00, 0.30, 0.30, 1.20, 1.20
929, 18.12.2018 21:23:03,10, 19.9,42, -1.1,90, 1022.7, 975.9, 0.0, 0.0, W, -2.5, -1.1, 0.00, 0.30, 0.30, 1.20, 1.20
930, 18.12.2018 21:33:03,10, 19.9,42, -1.3,90, 1022.6, 975.8, 0.0, 0.0, W, -2.7, -1.3, 0.00, 0.30, 0.30, 1.20, 1.20
931, 18.12.2018 21:43:03,10, 19.9,42, -1.3,91, 1022.4, 975.6, 0.7, 2.0, SE, -2.6, -1.3, 0.00, 0.30, 0.30, 1.20, 1.20
932, 18.12.2018 21:53:03,10, 19.9,42, -1.4,91, 1022.4, 975.6, 0.0, 0.3, S, -2.7, -1.4, 0.00, 0.30, 0.30, 1.20, 1.20
933, 18.12.2018 22:03:03,10, 19.9,42, -1.5,91, 1022.3, 975.5, 0.7, 1.4, S, -2.8, -1.5, 0.00, 0.30, 0.30, 1.20, 1.20
934, 18.12.2018 22:13:03,10, 19.9,42, -1.6,91, 1022.3, 975.5, 0.0, 0.0, SE, -2.9, -1.6, 0.00, 0.30, 0.30, 1.20, 1.20
935, 18.12.2018 22:23:03,10, 19.9,42, -1.7,91, 1022.4, 975.6, 0.0, 0.0, S, -3.0, -1.7, 0.00, 0.30, 0.30, 1.20, 1.20
936, 18.12.2018 22:33:03,10, 19.9,41, -1.7,91, 1022.3, 975.5, 1.0, 1.7, S, -3.0, -1.7, 0.00, 0.30, 0.30, 1.20, 1.20
937, 18.12.2018 22:43:03,10, 19.9,42, -1.8,91, 1022.3, 975.5, 0.0, 0.0, S, -3.1, -1.8, 0.00, 0.30, 0.30, 1.20, 1.20
938, 18.12.2018 22:53:03,10, 19.9,42, -1.8,92, 1022.3, 975.5, 0.0, 0.0, S, -2.9, -1.8, 0.00, 0.30, 0.30, 1.20, 1.20
939, 18.12.2018 23:03:03,10, 19.9,41, -1.9,92, 1022.2, 975.4, 0.0, 0.0, S, -3.0, -1.9, 0.00, 0.30, 0.30, 1.20, 1.20
940, 18.12.2018 23:13:03,10, 19.9,41, -2.1,92, 1022.3, 975.5, 0.7, 1.0, S, -3.2, -2.1, 0.00, 0.30, 0.30, 1.20, 1.20
941, 18.12.2018 23:23:03,10, 19.9,41, -2.2,92, 1022.4, 975.6, 0.0, 0.0, S, -3.3, -2.2, 0.00, 0.30, 0.30, 1.20, 1.20
942, 18.12.2018 23:33:03,10, 19.9,41, -2.5,92, 1022.4, 975.6, 0.0, 0.0, S, -3.6, -2.5, 0.00, 0.30, 0.30, 1.20, 1.20
943, 18.12.2018 23:43:03,10, 19.9,41, -2.7,92, 1022.5, 975.7, 0.3, 1.0, SE, -3.8, -2.7, 0.00, 0.30, 0.30, 1.20, 1.20
944, 18.12.2018 23:53:03,10, 19.9,41, -2.9,92, 1022.2, 975.4, 0.0, 0.0, SE, -4.0, -2.9, 0.00, 0.30, 0.30, 1.20, 1.20
945, 19.12.2018 0:03:03,10, 19.9,41, -3.2,92, 1022.1, 975.3, 1.0, 1.7, SE, -4.3, -3.2, 0.00, 0.00, 0.30, 1.20, 1.20
946, 19.12.2018 0:13:03,10, 19.9,41, -3.5,92, 1022.2, 975.4, 0.7, 1.4, SE, -4.6, -3.5, 0.00, 0.00, 0.30, 1.20, 1.20
947, 19.12.2018 0:23:03,10, 19.9,41, -3.9,92, 1022.0, 975.2, 1.0, 2.0, S, -5.0, -3.9, 0.00, 0.00, 0.30, 1.20, 1.20
948, 19.12.2018 0:33:03,10, 19.9,41, -4.3,92, 1021.8, 975.0, 1.0, 1.7, S, -5.4, -4.3, 0.00, 0.00, 0.30, 1.20, 1.20
949, 19.12.2018 0:43:03,10, 19.9,41, -4.6,92, 1021.8, 975.0, 1.0, 1.7, S, -5.7, -4.6, 0.00, 0.00, 0.30, 1.20, 1.20
950, 19.12.2018 0:53:03,10, 19.9,40, -4.9,92, 1021.6, 974.8, 1.4, 2.0, S, -6.0, -4.9, 0.00, 0.00, 0.30, 1.20, 1.20
951, 19.12.2018 1:03:03,10, 19.9,40, -5.1,92, 1021.5, 974.7, 1.0, 2.0, S, -6.2, -5.1, 0.00, 0.00, 0.30, 1.20, 1.20
952, 19.12.2018 1:13:03,10, 19.9,40, -5.4,92, 1021.4, 974.6, 1.0, 1.4, S, -6.5, -5.4, 0.00, 0.00, 0.30, 1.20, 1.20
953, 19.12.2018 1:23:03,10, 19.8,40, -5.5,92, 1021.4, 974.6, 1.0, 1.7, SE, -6.6, -5.5, 0.00, 0.00, 0.30, 1.20, 1.20
954, 19.12.2018 1:33:03,10, 19.8,40, -5.6,92, 1021.5, 974.7, 0.7, 1.7, S, -6.7, -5.6, 0.00, 0.00, 0.30, 1.20, 1.20
955, 19.12.2018 1:43:03,10, 19.8,40, -5.7,92, 1021.3, 974.5, 1.0, 1.7, SE, -6.8, -5.7, 0.00, 0.00, 0.30, 1.20, 1.20
956, 19.12.2018 1:53:03,10, 19.8,40, -5.6,92, 1021.3, 974.5, 1.0, 2.0, SE, -6.7, -5.6, 0.00, 0.00, 0.30, 1.20, 1.20
957, 19.12.2018 2:03:03,10, 19.8,40, -5.5,92, 1021.4, 974.6, 1.0, 2.7, E, -6.6, -5.5, 0.00, 0.00, 0.30, 1.20, 1.20
958, 19.12.2018 2:13:03,10, 19.8,40, -5.3,92, 1021.6, 974.8, 0.7, 1.4, S, -6.4, -5.3, 0.00, 0.00, 0.30, 1.20, 1.20
959, 19.12.2018 2:23:03,10, 19.8,40, -5.5,92, 1021.6, 974.8, 0.7, 1.4, S, -6.6, -5.5, 0.00, 0.00, 0.30, 1.20, 1.20
960, 19.12.2018 2:33:03,10, 19.7,40, -5.7,92, 1021.5, 974.7, 1.0, 2.0, SE, -6.8, -5.7, 0.00, 0.00, 0.30, 1.20, 1.20
961, 19.12.2018 2:43:03,10, 19.7,40, -5.7,92, 1021.3, 974.5, 1.4, 2.7, E, -6.8, -5.7, 0.00, 0.00, 0.30, 1.20, 1.20
962, 19.12.2018 2:53:03,10, 19.7,40, -5.7,92, 1021.3, 974.5, 1.4, 1.7, SE, -6.8, -5.7, 0.00, 0.00, 0.30, 1.20, 1.20
963, 19.12.2018 3:03:03,10, 19.7,39, -5.8,92, 1021.2, 974.4, 1.4, 2.0, S, -6.9, -5.8, 0.00, 0.00, 0.30, 1.20, 1.20
964, 19.12.2018 3:13:03,10, 19.7,39, -5.9,92, 1021.2, 974.4, 1.0, 1.7, E, -7.0, -5.9, 0.00, 0.00, 0.30, 1.20, 1.20
965, 19.12.2018 3:23:03,10, 19.6,39, -6.1,92, 1021.4, 974.6, 0.7, 1.4, S, -7.2, -6.1, 0.00, 0.00, 0.30, 1.20, 1.20
966, 19.12.2018 3:33:03,10, 19.6,39, -6.2,92, 1021.3, 974.5, 1.4, 2.4, S, -7.3, -6.2, 0.00, 0.00, 0.30, 1.20, 1.20
967, 19.12.2018 3:43:03,10, 19.6,39, -6.3,92, 1021.3, 974.5, 0.7, 1.4, E, -7.4, -6.3, 0.00, 0.00, 0.30, 1.20, 1.20
968, 19.12.2018 3:53:03,10, 19.6,39, -6.4,92, 1021.2, 974.4, 1.0, 2.0, E, -7.5, -6.4, 0.00, 0.00, 0.30, 1.20, 1.20
969, 19.12.2018 4:03:03,10, 19.6,39, -6.4,92, 1021.2, 974.4, 1.7, 2.7, S, -7.5, -6.4, 0.00, 0.00, 0.30, 1.20, 1.20
970, 19.12.2018 4:13:03,10, 19.5,39, -6.5,92, 1021.0, 974.2, 1.7, 2.4, SE, -7.6, -6.5, 0.00, 0.00, 0.30, 1.20, 1.20
971, 19.12.2018 4:23:03,10, 19.5,39, -6.5,92, 1020.8, 974.0, 1.0, 1.7, S, -7.6, -6.5, 0.00, 0.00, 0.30, 1.20, 1.20
972, 19.12.2018 4:33:03,10, 19.5,39, -6.5,92, 1020.7, 973.9, 2.0, 2.7, E, -7.6, -8.4, 0.00, 0.00, 0.30, 1.20, 1.20
973, 19.12.2018 4:43:03,10, 19.5,39, -6.3,92, 1020.5, 973.7, 1.4, 2.4, WNW, -7.4, -6.3, 0.00, 0.00, 0.30, 1.20, 1.20
974, 19.12.2018 4:53:03,10, 19.5,39, -6.2,92, 1020.4, 973.6, 2.0, 3.1, E, -7.3, -8.1, 0.00, 0.00, 0.30, 1.20, 1.20
975, 19.12.2018 5:03:03,10, 19.4,39, -6.2,92, 1020.5, 973.7, 1.0, 2.4, E, -7.3, -6.2, 0.00, 0.00, 0.30, 1.20, 1.20
976, 19.12.2018 5:13:03,10, 19.4,39, -6.1,92, 1020.6, 973.8, 1.0, 2.0, SE, -7.2, -6.1, 0.00, 0.00, 0.30, 1.20, 1.20
977, 19.12.2018 5:23:03,10, 19.4,38, -6.3,92, 1020.4, 973.6, 2.4, 3.1, SE, -7.4, -9.7, 0.00, 0.00, 0.30, 1.20, 1.20
978, 19.12.2018 5:33:03,10, 19.4,38, -6.4,92, 1020.5, 973.7, 1.4, 2.0, SE, -7.5, -6.4, 0.00, 0.00, 0.30, 1.20, 1.20
979, 19.12.2018 5:43:03,10, 19.4,38, -6.5,92, 1020.5, 973.7, 0.0, 0.3, NE, -7.6, -6.5, 0.00, 0.00, 0.30, 1.20, 1.20
980, 19.12.2018 5:53:03,10, 19.5,38, -6.6,92, 1020.6, 973.8, 0.7, 1.7, NW, -7.7, -6.6, 0.00, 0.00, 0.30, 1.20, 1.20
981, 19.12.2018 6:03:03,10, 19.5,38, -6.7,92, 1020.6, 973.8, 0.0, 0.0, NW, -7.8, -6.7, 0.00, 0.00, 0.30, 1.20, 1.20
982, 19.12.2018 6:13:03,10, 19.6,38, -6.7,92, 1020.6, 973.8, 0.7, 1.4, S, -7.8, -6.7, 0.00, 0.00, 0.30, 1.20, 1.20
983, 19.12.2018 6:23:03,10, 19.6,38, -6.4,92, 1020.4, 973.6, 1.0, 2.0, SE, -7.5, -6.4, 0.00, 0.00, 0.30, 1.20, 1.20
984, 19.12.2018 6:33:03,10, 19.7,38, -5.9,92, 1020.5, 973.7, 1.4, 2.7, SE, -7.0, -5.9, 0.00, 0.00, 0.30, 1.20, 1.20
985, 19.12.2018 6:43:03,10, 19.8,38, -5.2,93, 1020.3, 973.5, 2.0, 3.7, S, -6.2, -7.1, 0.00, 0.00, 0.30, 1.20, 1.20
986, 19.12.2018 6:53:03,10, 19.8,38, -4.9,93, 1020.2, 973.4, 1.4, 2.7, SE, -5.9, -4.9, 0.00, 0.00, 0.30, 1.20, 1.20
987, 19.12.2018 7:03:03,10, 19.9,38, -4.8,93, 1020.0, 973.2, 1.4, 2.7, E, -5.8, -4.8, 0.00, 0.00, 0.30, 1.20, 1.20
988, 19.12.2018 7:13:03,10, 19.9,38, -4.4,93, 1020.2, 973.4, 0.7, 1.7, SE, -5.4, -4.4, 0.00, 0.00, 0.30, 1.20, 1.20
989, 19.12.2018 7:23:03,10, 20.0,38, -4.1,93, 1020.0, 973.2, 1.7, 2.7, E, -5.1, -4.1, 0.00, 0.00, 0.30, 1.20, 1.20
990, 19.12.2018 7:33:03,10, 20.1,37, -3.9,93, 1020.1, 973.3, 1.4, 2.0, SE, -4.9, -3.9, 0.00, 0.00, 0.30, 1.20, 1.20
991, 19.12.2018 7:43:03,10, 20.1,37, -3.8,93, 1020.5, 973.7, 1.4, 2.0, S, -4.8, -3.8, 0.00, 0.00, 0.30, 1.20, 1.20
992, 19.12.2018 7:53:03,10, 20.2,37, -3.7,93, 1020.6, 973.8, 2.0, 2.4, SE, -4.7, -5.5, 0.00, 0.00, 0.30, 1.20, 1.20
993, 19.12.2018 8:03:03,10, 20.3,37, -3.3,93, 1020.7, 973.9, 0.3, 1.4, E, -4.3, -3.3, 0.00, 0.00, 0.30, 1.20, 1.20
994, 19.12.2018 8:13:03,10, 20.3,37, -2.7,93, 1020.8, 974.0, 1.7, 2.0, E, -3.7, -2.7, 0.00, 0.00, 0.30, 1.20, 1.20
995, 19.12.2018 8:23:03,10, 20.4,37, -2.4,93, 1020.7, 973.9, 1.0, 1.7, S, -3.4, -2.4, 0.00, 0.00, 0.30, 1.20, 1.20
996, 19.12.2018 8:33:03,10, 20.4,38, -2.0,93, 1020.6, 973.8, 1.0, 2.0, NE, -3.0, -2.0, 0.00, 0.00, 0.30, 1.20, 1.20
997, 19.12.2018 8:43:03,10, 20.4,38, -0.9,94, 1020.6, 973.8, 1.4, 2.0, S, -1.7, -0.9, 0.00, 0.00, 0.30, 1.20, 1.20
998, 19.12.2018 8:53:03,10, 20.4,38, -0.4,93, 1020.3, 973.5, 1.4, 2.7, E, -1.4, -0.4, 0.00, 0.00, 0.30, 1.20, 1.20
999, 19.12.2018 9:03:03,10, 20.4,38, 0.0,93, 1020.3, 973.5, 1.0, 2.0, N, -1.0, 0.0, 0.00, 0.00, 0.30, 1.20, 1.20
1000, 19.12.2018 9:13:03,10, 20.4,38, 0.4,92, 1020.2, 973.4, 2.0, 3.1, E, -0.7, -1.2, 0.00, 0.00, 0.30, 1.20, 1.20
1001, 19.12.2018 9:23:03,10, 20.4,38, 0.7,90, 1020.1, 973.3, 3.7, 6.8, NE, -0.8, -5.2, 0.00, 0.00, 0.30, 1.20, 1.20
1002, 19.12.2018 9:33:03,10, 20.4,38, 1.0,88, 1020.1, 973.3, 0.7, 3.4, E, -0.8, 1.0, 0.00, 0.00, 0.30, 1.20, 1.20
1003, 19.12.2018 9:43:03,10, 20.4,38, 1.2,87, 1020.1, 973.3, 0.7, 1.4, NE, -0.7, 1.2, 0.00, 0.00, 0.30, 1.20, 1.20
1004, 19.12.2018 9:53:03,10, 20.5,38, 1.4,84, 1020.3, 973.5, 1.4, 2.7, NE, -1.0, 1.4, 0.00, 0.00, 0.30, 1.20, 1.20
