NO.,Čas,Interval,Vnitřní teplota(°C),Vnitřní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(hpa),Absolutní tlak vzduchu(hpa),Rychlost větru(m/s),Nárazy větru(m/s),Směr větru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),Měsíční úhrn srážek(mm),Celkový úhrn srážek(mm)
1, 12.12.2018 10:43:03,30, 21.5,43, 2.0,99, 1012.7, 965.9, 0.0, 0.0, W, 1.9, 2.0, 0.00, 0.00, 0.00, 0.00, 0.00
2, 12.12.2018 10:53:03,10, 21.4,42, 1.7,99, 1012.8, 966.0, 0.0, 0.0, W, 1.6, 1.7, 0.00, 0.00, 0.00, 0.00, 0.00
3, 12.12.2018 11:03:03,10, 21.4,42, 1.5,99, 1012.8, 966.0, 0.0, 0.0, W, 1.4, 1.5, 0.00, 0.00, 0.00, 0.00, 0.00
4, 12.12.2018 11:13:03,10, 21.3,42, 1.4,99, 1012.8, 966.0, 0.0, 0.0, W, 1.3, 1.4, 0.00, 0.00, 0.00, 0.00, 0.00
5, 12.12.2018 11:23:03,10, 21.3,42, 1.4,99, 1012.8, 966.0, 0.0, 0.0, SE, 1.3, 1.4, 0.00, 0.00, 0.00, 0.00, 0.00
6, 12.12.2018 11:33:03,10, 21.3,42, 1.2,99, 1012.8, 966.0, 0.0, 0.0, SW, 1.1, 1.2, 0.00, 0.00, 0.00, 0.00, 0.00
7, 12.12.2018 11:43:03,10, 21.3,42, 1.1,99, 1012.8, 966.0, 0.0, 0.0, NE, 1.0, 1.1, 0.00, 0.00, 0.00, 0.00, 0.00
8, 12.12.2018 11:53:03,10, 21.3,42, 1.4,99, 1012.8, 966.0, 0.0, 0.0, SW, 1.3, 1.4, 0.00, 0.00, 0.00, 0.00, 0.00
9, 12.12.2018 12:03:03,10, 21.3,42, 1.7,99, 1012.8, 966.0, 0.0, 0.0, E, 1.6, 1.7, 0.00, 0.00, 0.00, 0.00, 0.00
10, 12.12.2018 12:13:03,10, 21.2,42, 1.9,99, 1012.8, 966.0, 0.0, 0.0, SW, 1.8, 1.9, 0.00, 0.00, 0.00, 0.00, 0.00
11, 12.12.2018 12:23:03,10, 21.2,42, 1.7,97, 1012.9, 966.1, 0.0, 0.0, SW, 1.3, 1.7, 0.30, 0.30, 0.30, 0.30, 0.30
12, 12.12.2018 12:33:03,10, 21.1,42, 1.5,95, 1012.9, 966.1, 0.0, 0.0, NW, 0.8, 1.5, 0.30, 0.30, 0.30, 0.30, 0.30
13, 12.12.2018 12:43:03,10, 21.0,42, 1.5,95, 1013.0, 966.2, 0.0, 0.0, SW, 0.8, 1.5, 0.30, 0.30, 0.30, 0.30, 0.30
14, 12.12.2018 12:53:03,10, 21.0,42, 1.9,96, 1013.1, 966.3, 0.0, 0.0, S, 1.3, 1.9, 0.30, 0.30, 0.30, 0.30, 0.30
15, 12.12.2018 13:03:03,10, 20.9,42, 2.2,96, 1013.0, 966.2, 0.0, 0.0, S, 1.6, 2.2, 0.00, 0.30, 0.30, 0.30, 0.30
16, 12.12.2018 13:13:03,10, 20.9,42, 2.1,95, 1013.2, 966.4, 0.0, 0.0, W, 1.4, 2.1, 0.00, 0.30, 0.30, 0.30, 0.30
17, 12.12.2018 13:23:03,10, 20.8,42, 2.0,94, 1013.3, 966.5, 0.0, 0.0, W, 1.1, 2.0, 0.00, 0.30, 0.30, 0.30, 0.30
18, 12.12.2018 13:33:03,10, 20.7,43, 1.9,94, 1013.3, 966.5, 0.0, 0.0, W, 1.0, 1.9, 0.00, 0.30, 0.30, 0.30, 0.30
19, 12.12.2018 13:43:03,10, 20.7,43, 1.7,93, 1013.4, 966.6, 0.0, 0.0, W, 0.7, 1.7, 0.30, 0.60, 0.60, 0.60, 0.60
20, 12.12.2018 13:53:03,10, 20.7,43, 1.4,92, 1013.5, 966.7, 0.0, 0.0, NW, 0.2, 1.4, 0.30, 0.60, 0.60, 0.60, 0.60
21, 12.12.2018 14:03:03,10, 20.8,43, 1.2,92, 1013.6, 966.8, 0.0, 0.0, NW, 0.0, 1.2, 0.00, 0.60, 0.60, 0.60, 0.60
22, 12.12.2018 14:13:03,10, 20.8,43, 1.1,92, 1013.6, 966.8, 0.0, 0.0, W, -0.1, 1.1, 0.00, 0.60, 0.60, 0.60, 0.60
23, 12.12.2018 14:23:03,10, 20.9,43, 1.1,92, 1013.6, 966.8, 0.0, 0.0, N, -0.1, 1.1, 0.00, 0.60, 0.60, 0.60, 0.60
24, 12.12.2018 14:33:03,10, 21.0,43, 1.1,91, 1013.6, 966.8, 0.0, 0.0, NW, -0.2, 1.1, 0.00, 0.60, 0.60, 0.60, 0.60
25, 12.12.2018 14:43:03,10, 21.0,43, 1.1,91, 1013.7, 966.9, 0.0, 0.0, NW, -0.2, 1.1, 0.00, 0.60, 0.60, 0.60, 0.60
26, 12.12.2018 14:53:03,10, 21.1,43, 1.1,91, 1013.7, 966.9, 0.0, 0.0, NW, -0.2, 1.1, 0.00, 0.60, 0.60, 0.60, 0.60
27, 12.12.2018 15:03:03,10, 21.2,42, 1.0,91, 1013.8, 967.0, 0.0, 0.0, NW, -0.3, 1.0, 0.00, 0.60, 0.60, 0.60, 0.60
28, 12.12.2018 15:13:03,10, 21.2,42, 0.9,91, 1013.9, 967.1, 0.0, 0.0, W, -0.4, 0.9, 0.00, 0.60, 0.60, 0.60, 0.60
29, 12.12.2018 15:23:03,10, 21.1,42, 0.8,91, 1013.9, 967.1, 0.0, 0.0, W, -0.5, 0.8, 0.00, 0.60, 0.60, 0.60, 0.60
30, 12.12.2018 15:33:03,10, 21.0,43, 0.7,91, 1014.0, 967.2, 0.0, 0.0, NW, -0.6, 0.7, 0.00, 0.60, 0.60, 0.60, 0.60
31, 12.12.2018 15:43:03,10, 20.9,43, 0.4,90, 1013.9, 967.1, 0.0, 0.0, NW, -1.0, 0.4, 0.00, 0.60, 0.60, 0.60, 0.60
32, 12.12.2018 15:53:03,10, 20.9,43, 0.1,90, 1013.9, 967.1, 0.0, 0.0, NW, -1.3, 0.1, 0.00, 0.60, 0.60, 0.60, 0.60
33, 12.12.2018 16:03:03,10, 20.9,43, -0.3,90, 1014.1, 967.3, 0.0, 0.0, NW, -1.7, -0.3, 0.00, 0.60, 0.60, 0.60, 0.60
34, 12.12.2018 16:13:03,10, 20.9,43, -0.6,90, 1014.2, 967.4, 0.0, 0.0, NW, -2.0, -0.6, 0.00, 0.60, 0.60, 0.60, 0.60
35, 12.12.2018 16:23:03,10, 20.8,42, -0.7,91, 1014.3, 967.5, 0.0, 0.0, NW, -2.0, -0.7, 0.00, 0.60, 0.60, 0.60, 0.60
36, 12.12.2018 16:33:03,10, 20.7,42, -0.8,91, 1014.2, 967.4, 0.0, 0.0, NW, -2.1, -0.8, 0.00, 0.60, 0.60, 0.60, 0.60
37, 12.12.2018 16:43:03,10, 20.7,42, -0.8,91, 1014.3, 967.5, 0.0, 0.0, NW, -2.1, -0.8, 0.00, 0.60, 0.60, 0.60, 0.60
38, 12.12.2018 16:53:03,10, 20.7,42, -0.8,91, 1014.4, 967.6, 0.0, 0.0, NW, -2.1, -0.8, 0.00, 0.60, 0.60, 0.60, 0.60
39, 12.12.2018 17:03:03,10, 20.7,42, -0.8,92, 1014.4, 967.6, 0.0, 0.0, NW, -1.9, -0.8, 0.00, 0.60, 0.60, 0.60, 0.60
40, 12.12.2018 17:13:03,10, 20.7,42, -0.7,92, 1014.4, 967.6, 0.0, 0.0, S, -1.8, -0.7, 0.00, 0.60, 0.60, 0.60, 0.60
41, 12.12.2018 17:23:03,10, 20.7,42, -0.6,92, 1014.4, 967.6, 0.0, 0.0, S, -1.7, -0.6, 0.00, 0.60, 0.60, 0.60, 0.60
42, 12.12.2018 17:33:03,10, 20.7,42, -0.4,93, 1014.6, 967.8, 0.0, 0.0, SE, -1.4, -0.4, 0.00, 0.60, 0.60, 0.60, 0.60
43, 12.12.2018 17:43:03,10, 20.7,42, -0.3,93, 1014.6, 967.8, 0.0, 0.0, SE, -1.3, -0.3, 0.00, 0.60, 0.60, 0.60, 0.60
44, 12.12.2018 17:53:03,10, 20.8,43, -0.5,93, 1014.7, 967.9, 0.0, 0.0, ---, -1.5, -0.5, 0.00, 0.60, 0.60, 0.60, 0.60
45, 12.12.2018 18:03:03,10, 20.8,43, -0.8,93, 1014.7, 967.9, 0.0, 0.0, NW, -1.8, -0.8, 0.00, 0.60, 0.60, 0.60, 0.60
46, 12.12.2018 18:13:03,10, 20.8,42, -0.9,93, 1014.8, 968.0, 0.0, 0.0, NW, -1.9, -0.9, 0.00, 0.60, 0.60, 0.60, 0.60
47, 12.12.2018 18:23:03,10, 20.8,42, -0.9,93, 1014.7, 967.9, 0.0, 0.0, NW, -1.9, -0.9, 0.00, 0.60, 0.60, 0.60, 0.60
48, 12.12.2018 18:33:03,10, 20.8,43, -0.9,94, 1014.8, 968.0, 0.0, 0.0, ---, -1.7, -0.9, 0.00, 0.60, 0.60, 0.60, 0.60
49, 12.12.2018 18:43:03,10, 20.9,43, -0.9,94, 1014.8, 968.0, 0.0, 0.0, NW, -1.7, -0.9, 0.00, 0.60, 0.60, 0.60, 0.60
50, 12.12.2018 18:53:03,10, 20.9,44, -0.9,94, 1014.8, 968.0, 0.0, 0.0, NW, -1.7, -0.9, 0.00, 0.60, 0.60, 0.60, 0.60
51, 12.12.2018 19:03:03,10, 20.9,44, -0.7,94, 1014.9, 968.1, 0.0, 0.0, NW, -1.5, -0.7, 0.00, 0.60, 0.60, 0.60, 0.60
52, 12.12.2018 19:13:03,10, 20.9,44, -0.5,95, 1014.9, 968.1, 0.0, 0.0, W, -1.2, -0.5, 0.00, 0.60, 0.60, 0.60, 0.60
53, 12.12.2018 19:23:03,10, 20.9,45, -0.4,95, 1015.0, 968.2, 0.0, 0.0, E, -1.1, -0.4, 0.00, 0.60, 0.60, 0.60, 0.60
54, 12.12.2018 19:33:03,10, 20.9,45, -0.3,95, 1015.1, 968.3, 0.0, 0.0, NW, -1.0, -0.3, 0.00, 0.60, 0.60, 0.60, 0.60
55, 12.12.2018 19:43:03,10, 20.8,45, -0.2,95, 1015.2, 968.4, 0.0, 0.0, SE, -0.9, -0.2, 0.00, 0.60, 0.60, 0.60, 0.60
56, 12.12.2018 19:53:03,10, 20.8,45, -0.4,95, 1015.3, 968.5, 0.0, 0.0, W, -1.1, -0.4, 0.00, 0.60, 0.60, 0.60, 0.60
57, 12.12.2018 20:03:03,10, 20.8,45, -0.5,95, 1015.2, 968.4, 0.0, 0.0, E, -1.2, -0.5, 0.00, 0.60, 0.60, 0.60, 0.60
58, 12.12.2018 20:13:03,10, 20.8,45, -0.8,95, 1015.1, 968.3, 0.0, 0.0, S, -1.5, -0.8, 0.00, 0.60, 0.60, 0.60, 0.60
59, 12.12.2018 20:23:03,10, 20.8,45, -0.8,95, 1015.2, 968.4, 0.0, 0.0, S, -1.5, -0.8, 0.00, 0.60, 0.60, 0.60, 0.60
60, 12.12.2018 20:33:03,10, 20.8,46, -1.1,95, 1015.3, 968.5, 0.0, 0.0, S, -1.8, -1.1, 0.00, 0.60, 0.60, 0.60, 0.60
61, 12.12.2018 20:43:03,10, 20.8,46, -1.4,95, 1015.4, 968.6, 0.0, 0.0, S, -2.1, -1.4, 0.00, 0.60, 0.60, 0.60, 0.60
62, 12.12.2018 20:53:03,10, 20.8,46, -1.7,94, 1015.5, 968.7, 0.0, 0.0, S, -2.5, -1.7, 0.00, 0.60, 0.60, 0.60, 0.60
63, 12.12.2018 21:03:03,10, 20.8,46, -2.1,94, 1015.6, 968.8, 0.0, 0.0, S, -2.9, -2.1, 0.00, 0.60, 0.60, 0.60, 0.60
64, 12.12.2018 21:13:03,10, 20.8,46, -2.6,94, 1015.7, 968.9, 0.0, 0.0, S, -3.4, -2.6, 0.00, 0.60, 0.60, 0.60, 0.60
65, 12.12.2018 21:23:03,10, 20.8,46, -2.8,94, 1015.8, 969.0, 0.0, 0.0, E, -3.6, -2.8, 0.00, 0.60, 0.60, 0.60, 0.60
66, 12.12.2018 21:33:03,10, 20.8,46, -3.1,94, 1015.8, 969.0, 0.0, 0.0, S, -3.9, -3.1, 0.00, 0.60, 0.60, 0.60, 0.60
67, 12.12.2018 21:43:03,10, 20.8,46, -3.2,94, 1015.9, 969.1, 0.0, 0.0, S, -4.0, -3.2, 0.00, 0.60, 0.60, 0.60, 0.60
68, 12.12.2018 21:53:03,10, 20.8,46, -3.5,94, 1015.9, 969.1, 0.0, 0.0, ---, -4.3, -3.5, 0.00, 0.60, 0.60, 0.60, 0.60
69, 12.12.2018 22:03:03,10, 20.8,46, -3.7,94, 1015.9, 969.1, 0.0, 0.0, E, -4.5, -3.7, 0.00, 0.60, 0.60, 0.60, 0.60
70, 12.12.2018 22:13:03,10, 20.8,46, -3.9,94, 1016.0, 969.2, 0.0, 0.0, S, -4.7, -3.9, 0.00, 0.60, 0.60, 0.60, 0.60
71, 12.12.2018 22:23:03,10, 20.8,46, -4.3,94, 1016.0, 969.2, 0.0, 0.0, S, -5.1, -4.3, 0.00, 0.60, 0.60, 0.60, 0.60
72, 12.12.2018 22:33:03,10, 20.8,46, -4.5,94, 1016.1, 969.3, 0.0, 0.0, SE, -5.3, -4.5, 0.00, 0.60, 0.60, 0.60, 0.60
73, 12.12.2018 22:43:03,10, 20.8,46, -4.6,94, 1016.0, 969.2, 0.0, 0.0, S, -5.4, -4.6, 0.00, 0.60, 0.60, 0.60, 0.60
74, 12.12.2018 22:53:03,10, 20.7,46, -4.8,94, 1016.2, 969.4, 0.0, 0.0, S, -5.6, -4.8, 0.00, 0.60, 0.60, 0.60, 0.60
75, 12.12.2018 23:03:03,10, 20.6,46, -4.9,95, 1016.3, 969.5, 0.0, 0.0, S, -5.6, -4.9, 0.00, 0.60, 0.60, 0.60, 0.60
76, 12.12.2018 23:13:03,10, 20.6,45, -4.8,95, 1016.1, 969.3, 0.0, 0.0, S, -5.5, -4.8, 0.00, 0.60, 0.60, 0.60, 0.60
77, 12.12.2018 23:23:03,10, 20.5,46, -4.7,95, 1016.3, 969.5, 0.0, 0.0, E, -5.4, -4.7, 0.00, 0.60, 0.60, 0.60, 0.60
78, 12.12.2018 23:33:03,10, 20.5,46, -4.7,95, 1016.2, 969.4, 0.0, 0.0, SE, -5.4, -4.7, 0.00, 0.60, 0.60, 0.60, 0.60
79, 12.12.2018 23:43:03,10, 20.4,45, -4.8,95, 1016.3, 969.5, 0.0, 0.0, SE, -5.5, -4.8, 0.00, 0.60, 0.60, 0.60, 0.60
80, 12.12.2018 23:53:03,10, 20.4,46, -4.9,95, 1016.3, 969.5, 0.0, 0.0, SE, -5.6, -4.9, 0.00, 0.60, 0.60, 0.60, 0.60
81, 13.12.2018 0:03:03,10, 20.4,46, -5.0,95, 1016.4, 969.6, 0.0, 0.0, SE, -5.7, -5.0, 0.00, 0.00, 0.60, 0.60, 0.60
82, 13.12.2018 0:13:03,10, 20.3,46, -5.3,95, 1016.5, 969.7, 0.0, 0.0, E, -6.0, -5.3, 0.00, 0.00, 0.60, 0.60, 0.60
83, 13.12.2018 0:23:03,10, 20.2,45, -5.7,95, 1016.3, 969.5, 0.0, 0.0, S, -6.4, -5.7, 0.00, 0.00, 0.60, 0.60, 0.60
84, 13.12.2018 0:33:03,10, 20.2,45, -6.2,95, 1016.4, 969.6, 0.0, 0.0, S, -6.9, -6.2, 0.00, 0.00, 0.60, 0.60, 0.60
85, 13.12.2018 0:43:03,10, 20.2,45, -6.5,95, 1016.4, 969.6, 0.0, 0.0, SE, -7.2, -6.5, 0.00, 0.00, 0.60, 0.60, 0.60
86, 13.12.2018 0:53:03,10, 20.1,45, -6.8,95, 1016.3, 969.5, 0.0, 0.0, S, -7.5, -6.8, 0.00, 0.00, 0.60, 0.60, 0.60
87, 13.12.2018 1:03:03,10, 20.1,45, -6.9,95, 1016.5, 969.7, 0.0, 0.0, S, -7.6, -6.9, 0.00, 0.00, 0.60, 0.60, 0.60
88, 13.12.2018 1:13:03,10, 20.0,45, -7.2,95, 1016.3, 969.5, 0.0, 0.0, SE, -7.9, -7.2, 0.00, 0.00, 0.60, 0.60, 0.60
89, 13.12.2018 1:23:03,10, 20.0,45, -7.4,95, 1016.4, 969.6, 0.0, 0.0, S, -8.1, -7.4, 0.00, 0.00, 0.60, 0.60, 0.60
90, 13.12.2018 1:33:03,10, 20.0,45, -7.5,95, 1016.4, 969.6, 0.0, 0.0, S, -8.2, -7.5, 0.00, 0.00, 0.60, 0.60, 0.60
91, 13.12.2018 1:43:03,10, 19.9,45, -7.6,95, 1016.5, 969.7, 0.0, 0.0, S, -8.3, -7.6, 0.00, 0.00, 0.60, 0.60, 0.60
92, 13.12.2018 1:53:03,10, 19.9,45, -7.8,95, 1016.4, 969.6, 0.0, 0.0, S, -8.5, -7.8, 0.00, 0.00, 0.60, 0.60, 0.60
93, 13.12.2018 2:03:03,10, 19.8,45, -8.0,95, 1016.6, 969.8, 0.0, 0.0, S, -8.7, -8.0, 0.00, 0.00, 0.60, 0.60, 0.60
94, 13.12.2018 2:13:03,10, 19.8,45, -8.2,95, 1016.6, 969.8, 0.0, 0.0, SE, -8.9, -8.2, 0.00, 0.00, 0.60, 0.60, 0.60
95, 13.12.2018 2:23:03,10, 19.8,45, -8.3,95, 1016.5, 969.7, 0.0, 0.0, SE, -9.0, -8.3, 0.00, 0.00, 0.60, 0.60, 0.60
96, 13.12.2018 2:33:03,10, 19.7,45, -8.3,95, 1016.5, 969.7, 0.0, 0.0, S, -9.0, -8.3, 0.00, 0.00, 0.60, 0.60, 0.60
97, 13.12.2018 2:43:03,10, 19.7,45, -8.4,95, 1016.3, 969.5, 0.0, 0.0, SE, -9.1, -8.4, 0.00, 0.00, 0.60, 0.60, 0.60
98, 13.12.2018 2:53:03,10, 19.7,45, -8.5,95, 1016.4, 969.6, 0.0, 0.0, SE, -9.2, -8.5, 0.00, 0.00, 0.60, 0.60, 0.60
99, 13.12.2018 3:03:03,10, 19.6,45, -8.5,95, 1016.3, 969.5, 0.0, 0.0, SE, -9.2, -8.5, 0.00, 0.00, 0.60, 0.60, 0.60
100, 13.12.2018 3:13:03,10, 19.6,45, -8.7,95, 1016.5, 969.7, 0.0, 0.0, SE, -9.4, -8.7, 0.00, 0.00, 0.60, 0.60, 0.60
101, 13.12.2018 3:23:03,10, 19.6,45, -8.8,95, 1016.6, 969.8, 0.0, 0.0, SE, -9.5, -8.8, 0.00, 0.00, 0.60, 0.60, 0.60
102, 13.12.2018 3:33:03,10, 19.6,45, -9.0,95, 1016.7, 969.9, 0.0, 0.0, SE, -9.7, -9.0, 0.00, 0.00, 0.60, 0.60, 0.60
103, 13.12.2018 3:43:03,10, 19.5,45, -9.0,95, 1016.5, 969.7, 0.0, 0.0, SE, -9.7, -9.0, 0.00, 0.00, 0.60, 0.60, 0.60
104, 13.12.2018 3:53:03,10, 19.5,45, -9.0,95, 1016.5, 969.7, 0.0, 0.0, S, -9.7, -9.0, 0.00, 0.00, 0.60, 0.60, 0.60
105, 13.12.2018 4:03:03,10, 19.5,45, -9.0,95, 1016.6, 969.8, 0.0, 0.0, SE, -9.7, -9.0, 0.00, 0.00, 0.60, 0.60, 0.60
106, 13.12.2018 4:13:03,10, 19.4,45, -9.1,95, 1016.6, 969.8, 0.0, 0.0, SE, -9.8, -9.1, 0.00, 0.00, 0.60, 0.60, 0.60
107, 13.12.2018 4:23:03,10, 19.4,45, -9.3,94, 1016.5, 969.7, 0.0, 0.0, NNW, -10.1, -9.3, 0.00, 0.00, 0.60, 0.60, 0.60
108, 13.12.2018 4:33:03,10, 19.4,45, -9.4,94, 1016.4, 969.6, 0.0, 0.0, S, -10.2, -9.4, 0.00, 0.00, 0.60, 0.60, 0.60
109, 13.12.2018 4:43:03,10, 19.4,45, -9.5,94, 1016.4, 969.6, 0.0, 0.0, SE, -10.3, -9.5, 0.00, 0.00, 0.60, 0.60, 0.60
110, 13.12.2018 4:53:03,10, 19.3,45, -9.6,94, 1016.3, 969.5, 0.0, 0.0, SE, -10.4, -9.6, 0.00, 0.00, 0.60, 0.60, 0.60
111, 13.12.2018 5:03:03,10, 19.3,45, -9.6,94, 1016.3, 969.5, 0.0, 0.0, S, -10.4, -9.6, 0.00, 0.00, 0.60, 0.60, 0.60
112, 13.12.2018 5:13:03,10, 19.3,45, -9.7,94, 1016.3, 969.5, 0.0, 0.0, SE, -10.5, -9.7, 0.00, 0.00, 0.60, 0.60, 0.60
113, 13.12.2018 5:23:03,10, 19.3,45, -9.8,94, 1016.3, 969.5, 0.0, 0.0, SE, -10.6, -9.8, 0.00, 0.00, 0.60, 0.60, 0.60
114, 13.12.2018 5:33:03,10, 19.2,45, -9.8,94, 1016.3, 969.5, 0.0, 0.0, S, -10.6, -9.8, 0.00, 0.00, 0.60, 0.60, 0.60
115, 13.12.2018 5:43:03,10, 19.2,45, -9.8,94, 1016.3, 969.5, 0.0, 0.0, S, -10.6, -9.8, 0.00, 0.00, 0.60, 0.60, 0.60
116, 13.12.2018 5:53:03,10, 19.2,45, -9.8,94, 1016.1, 969.3, 0.0, 0.0, SE, -10.6, -9.8, 0.00, 0.00, 0.60, 0.60, 0.60
117, 13.12.2018 6:03:03,10, 19.1,45, -10.0,94, 1016.1, 969.3, 0.0, 0.0, S, -10.8, -10.0, 0.00, 0.00, 0.60, 0.60, 0.60
118, 13.12.2018 6:13:03,10, 19.1,45, -10.0,94, 1016.2, 969.4, 0.0, 0.0, S, -10.8, -10.0, 0.00, 0.00, 0.60, 0.60, 0.60
119, 13.12.2018 6:23:03,10, 19.1,45, -10.0,94, 1016.3, 969.5, 0.0, 0.0, SE, -10.8, -10.0, 0.00, 0.00, 0.60, 0.60, 0.60
120, 13.12.2018 6:33:03,10, 19.1,45, -10.0,94, 1016.3, 969.5, 0.0, 0.0, S, -10.8, -10.0, 0.00, 0.00, 0.60, 0.60, 0.60
121, 13.12.2018 6:43:03,10, 19.1,44, -10.2,94, 1016.3, 969.5, 0.0, 0.0, S, -11.0, -10.2, 0.00, 0.00, 0.60, 0.60, 0.60
122, 13.12.2018 6:53:03,10, 19.1,44, -10.3,94, 1016.4, 969.6, 0.0, 0.0, S, -11.1, -10.3, 0.00, 0.00, 0.60, 0.60, 0.60
123, 13.12.2018 7:03:03,10, 19.1,43, -10.3,94, 1016.3, 969.5, 0.0, 0.0, S, -11.1, -10.3, 0.00, 0.00, 0.60, 0.60, 0.60
124, 13.12.2018 7:13:03,10, 19.1,43, -10.3,94, 1016.4, 969.6, 0.0, 0.0, S, -11.1, -10.3, 0.00, 0.00, 0.60, 0.60, 0.60
125, 13.12.2018 7:23:03,10, 19.1,43, -10.3,94, 1016.4, 969.6, 0.0, 0.0, E, -11.1, -10.3, 0.00, 0.00, 0.60, 0.60, 0.60
126, 13.12.2018 7:33:03,10, 19.2,43, -10.4,94, 1016.4, 969.6, 0.0, 0.0, S, -11.2, -10.4, 0.00, 0.00, 0.60, 0.60, 0.60
127, 13.12.2018 7:43:03,10, 19.2,43, -10.5,94, 1016.5, 969.7, 0.0, 0.0, S, -11.3, -10.5, 0.00, 0.00, 0.60, 0.60, 0.60
128, 13.12.2018 7:53:03,10, 19.3,43, -10.5,94, 1016.4, 969.6, 0.0, 0.0, SE, -11.3, -10.5, 0.00, 0.00, 0.60, 0.60, 0.60
129, 13.12.2018 8:03:03,10, 19.3,42, -10.4,94, 1016.5, 969.7, 0.0, 0.0, S, -11.2, -10.4, 0.00, 0.00, 0.60, 0.60, 0.60
130, 13.12.2018 8:13:03,10, 19.4,42, -10.3,94, 1016.6, 969.8, 0.0, 0.0, S, -11.1, -10.3, 0.00, 0.00, 0.60, 0.60, 0.60
131, 13.12.2018 8:23:03,10, 19.5,42, -10.2,94, 1016.6, 969.8, 0.0, 0.0, S, -11.0, -10.2, 0.00, 0.00, 0.60, 0.60, 0.60
132, 13.12.2018 8:33:03,10, 19.6,42, -10.0,94, 1016.5, 969.7, 0.0, 0.0, E, -10.8, -10.0, 0.00, 0.00, 0.60, 0.60, 0.60
133, 13.12.2018 8:43:03,10, 19.7,42, -9.8,94, 1016.3, 969.5, 0.0, 0.0, S, -10.6, -9.8, 0.00, 0.00, 0.60, 0.60, 0.60
134, 13.12.2018 8:53:03,10, 19.8,42, -9.5,94, 1016.5, 969.7, 0.0, 0.0, SE, -10.3, -9.5, 0.00, 0.00, 0.60, 0.60, 0.60
135, 13.12.2018 9:03:03,10, 19.8,41, -9.2,94, 1016.4, 969.6, 0.0, 0.0, SE, -10.0, -9.2, 0.00, 0.00, 0.60, 0.60, 0.60
136, 13.12.2018 9:13:03,10, 19.9,41, -8.8,94, 1016.4, 969.6, 0.0, 0.0, SE, -9.6, -8.8, 0.00, 0.00, 0.60, 0.60, 0.60
137, 13.12.2018 9:23:03,10, 19.9,41, -8.6,94, 1016.3, 969.5, 0.0, 0.0, S, -9.4, -8.6, 0.00, 0.00, 0.60, 0.60, 0.60
138, 13.12.2018 9:33:03,10, 20.0,41, -8.3,94, 1016.3, 969.5, 0.0, 0.0, S, -9.1, -8.3, 0.00, 0.00, 0.60, 0.60, 0.60
139, 13.12.2018 9:43:03,10, 20.0,41, -7.9,94, 1016.3, 969.5, 0.0, 0.0, S, -8.7, -7.9, 0.00, 0.00, 0.60, 0.60, 0.60
140, 13.12.2018 9:53:03,10, 20.1,41, -7.5,95, 1016.3, 969.5, 0.0, 0.0, S, -8.2, -7.5, 0.00, 0.00, 0.60, 0.60, 0.60
141, 13.12.2018 10:03:03,10, 20.1,41, -7.1,95, 1016.3, 969.5, 0.0, 0.0, S, -7.8, -7.1, 0.00, 0.00, 0.60, 0.60, 0.60
142, 13.12.2018 10:13:03,10, 20.2,41, -6.5,95, 1016.3, 969.5, 0.0, 0.0, S, -7.2, -6.5, 0.00, 0.00, 0.60, 0.60, 0.60
143, 13.12.2018 10:23:03,10, 20.2,41, -6.0,95, 1016.0, 969.2, 0.0, 0.0, S, -6.7, -6.0, 0.00, 0.00, 0.60, 0.60, 0.60
144, 13.12.2018 10:33:03,10, 20.2,40, -5.6,94, 1016.2, 969.4, 0.0, 0.0, S, -6.4, -5.6, 0.00, 0.00, 0.60, 0.60, 0.60
145, 13.12.2018 10:43:03,10, 20.3,40, -5.1,94, 1016.0, 969.2, 0.0, 0.0, S, -5.9, -5.1, 0.00, 0.00, 0.60, 0.60, 0.60
146, 13.12.2018 10:53:03,10, 20.3,40, -4.7,94, 1016.1, 969.3, 0.0, 0.0, S, -5.5, -4.7, 0.00, 0.00, 0.60, 0.60, 0.60
147, 13.12.2018 11:03:03,10, 20.4,40, -4.4,94, 1015.9, 969.1, 0.0, 0.0, S, -5.2, -4.4, 0.00, 0.00, 0.60, 0.60, 0.60
148, 13.12.2018 11:13:03,10, 20.4,40, -3.8,94, 1016.0, 969.2, 0.0, 0.0, S, -4.6, -3.8, 0.00, 0.00, 0.60, 0.60, 0.60
149, 13.12.2018 11:23:03,10, 20.4,40, -3.5,94, 1015.8, 969.0, 0.0, 0.0, W, -4.3, -3.5, 0.00, 0.00, 0.60, 0.60, 0.60
150, 13.12.2018 11:33:03,10, 20.5,40, -3.3,93, 1015.7, 968.9, 0.0, 0.0, W, -4.3, -3.3, 0.00, 0.00, 0.60, 0.60, 0.60
151, 13.12.2018 11:43:03,10, 20.5,40, -3.1,93, 1015.6, 968.8, 0.0, 0.0, W, -4.1, -3.1, 0.00, 0.00, 0.60, 0.60, 0.60
152, 13.12.2018 11:53:03,10, 20.5,40, -2.9,92, 1015.7, 968.9, 0.0, 0.0, W, -4.0, -2.9, 0.00, 0.00, 0.60, 0.60, 0.60
