NO.,?as,Interval,Vnit?ní teplota(°C),Vnit?ní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(hpa),Absolutní tlak vzduchu(hpa),Rychlost v?tru(m/s),Nárazy v?tru(m/s),Sm?r v?tru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),M?sí?ní úhrn srážek(mm),Celkový úhrn srážek(mm)
1, 01.12.2019 0:00:26,10, 19.4,54, -5.5,84, 1017.5, 970.7, 0.0, 0.0, S, -7.8, -5.5, 0.00, 0.00, 0.00, 0.00, 6.30
2, 01.12.2019 0:10:26,10, 19.4,54, -5.3,85, 1017.4, 970.6, 0.0, 0.0, S, -7.4, -5.3, 0.00, 0.00, 0.00, 0.00, 6.30
3, 01.12.2019 0:20:26,10, 19.4,53, -5.1,85, 1017.5, 970.7, 0.7, 1.4, S, -7.2, -5.1, 0.00, 0.00, 0.00, 0.00, 6.30
4, 01.12.2019 0:30:26,10, 19.4,53, -4.8,85, 1017.6, 970.8, 0.0, 0.7, S, -6.9, -4.8, 0.00, 0.00, 0.00, 0.00, 6.30
5, 01.12.2019 0:40:26,10, 19.4,53, -4.6,86, 1017.3, 970.5, 0.0, 0.0, S, -6.6, -4.6, 0.00, 0.00, 0.00, 0.00, 6.30
6, 01.12.2019 0:50:26,10, 19.4,53, -4.3,86, 1017.3, 970.5, 0.0, 1.0, E, -6.3, -4.3, 0.00, 0.00, 0.00, 0.00, 6.30
7, 01.12.2019 1:00:26,10, 19.5,53, -4.1,86, 1017.2, 970.4, 0.3, 1.4, S, -6.1, -4.1, 0.00, 0.00, 0.00, 0.00, 6.30
8, 01.12.2019 1:10:26,10, 19.4,52, -4.0,86, 1017.2, 970.4, 0.7, 1.7, SE, -6.0, -4.0, 0.00, 0.00, 0.00, 0.00, 6.30
9, 01.12.2019 1:20:26,10, 19.4,52, -3.8,86, 1017.3, 970.5, 0.3, 1.7, SE, -5.8, -3.8, 0.00, 0.00, 0.00, 0.00, 6.30
10, 01.12.2019 1:30:26,10, 19.4,52, -3.7,87, 1017.3, 970.5, 0.0, 0.0, SE, -5.6, -3.7, 0.00, 0.00, 0.00, 0.00, 6.30
11, 01.12.2019 1:40:26,10, 19.4,52, -3.6,87, 1017.3, 970.5, 0.0, 0.0, SE, -5.5, -3.6, 0.00, 0.00, 0.00, 0.00, 6.30
12, 01.12.2019 1:50:26,10, 19.4,52, -3.5,87, 1017.3, 970.5, 0.0, 0.0, E, -5.4, -3.5, 0.00, 0.00, 0.00, 0.00, 6.30
13, 01.12.2019 2:00:26,10, 19.4,52, -3.5,87, 1017.1, 970.3, 0.3, 1.0, E, -5.4, -3.5, 0.00, 0.00, 0.00, 0.00, 6.30
14, 01.12.2019 2:10:26,10, 19.4,52, -3.4,87, 1017.2, 970.4, 0.0, 0.0, E, -5.3, -3.4, 0.00, 0.00, 0.00, 0.00, 6.30
15, 01.12.2019 2:20:26,10, 19.4,51, -3.3,87, 1017.1, 970.3, 0.0, 0.0, E, -5.2, -3.3, 0.00, 0.00, 0.00, 0.00, 6.30
16, 01.12.2019 2:30:26,10, 19.4,51, -3.2,87, 1017.1, 970.3, 0.3, 1.4, E, -5.1, -3.2, 0.00, 0.00, 0.00, 0.00, 6.30
17, 01.12.2019 2:40:26,10, 19.4,51, -3.1,87, 1017.1, 970.3, 0.0, 0.0, E, -5.0, -3.1, 0.00, 0.00, 0.00, 0.00, 6.30
18, 01.12.2019 2:50:26,10, 19.4,51, -3.1,87, 1017.3, 970.5, 0.0, 0.0, E, -5.0, -3.1, 0.00, 0.00, 0.00, 0.00, 6.30
19, 01.12.2019 3:00:26,10, 19.4,51, -3.0,87, 1017.2, 970.4, 0.3, 1.4, E, -4.9, -3.0, 0.00, 0.00, 0.00, 0.00, 6.30
20, 01.12.2019 3:10:26,10, 19.4,51, -2.9,87, 1017.3, 970.5, 0.0, 0.0, E, -4.8, -2.9, 0.00, 0.00, 0.00, 0.00, 6.30
21, 01.12.2019 3:20:26,10, 19.4,51, -2.8,87, 1017.2, 970.4, 0.0, 0.0, E, -4.7, -2.8, 0.00, 0.00, 0.00, 0.00, 6.30
22, 01.12.2019 3:30:26,10, 19.3,51, -2.8,87, 1017.2, 970.4, 0.0, 0.0, E, -4.7, -2.8, 0.00, 0.00, 0.00, 0.00, 6.30
23, 01.12.2019 3:40:26,10, 19.3,51, -2.7,87, 1017.2, 970.4, 0.0, 0.0, E, -4.6, -2.7, 0.00, 0.00, 0.00, 0.00, 6.30
24, 01.12.2019 3:50:26,10, 19.3,50, -2.6,87, 1017.2, 970.4, 0.0, 0.0, E, -4.5, -2.6, 0.00, 0.00, 0.00, 0.00, 6.30
25, 01.12.2019 4:00:26,10, 19.3,50, -2.6,87, 1017.2, 970.4, 0.0, 0.0, E, -4.5, -2.6, 0.00, 0.00, 0.00, 0.00, 6.30
26, 01.12.2019 4:10:26,10, 19.3,50, -2.5,88, 1017.1, 970.3, 0.0, 0.0, E, -4.2, -2.5, 0.00, 0.00, 0.00, 0.00, 6.30
27, 01.12.2019 4:20:26,10, 19.3,50, -2.5,88, 1017.2, 970.4, 0.0, 0.0, E, -4.2, -2.5, 0.00, 0.00, 0.00, 0.00, 6.30
28, 01.12.2019 4:30:26,10, 19.3,50, -2.4,88, 1017.3, 970.5, 0.0, 0.0, E, -4.1, -2.4, 0.00, 0.00, 0.00, 0.00, 6.30
29, 01.12.2019 4:40:26,10, 19.2,50, -2.4,88, 1017.3, 970.5, 0.0, 0.0, E, -4.1, -2.4, 0.00, 0.00, 0.00, 0.00, 6.30
30, 01.12.2019 4:50:26,10, 19.2,50, -2.3,88, 1017.3, 970.5, 0.0, 0.0, E, -4.0, -2.3, 0.00, 0.00, 0.00, 0.00, 6.30
31, 01.12.2019 5:00:26,10, 19.2,50, -2.3,88, 1017.4, 970.6, 0.0, 0.0, E, -4.0, -2.3, 0.00, 0.00, 0.00, 0.00, 6.30
32, 01.12.2019 5:10:26,10, 19.2,50, -2.3,88, 1017.5, 970.7, 0.0, 0.0, E, -4.0, -2.3, 0.00, 0.00, 0.00, 0.00, 6.30
33, 01.12.2019 5:20:26,10, 19.2,50, -2.2,88, 1017.4, 970.6, 0.0, 0.0, E, -3.9, -2.2, 0.00, 0.00, 0.00, 0.00, 6.30
34, 01.12.2019 5:30:26,10, 19.2,50, -2.2,88, 1017.3, 970.5, 0.0, 0.0, E, -3.9, -2.2, 0.00, 0.00, 0.00, 0.00, 6.30
35, 01.12.2019 5:40:26,10, 19.1,49, -2.1,88, 1017.3, 970.5, 0.0, 1.0, E, -3.8, -2.1, 0.00, 0.00, 0.00, 0.00, 6.30
36, 01.12.2019 5:50:26,10, 19.1,49, -2.1,88, 1017.3, 970.5, 0.0, 1.0, E, -3.8, -2.1, 0.00, 0.00, 0.00, 0.00, 6.30
37, 01.12.2019 6:00:26,10, 19.1,49, -2.1,89, 1017.3, 970.5, 0.3, 1.0, E, -3.7, -2.1, 0.00, 0.00, 0.00, 0.00, 6.30
38, 01.12.2019 6:10:26,10, 19.1,50, -2.1,89, 1017.3, 970.5, 0.3, 1.0, E, -3.7, -2.1, 0.00, 0.00, 0.00, 0.00, 6.30
